District,Year,Taluka,Rural/Urban,Normal Weight,Moderate Acute Malnutrition,Severe Acute Malnutrition
Ratnagiri,2020,Dapoli,Total,,,
Ratnagiri,2020,Khed,Rural,,,
Ratnagiri,2020,Khed,Urban,,,
Ratnagiri,2020,Khed,Total,,,
Ratnagiri,2020,Chiplun,Rural,,,
Ratnagiri,2020,Chiplun,Urban,,,
Ratnagiri,2020,Chiplun,Total,,,
Ratnagiri,2020,Guhagar,Rural,,,
Ratnagiri,2020,Guhagar,Urban,,,
Ratnagiri,2020,Guhagar,Total,,,
Ratnagiri,2020,Ratnagiri,Rural,,,
Ratnagiri,2020,Ratnagiri,Urban,,,
Ratnagiri,2020,Ratnagiri,Total,,,
Ratnagiri,2020,Sangameshwar,Rural,,,
Ratnagiri,2020,Sangameshwar,Urban,,,
Ratnagiri,2020,Sangameshwar,Total,,,
Ratnagiri,2020,Lanja,Rural,,,
Ratnagiri,2020,Lanja,Urban,,,
Ratnagiri,2020,Lanja,Total,,,
Ratnagiri,2020,Rajapur,Rural,,,
Ratnagiri,2020,Rajapur,Urban,,,
Ratnagiri,2020,Rajapur,Total,,,
Ratnagiri,2021,Mandangad,Rural,98.6,1.33,0.07
Ratnagiri,2021,Mandangad,Urban,,,
Ratnagiri,2021,Mandangad,Total,98.6,1.33,0.07
Ratnagiri,2021,Dapoli,Rural,99.01,0.9,0.09
Ratnagiri,2021,Dapoli,Urban,,,
Ratnagiri,2021,Dapoli,Total,99.01,0.9,0.09
Ratnagiri,2021,Khed,Rural,99.4,0.57,0.03
Ratnagiri,2021,Khed,Urban,78.1,19.05,2.86
Ratnagiri,2021,Khed,Total,99.12,0.82,0.06
Ratnagiri,2021,Chiplun,Rural,99.75,0.24,0.01
Ratnagiri,2021,Chiplun,Urban,77.94,18.15,3.91
Ratnagiri,2021,Chiplun,Total,99.11,0.76,0.12
Ratnagiri,2021,Guhagar,Rural,99.75,0.23,0.02
Ratnagiri,2021,Guhagar,Urban,,,
Ratnagiri,2021,Guhagar,Total,99.75,0.23,0.02
Ratnagiri,2021,Ratnagiri,Rural,99.59,0.38,0.02
Ratnagiri,2021,Ratnagiri,Urban,90.25,8.88,0.88
Ratnagiri,2021,Ratnagiri,Total,98.85,1.06,0.09
Ratnagiri,2021,Sangameshwar,Rural,99.6,0.33,0.07
Ratnagiri,2021,Sangameshwar,Urban,,,
Ratnagiri,2021,Sangameshwar,Total,99.6,0.33,0.07
Ratnagiri,2021,Lanja,Rural,99.37,0.56,0.07
Ratnagiri,2021,Lanja,Urban,,,
Ratnagiri,2021,Lanja,Total,99.37,0.56,0.07
Ratnagiri,2021,Rajapur,Rural,98.71,1.27,0.02
Ratnagiri,2021,Rajapur,Urban,92.19,7.23,0.59
Ratnagiri,2021,Rajapur,Total,98.15,1.79,0.07
Sangli,2012,Shirala,Rural,94.46,5.33,0.2
Sangli,2012,Shirala,Urban,,,
Sangli,2012,Shirala,Total,94.46,5.33,0.2
Sangli,2012,Valava,Rural,96.72,3.05,0.23
Sangli,2012,Valava,Urban,87.18,11.96,0.86
Sangli,2012,Valava,Total,96.49,3.27,0.24
Sangli,2012,Palus,Rural,95.58,3.8,0.62
Sangli,2012,Palus,Urban,,,
Sangli,2012,Palus,Total,95.58,3.8,0.62
Sangli,2012,Kadegaon,Rural,96.5,3.2,0.3
Sangli,2012,Kadegaon,Urban,,,
Sangli,2012,Kadegaon,Total,96.5,3.2,0.3
Sangli,2012,Khanapur,Rural,96.3,3.16,0.54
Sangli,2012,Khanapur,Urban,89.56,10.44,0
Sangli,2012,Khanapur,Total,95.98,3.51,0.51
Sangli,2012,Aatpadi,Rural,92.55,6.55,0.89
Sangli,2012,Aatpadi,Urban,,,
Sangli,2012,Aatpadi,Total,92.55,6.55,0.89
Sangli,2012,Tasgaon,Rural,97.97,1.79,0.24
Sangli,2012,Tasgaon,Urban,85.94,9.82,4.24
Sangli,2012,Tasgaon,Total,97.67,1.99,0.34
Sangli,2012,Miraj,Rural,98.65,1.3,0.06
Sangli,2012,Miraj,Urban,81.65,17.13,1.22
Sangli,2012,Miraj,Total,93.38,6.2,0.42
Sangli,2012,Ku. Mahakal,Rural,97.54,2.22,0.24
Sangli,2012,Ku. Mahakal,Urban,,,
Sangli,2012,Ku. Mahakal,Total,97.54,2.22,0.24
Sangli,2012,Jat,Rural,97.41,2.37,0.22
Sangli,2012,Jat,Urban,,,
Sangli,2012,Jat,Total,97.41,2.37,0.22
Sangli,2013,Shirala,Rural,92.02,7.24,0.74
Sangli,2013,Shirala,Urban,,,
Sangli,2013,Shirala,Total,92.02,7.24,0.74
Sangli,2013,Valava,Rural,97.28,2.57,0.16
Sangli,2013,Valava,Urban,97.33,2.67,0
Sangli,2013,Valava,Total,97.28,2.57,0.15
Sangli,2013,Palus,Rural,95.16,4.34,0.5
Sangli,2013,Palus,Urban,,,
Sangli,2013,Palus,Total,95.16,4.34,0.5
Sangli,2013,Kadegaon,Rural,96.62,3.07,0.32
Sangli,2013,Kadegaon,Urban,,,
Sangli,2013,Kadegaon,Total,96.62,3.07,0.32
Sangli,2013,Khanapur,Rural,96.56,3.13,0.31
Sangli,2013,Khanapur,Urban,87.82,7.39,4.79
Sangli,2013,Khanapur,Total,96.12,3.35,0.54
Sangli,2013,Aatpadi,Rural,91.88,7.19,0.93
Sangli,2013,Aatpadi,Urban,,,
Sangli,2013,Aatpadi,Total,91.88,7.19,0.93
Sangli,2013,Tasgaon,Rural,97.19,2.52,0.3
Sangli,2013,Tasgaon,Urban,92.11,4.35,3.54
Sangli,2013,Tasgaon,Total,97.01,2.58,0.41
Sangli,2013,Miraj,Rural,98.88,1.06,0.06
Sangli,2013,Miraj,Urban,86.24,15.86,2.1
Sangli,2013,Miraj,Total,94.78,5.86,0.72
Sangli,2013,Ku. Mahakal,Rural,96.99,2.65,0.37
Sangli,2013,Ku. Mahakal,Urban,,,
Sangli,2013,Ku. Mahakal,Total,96.99,2.65,0.37
Sangli,2013,Jat,Rural,97.07,2.68,0.25
Sangli,2013,Jat,Urban,,,
Sangli,2013,Jat,Total,97.07,2.68,0.25
Sangli,2014,Shirala,Rural,93.93,5.75,0.33
Sangli,2014,Shirala,Urban,,,
Sangli,2014,Shirala,Total,93.93,5.75,0.33
Sangli,2014,Valava,Rural,98.07,1.87,0.06
Sangli,2014,Valava,Urban,88.27,11.73,0
Sangli,2014,Valava,Total,96.8,3.15,0.05
Sangli,2014,Palus,Rural,95.9,3.85,0.25
Sangli,2014,Palus,Urban,,,
Sangli,2014,Palus,Total,95.9,3.85,0.25
Sangli,2014,Kadegaon,Rural,97.49,2.32,0.19
Sangli,2014,Kadegaon,Urban,,,
Sangli,2014,Kadegaon,Total,97.49,2.32,0.19
Sangli,2014,Khanapur,Rural,97.45,2.31,0.24
Sangli,2014,Khanapur,Urban,73.24,26.76,0
Sangli,2014,Khanapur,Total,92.42,7.39,0.19
Sangli,2014,Aatpadi,Rural,94.29,5.22,0.49
Sangli,2014,Aatpadi,Urban,,,
Sangli,2014,Aatpadi,Total,94.29,5.22,0.49
Sangli,2014,Tasgaon,Rural,97.61,2.13,0.26
Sangli,2014,Tasgaon,Urban,77.2,22.8,0
Sangli,2014,Tasgaon,Total,93.94,5.85,0.21
Sangli,2014,Miraj,Rural,98.59,1.31,0.1
Sangli,2014,Miraj,Urban,90.76,7.83,1.42
Sangli,2014,Miraj,Total,95.79,3.64,0.57
Sangli,2014,Ku. Mahakal,Rural,97.84,1.89,0.27
Sangli,2014,Ku. Mahakal,Urban,,,
Sangli,2014,Ku. Mahakal,Total,97.84,1.89,0.27
Sangli,2014,Jat,Rural,97.47,2.37,0.16
Sangli,2014,Jat,Urban,,,
Sangli,2014,Jat,Total,97.47,2.37,0.16
Sangli,2015,Shirala,Rural,95.33,4.18,0.49
Sangli,2015,Shirala,Urban,,,
Sangli,2015,Shirala,Total,95.33,4.18,0.49
Sangli,2015,Valava,Rural,97.59,2.28,0.13
Sangli,2015,Valava,Urban,85.43,13.78,0.79
Sangli,2015,Valava,Total,97.32,2.53,0.15
Sangli,2015,Palus,Rural,96.29,3.24,0.47
Sangli,2015,Palus,Urban,,,
Sangli,2015,Palus,Total,96.29,3.24,0.47
Sangli,2015,Kadegaon,Rural,97.26,2.52,0.22
Sangli,2015,Kadegaon,Urban,,,
Sangli,2015,Kadegaon,Total,97.26,2.52,0.22
Sangli,2015,Khanapur,Rural,96.78,2.93,0.29
Sangli,2015,Khanapur,Urban,72.8,27.2,0
Sangli,2015,Khanapur,Total,96.05,3.67,0.28
Sangli,2015,Aatpadi,Rural,93.72,5.61,0.67
Sangli,2015,Aatpadi,Urban,,,
Sangli,2015,Aatpadi,Total,93.72,5.61,0.67
Sangli,2015,Tasgaon,Rural,97.69,2.16,0.14
Sangli,2015,Tasgaon,Urban,71.7,28.3,0
Sangli,2015,Tasgaon,Total,97.08,2.78,0.14
Sangli,2015,Miraj,Rural,98.22,1.62,0.16
Sangli,2015,Miraj,Urban,82.39,16.58,1.03
Sangli,2015,Miraj,Total,93.39,6.19,0.42
Sangli,2015,Ku. Mahakal,Rural,97.93,1.94,0.13
Sangli,2015,Ku. Mahakal,Urban,,,
Sangli,2015,Ku. Mahakal,Total,97.93,1.94,0.13
Sangli,2015,Jat,Rural,97.76,2.08,0.15
Sangli,2015,Jat,Urban,,,
Sangli,2015,Jat,Total,97.76,2.08,0.15
Sangli,2016,Shirala,Rural,94.01,5.41,0.58
Sangli,2016,Shirala,Urban,,,
Sangli,2016,Shirala,Total,94.01,5.41,0.58
Sangli,2016,Valava,Rural,97.64,2.22,0.14
Sangli,2016,Valava,Urban,87.57,11.84,0.58
Sangli,2016,Valava,Total,97.4,2.44,0.15
Sangli,2016,Palus,Rural,94.91,4.75,0.34
Sangli,2016,Palus,Urban,,,
Sangli,2016,Palus,Total,94.91,4.75,0.34
Sangli,2016,Kadegaon,Rural,97.51,2.32,0.17
Sangli,2016,Kadegaon,Urban,,,
Sangli,2016,Kadegaon,Total,97.51,2.32,0.17
Sangli,2016,Khanapur,Rural,,,
Sangli,2016,Khanapur,Urban,84.28,14.85,0.87
Sangli,2016,Khanapur,Total,96.64,3.11,0.25
Sangli,2016,Aatpadi,Rural,95.58,3.64,0.78
Sangli,2016,Aatpadi,Urban,,,
Sangli,2016,Aatpadi,Total,95.58,3.64,0.78
Sangli,2016,Tasgaon,Rural,97.99,1.87,0.14
Sangli,2016,Tasgaon,Urban,85.36,14.02,0.62
Sangli,2016,Tasgaon,Total,97.68,2.17,0.15
Sangli,2016,Miraj,Rural,98.29,1.54,0.17
Sangli,2016,Miraj,Urban,82.37,17.63,1.05
Sangli,2016,Miraj,Total,93.34,6.54,0.44
Sangli,2016,Ku. Mahakal,Rural,98.07,1.77,0.16
Sangli,2016,Ku. Mahakal,Urban,,,
Sangli,2016,Ku. Mahakal,Total,98.07,1.77,0.16
Sangli,2016,Jat,Rural,97.92,1.91,0.17
Sangli,2016,Jat,Urban,,,
Sangli,2016,Jat,Total,97.92,1.91,0.17
Sangli,2017,Shirala,Rural,94.47,4.93,0.6
Sangli,2017,Shirala,Urban,,,
Sangli,2017,Shirala,Total,94.47,4.93,0.6
Sangli,2017,Valava,Rural,96.64,3.04,0.32
Sangli,2017,Valava,Urban,78.28,21.72,0
Sangli,2017,Valava,Total,96.29,3.4,0.31
Sangli,2017,Palus,Rural,95.23,4.37,0.4
Sangli,2017,Palus,Urban,,,
Sangli,2017,Palus,Total,95.23,4.37,0.4
Sangli,2017,Kadegaon,Rural,97.31,2.44,0.24
Sangli,2017,Kadegaon,Urban,,,
Sangli,2017,Kadegaon,Total,97.31,2.44,0.24
Sangli,2017,Khanapur,Rural,96.16,3.69,0.15
Sangli,2017,Khanapur,Urban,86.61,13.39,0
Sangli,2017,Khanapur,Total,95.85,4,0.14
Sangli,2017,Aatpadi,Rural,94.65,4.47,0.88
Sangli,2017,Aatpadi,Urban,,,
Sangli,2017,Aatpadi,Total,94.65,4.47,0.88
Sangli,2017,Tasgaon,Rural,97.92,1.78,0.3
Sangli,2017,Tasgaon,Urban,80.54,19.46,0
Sangli,2017,Tasgaon,Total,97.58,2.12,0.3
Sangli,2017,Miraj,Rural,97.54,2.18,0.28
Sangli,2017,Miraj,Urban,90.76,7.83,1.42
Sangli,2017,Miraj,Total,95.02,4.28,0.7
Sangli,2017,Ku. Mahakal,Rural,98.06,1.78,0.16
Sangli,2017,Ku. Mahakal,Urban,,,
Sangli,2017,Ku. Mahakal,Total,98.06,1.78,0.16
Sangli,2017,Jat,Rural,97.49,2.28,0.23
Sangli,2017,Jat,Urban,,,
Sangli,2017,Jat,Total,97.49,2.28,0.23
Sangli,2018,Shirala,Rural,95.34,4.14,0.51
Sangli,2018,Shirala,Urban,,,
Sangli,2018,Shirala,Total,95.34,4.14,0.51
Sangli,2018,Valava,Rural,96.82,2.86,0.31
Sangli,2018,Valava,Urban,64.75,32.95,2.3
Sangli,2018,Valava,Total,96.02,3.61,0.36
Sangli,2018,Palus,Rural,95.13,4.48,0.39
Sangli,2018,Palus,Urban,,,
Sangli,2018,Palus,Total,95.13,4.48,0.39
Sangli,2018,Kadegaon,Rural,98.01,1.86,0.13
Sangli,2018,Kadegaon,Urban,,,
Sangli,2018,Kadegaon,Total,98.01,1.86,0.13
Sangli,2018,Khanapur,Rural,96.81,2.81,0.38
Sangli,2018,Khanapur,Urban,86.88,9.5,3.62
Sangli,2018,Khanapur,Total,96.49,3.02,0.48
Sangli,2018,Aatpadi,Rural,93.92,5.47,0.61
Sangli,2018,Aatpadi,Urban,,,
Sangli,2018,Aatpadi,Total,93.92,5.47,0.61
Sangli,2018,Tasgaon,Rural,97.81,1.91,0.28
Sangli,2018,Tasgaon,Urban,82.89,14.45,2.66
Sangli,2018,Tasgaon,Total,97.51,2.15,0.33
Sangli,2018,Miraj,Rural,97.36,2.35,0.29
Sangli,2018,Miraj,Urban,90.66,7.08,2.26
Sangli,2018,Miraj,Total,94.82,4.14,1.04
Sangli,2018,Ku. Mahakal,Rural,98.2,1.67,0.13
Sangli,2018,Ku. Mahakal,Urban,,,
Sangli,2018,Ku. Mahakal,Total,98.2,1.67,0.13
Sangli,2018,Jat,Rural,96.73,2.97,0.3
Sangli,2018,Jat,Urban,,,
Sangli,2018,Jat,Total,96.73,2.97,0.3
Sangli,2019,Shirala,Rural,96.68,3.12,0.2
Sangli,2019,Shirala,Urban,,,
Sangli,2019,Shirala,Total,96.68,3.12,0.2
Sangli,2019,Valava,Rural,96.39,3.25,0.37
Sangli,2019,Valava,Urban,87.8,10.77,1.44
Sangli,2019,Valava,Total,96.21,3.4,0.39
Sangli,2019,Palus,Rural,94.24,5.38,0.38
Sangli,2019,Palus,Urban,,,
Sangli,2019,Palus,Total,94.24,5.38,0.38
Sangli,2019,Kadegaon,Rural,97.39,2.37,0.23
Sangli,2019,Kadegaon,Urban,,,
Sangli,2019,Kadegaon,Total,97.39,2.37,0.23
Sangli,2019,Khanapur,Rural,94.63,4.72,0.65
Sangli,2019,Khanapur,Urban,92.65,7.35,0
Sangli,2019,Khanapur,Total,94.51,4.89,0.61
Sangli,2019,Aatpadi,Rural,91.22,7.84,0.94
Sangli,2019,Aatpadi,Urban,,,
Sangli,2019,Aatpadi,Total,91.22,7.84,0.94
Sangli,2019,Tasgaon,Rural,97.25,2.49,0.26
Sangli,2019,Tasgaon,Urban,82.89,14.45,2.66
Sangli,2019,Tasgaon,Total,96.96,2.73,0.31
Sangli,2019,Miraj,Rural,96.07,3.43,0.5
Sangli,2019,Miraj,Urban,90.66,7.08,2.26
Sangli,2019,Miraj,Total,94.02,4.81,1.17
Sangli,2019,Ku. Mahakal,Rural,97.5,2.23,0.27
Sangli,2019,Ku. Mahakal,Urban,,,
Sangli,2019,Ku. Mahakal,Total,97.5,2.23,0.27
Sangli,2019,Jat,Rural,96.6,2.99,0.42
Sangli,2019,Jat,Urban,,,
Sangli,2019,Jat,Total,96.6,2.99,0.42
Sangli,2020,Shirala,Rural,93.12,3.3,0.2
Sangli,2020,Shirala,Urban,,,
Sangli,2020,Shirala,Total,93.12,3.3,0.2
Sangli,2020,Valava,Rural,95.51,2.57,0.45
Sangli,2020,Valava,Urban,76.22,23.37,0.41
Sangli,2020,Valava,Total,94.83,3.3,0.45
Sangli,2020,Palus,Rural,90.55,4.43,0.25
Sangli,2020,Palus,Urban,,,
Sangli,2020,Palus,Total,90.55,4.43,0.25
Sangli,2020,Kadegaon,Rural,91.78,3.4,0.19
Sangli,2020,Kadegaon,Urban,,,
Sangli,2020,Kadegaon,Total,91.78,3.4,0.19
Sangli,2020,Khanapur,Rural,84.57,4.46,0.39
Sangli,2020,Khanapur,Urban,89.04,11.18,0
Sangli,2020,Khanapur,Total,84.82,4.84,0.37
Sangli,2020,Aatpadi,Rural,81.31,7.89,0.59
Sangli,2020,Aatpadi,Urban,,,
Sangli,2020,Aatpadi,Total,81.31,7.89,0.59
Sangli,2020,Tasgaon,Rural,93.52,3.2,0.27
Sangli,2020,Tasgaon,Urban,78.68,21.32,0
Sangli,2020,Tasgaon,Total,93.06,3.78,0.27
Sangli,2020,Miraj,Rural,91.5,2.81,0.34
Sangli,2020,Miraj,Urban,81.97,16.29,1.72
Sangli,2020,Miraj,Total,88.2,7.47,0.81
Sangli,2020,Ku. Mahakal,Rural,92.02,2.58,0.25
Sangli,2020,Ku. Mahakal,Urban,,,
Sangli,2020,Ku. Mahakal,Total,92.02,2.58,0.25
Sangli,2020,Jat,Rural,89.95,4.19,0.41
Sangli,2020,Jat,Urban,,,
Sangli,2020,Jat,Total,89.95,4.19,0.41
Sangli,2021,Shirala,Rural,110.32,2.94,0.18
Sangli,2021,Shirala,Urban,,,
Sangli,2021,Shirala,Total,110.32,2.94,0.18
Sangli,2021,Valava,Rural,98.31,2.09,0.34
Sangli,2021,Valava,Urban,92.62,5.26,0.45
Sangli,2021,Valava,Total,98.1,2.21,0.34
Sangli,2021,Palus,Rural,88.31,2.57,0.2
Sangli,2021,Palus,Urban,,,
Sangli,2021,Palus,Total,88.31,2.57,0.2
Sangli,2021,Kadegaon,Rural,92.48,2.31,0.23
Sangli,2021,Kadegaon,Urban,,,
Sangli,2021,Kadegaon,Total,92.48,2.31,0.23
Sangli,2021,Khanapur,Rural,94.53,3.57,0.27
Sangli,2021,Khanapur,Urban,89.33,10.67,0
Sangli,2021,Khanapur,Total,94.24,3.96,0.26
Sangli,2021,Aatpadi,Rural,79.51,4.11,0.63
Sangli,2021,Aatpadi,Urban,,,
Sangli,2021,Aatpadi,Total,79.51,4.11,0.63
Sangli,2021,Tasgaon,Rural,95.01,2.41,0.16
Sangli,2021,Tasgaon,Urban,94.77,5.23,0
Sangli,2021,Tasgaon,Total,95,2.55,0.15
Sangli,2021,Miraj,Rural,98.68,2.02,0.23
Sangli,2021,Miraj,Urban,84.18,12.84,1.7
Sangli,2021,Miraj,Total,93.57,5.84,0.74
Sangli,2021,Ku. Mahakal,Rural,90.84,1.71,0.13
Sangli,2021,Ku. Mahakal,Urban,,,
Sangli,2021,Ku. Mahakal,Total,90.84,1.71,0.13
Sangli,2021,Jat,Rural,84.73,2.21,0.21
Sangli,2021,Jat,Urban,,,
Sangli,2021,Jat,Total,84.73,2.21,0.21
Satara,2012,Mahableshwar,Rural,87.35,10.67,1.99
Satara,2012,Mahableshwar,Urban,72.43,21.32,6.25
Satara,2012,Mahableshwar,Total,86.28,11.43,2.29
Satara,2012,Vai,Rural,91.91,6.97,1.13
Satara,2012,Vai,Urban,70.11,25.42,4.47
Satara,2012,Vai,Total,91.28,7.5,1.22
Satara,2012,Khandala,Rural,93,6.24,0.75
Satara,2012,Khandala,Urban,,,
Satara,2012,Khandala,Total,93,6.24,0.75
Satara,2012,Faltan,Rural,93.57,5.56,0.86
Satara,2012,Faltan,Urban,95,4.62,0.38
Satara,2012,Faltan,Total,93.59,5.55,0.86
Satara,2012,Man,Rural,92.58,6.59,0.83
Satara,2012,Man,Urban,80.55,19.45,0
Satara,2012,Man,Total,91.67,7.56,0.77
Satara,2012,Khatav,Rural,94.17,5.1,0.73
Satara,2012,Khatav,Urban,,,
Satara,2012,Khatav,Total,94.17,5.1,0.73
Satara,2012,Koregaon,Rural,91.16,7.75,1.09
Satara,2012,Koregaon,Urban,79.21,19.38,1.4
Satara,2012,Koregaon,Total,90.93,7.98,1.1
Satara,2012,Satara,Rural,92.36,6.83,0.81
Satara,2012,Satara,Urban,79.44,19.26,1.3
Satara,2012,Satara,Total,91.08,8.06,0.86
Satara,2012,Javali,Rural,93.37,5.94,0.68
Satara,2012,Javali,Urban,,,
Satara,2012,Javali,Total,93.37,5.94,0.68
Satara,2012,Patan,Rural,90.38,8.43,1.19
Satara,2012,Patan,Urban,,,
Satara,2012,Patan,Total,90.38,8.43,1.19
Satara,2012,Karad,Rural,91.73,7.15,1.13
Satara,2012,Karad,Urban,76.6,22.85,0.54
Satara,2012,Karad,Total,91.02,7.89,1.1
Satara,2013,Mahableshwar,Rural,86.7,11.93,1.38
Satara,2013,Mahableshwar,Urban,83.39,11.73,4.89
Satara,2013,Mahableshwar,Total,86.43,11.91,1.66
Satara,2013,Vai,Rural,91.16,7.71,1.13
Satara,2013,Vai,Urban,88.72,9.73,1.56
Satara,2013,Vai,Total,91.11,7.75,1.14
Satara,2013,Khandala,Rural,92.47,6.71,0.83
Satara,2013,Khandala,Urban,,,
Satara,2013,Khandala,Total,92.47,6.71,0.83
Satara,2013,Faltan,Rural,92.36,6.79,0.84
Satara,2013,Faltan,Urban,84.91,12.77,2.32
Satara,2013,Faltan,Total,92.21,6.92,0.87
Satara,2013,Man,Rural,92.1,6.86,1.04
Satara,2013,Man,Urban,82.61,14.92,2.47
Satara,2013,Man,Total,91.37,7.48,1.15
Satara,2013,Khatav,Rural,92.82,6.46,0.72
Satara,2013,Khatav,Urban,,,
Satara,2013,Khatav,Total,92.82,6.46,0.72
Satara,2013,Koregaon,Rural,89.29,9.35,1.35
Satara,2013,Koregaon,Urban,82.97,12.93,4.09
Satara,2013,Koregaon,Total,89.13,9.44,1.42
Satara,2013,Satara,Rural,90.34,8.67,0.99
Satara,2013,Satara,Urban,91.21,8.66,0.14
Satara,2013,Satara,Total,90.43,8.67,0.9
Satara,2013,Javali,Rural,91.71,7.54,0.75
Satara,2013,Javali,Urban,,,
Satara,2013,Javali,Total,91.71,7.54,0.75
Satara,2013,Patan,Rural,87.6,10.81,1.6
Satara,2013,Patan,Urban,,,
Satara,2013,Patan,Total,87.6,10.81,1.6
Satara,2013,Karad,Rural,90.79,7.89,1.32
Satara,2013,Karad,Urban,81.7,17.57,0.73
Satara,2013,Karad,Total,90.43,8.27,1.3
Satara,2014,Mahableshwar,Rural,91.77,7.16,1.06
Satara,2014,Mahableshwar,Urban,90.46,6.64,2.9
Satara,2014,Mahableshwar,Total,91.67,7.12,1.21
Satara,2014,Vai,Rural,92.07,7.03,0.9
Satara,2014,Vai,Urban,86.84,11.7,1.46
Satara,2014,Vai,Total,91.9,7.18,0.92
Satara,2014,Khandala,Rural,94.34,5,0.66
Satara,2014,Khandala,Urban,,,
Satara,2014,Khandala,Total,94.34,5,0.66
Satara,2014,Faltan,Rural,93.36,5.97,0.66
Satara,2014,Faltan,Urban,93.43,5.63,0.94
Satara,2014,Faltan,Total,93.37,5.96,0.67
Satara,2014,Man,Rural,93.57,5.91,0.53
Satara,2014,Man,Urban,87.57,10.45,1.97
Satara,2014,Man,Total,93.15,6.22,0.63
Satara,2014,Khatav,Rural,94.38,5.1,0.52
Satara,2014,Khatav,Urban,,,
Satara,2014,Khatav,Total,94.38,5.1,0.52
Satara,2014,Koregaon,Rural,91.84,7.3,0.86
Satara,2014,Koregaon,Urban,87.88,9.92,2.2
Satara,2014,Koregaon,Total,91.74,7.37,0.89
Satara,2014,Satara,Rural,93.22,6.04,0.74
Satara,2014,Satara,Urban,94.73,5.17,0.1
Satara,2014,Satara,Total,93.38,5.95,0.67
Satara,2014,Javali,Rural,93.25,6.22,0.54
Satara,2014,Javali,Urban,,,
Satara,2014,Javali,Total,93.25,6.22,0.54
Satara,2014,Patan,Rural,91.27,7.79,0.94
Satara,2014,Patan,Urban,,,
Satara,2014,Patan,Total,91.27,7.79,0.94
Satara,2014,Karad,Rural,91.78,7.23,0.99
Satara,2014,Karad,Urban,82.43,16.62,0.95
Satara,2014,Karad,Total,91.4,7.61,0.98
Satara,2015,Mahableshwar,Rural,95.13,4.43,0.44
Satara,2015,Mahableshwar,Urban,89.88,13.77,0.4
Satara,2015,Mahableshwar,Total,94.69,5.21,0.44
Satara,2015,Vai,Rural,94.64,4.82,0.54
Satara,2015,Vai,Urban,92.27,7.51,0.22
Satara,2015,Vai,Total,94.54,4.94,0.53
Satara,2015,Khandala,Rural,95.09,4.46,0.46
Satara,2015,Khandala,Urban,,,
Satara,2015,Khandala,Total,95.09,4.46,0.46
Satara,2015,Faltan,Rural,95.39,4.08,0.53
Satara,2015,Faltan,Urban,97.43,2.57,0
Satara,2015,Faltan,Total,95.42,4.06,0.52
Satara,2015,Man,Rural,95.42,4.11,0.47
Satara,2015,Man,Urban,84.56,14.47,0.97
Satara,2015,Man,Total,94.74,4.76,0.5
Satara,2015,Khatav,Rural,96,3.58,0.42
Satara,2015,Khatav,Urban,,,
Satara,2015,Khatav,Total,96,3.58,0.42
Satara,2015,Koregaon,Rural,95.4,4.01,0.6
Satara,2015,Koregaon,Urban,88.66,9.55,1.79
Satara,2015,Koregaon,Total,95.25,4.13,0.62
Satara,2015,Satara,Rural,95.57,3.85,0.57
Satara,2015,Satara,Urban,85.73,9.3,0.79
Satara,2015,Satara,Total,94.37,4.52,0.6
Satara,2015,Javali,Rural,95.52,3.95,0.53
Satara,2015,Javali,Urban,,,
Satara,2015,Javali,Total,95.52,3.95,0.53
Satara,2015,Patan,Rural,95.03,4.14,0.83
Satara,2015,Patan,Urban,,,
Satara,2015,Patan,Total,95.03,4.14,0.83
Satara,2015,Karad,Rural,94.26,4.92,0.82
Satara,2015,Karad,Urban,69.56,18.39,0.56
Satara,2015,Karad,Total,93.34,5.43,0.81
Satara,2016,Mahableshwar,Rural,96.3,3.4,0.31
Satara,2016,Mahableshwar,Urban,93.24,4.73,2.03
Satara,2016,Mahableshwar,Total,95.99,3.53,0.48
Satara,2016,Vai,Rural,95.09,4.41,0.5
Satara,2016,Vai,Urban,74.95,23.25,1.8
Satara,2016,Vai,Total,94.1,5.33,0.57
Satara,2016,Khandala,Rural,95.46,4.15,0.39
Satara,2016,Khandala,Urban,,,
Satara,2016,Khandala,Total,95.46,4.15,0.39
Satara,2016,Faltan,Rural,95.86,3.74,0.4
Satara,2016,Faltan,Urban,94.7,5.3,0
Satara,2016,Faltan,Total,95.82,3.8,0.38
Satara,2016,Man,Rural,95.26,4.31,0.42
Satara,2016,Man,Urban,89.61,9.18,1.21
Satara,2016,Man,Total,94.94,4.59,0.47
Satara,2016,Khatav,Rural,96.29,3.28,0.43
Satara,2016,Khatav,Urban,,,
Satara,2016,Khatav,Total,96.29,3.28,0.43
Satara,2016,Koregaon,Rural,95.57,3.95,0.48
Satara,2016,Koregaon,Urban,84.2,14.37,1.44
Satara,2016,Koregaon,Total,95.3,4.2,0.5
Satara,2016,Satara,Rural,95.45,3.98,0.57
Satara,2016,Satara,Urban,90.81,9.08,0.11
Satara,2016,Satara,Total,94.97,4.5,0.53
Satara,2016,Javali,Rural,95.48,3.98,0.54
Satara,2016,Javali,Urban,,,
Satara,2016,Javali,Total,95.48,3.98,0.54
Satara,2016,Patan,Rural,95.16,4.33,0.51
Satara,2016,Patan,Urban,,,
Satara,2016,Patan,Total,95.16,4.33,0.51
Satara,2016,Karad,Rural,95.03,4.23,0.74
Satara,2016,Karad,Urban,79.67,19.6,0.73
