District,Year,Taluka,Rural/Urban,Boys,Girls,Total
Latur,2020,Latur,Rural,343,299,642
Latur,2020,Latur,Urban,12154,10810,22964
Latur,2020,Latur,Total,12497,11109,23606
Latur,2020,Renapur,Rural,208,216,424
Latur,2020,Renapur,Urban,104,110,214
Latur,2020,Renapur,Total,312,326,638
Latur,2020,Ahamadpur,Rural,169,144,313
Latur,2020,Ahamadpur,Urban,1016,968,1984
Latur,2020,Ahamadpur,Total,1185,1112,2297
Latur,2020,Jalkot,Rural,213,202,415
Latur,2020,Jalkot,Urban,23,43,66
Latur,2020,Jalkot,Total,236,245,481
Latur,2020,Chakur,Rural,345,310,655
Latur,2020,Chakur,Urban,243,312,555
Latur,2020,Chakur,Total,588,622,1210
Latur,2020,Shirur-Anantpal,Rural,148,127,275
Latur,2020,Shirur-Anantpal,Urban,172,134,306
Latur,2020,Shirur-Anantpal,Total,320,261,581
Latur,2020,Aosa,Rural,445,438,883
Latur,2020,Aosa,Urban,604,590,1194
Latur,2020,Aosa,Total,1049,1028,2077
Latur,2020,Nilanga,Rural,640,584,1224
Latur,2020,Nilanga,Urban,1610,1613,3223
Latur,2020,Nilanga,Total,2250,2197,4447
Latur,2020,Devani,Rural,158,149,307
Latur,2020,Devani,Urban,163,120,283
Latur,2020,Devani,Total,321,269,590
Latur,2020,Udgir,Rural,308,297,605
Latur,2020,Udgir,Urban,2994,2595,5589
Latur,2020,Udgir,Total,3302,2892,6194
Latur,2021,Latur,Rural,390,297,687
Latur,2021,Latur,Urban,6999,6585,13584
Latur,2021,Latur,Total,7389,6882,14271
Latur,2021,Renapur,Rural,184,165,349
Latur,2021,Renapur,Urban,16,9,25
Latur,2021,Renapur,Total,200,174,374
Latur,2021,Ahamadpur,Rural,148,148,296
Latur,2021,Ahamadpur,Urban,1461,1323,2784
Latur,2021,Ahamadpur,Total,1609,1471,3080
Latur,2021,Jalkot,Rural,197,199,396
Latur,2021,Jalkot,Urban,61,48,109
Latur,2021,Jalkot,Total,258,247,505
Latur,2021,Chakur,Rural,363,324,687
Latur,2021,Chakur,Urban,292,295,587
Latur,2021,Chakur,Total,655,619,1274
Latur,2021,Shirur-Anantpal,Rural,147,134,281
Latur,2021,Shirur-Anantpal,Urban,112,81,193
Latur,2021,Shirur-Anantpal,Total,259,215,474
Latur,2021,Aosa,Rural,508,484,992
Latur,2021,Aosa,Urban,667,610,1277
Latur,2021,Aosa,Total,1175,1094,2269
Latur,2021,Nilanga,Rural,628,570,1198
Latur,2021,Nilanga,Urban,1068,1032,2100
Latur,2021,Nilanga,Total,1696,1602,3298
Latur,2021,Devani,Rural,193,128,321
Latur,2021,Devani,Urban,8,0,8
Latur,2021,Devani,Total,201,128,329
Latur,2021,Udgir,Rural,330,295,625
Latur,2021,Udgir,Urban,3358,3101,6457
Latur,2021,Udgir,Total,3688,3396,7082
Mumbai Suburban,2016,Adheri,Rural,,,
Mumbai Suburban,2016,Adheri,Urban,15310,14592,29902
Mumbai Suburban,2016,Adheri,Total,,,
Mumbai Suburban,2016,Borivali,Rural,,,
Mumbai Suburban,2016,Borivali,Urban,15941,14654,30595
Mumbai Suburban,2016,Borivali,Total,,,
Mumbai Suburban,2016,Kurla,Rural,,,
Mumbai Suburban,2016,Kurla,Urban,20271,18742,39013
Mumbai Suburban,2016,Kurla,Total,,,
Mumbai Suburban,2017,Adheri,Rural,,,
Mumbai Suburban,2017,Adheri,Urban,15994,15249,31243
Mumbai Suburban,2017,Adheri,Total,,,
Mumbai Suburban,2017,Borivali,Rural,,,
Mumbai Suburban,2017,Borivali,Urban,15945,14682,30627
Mumbai Suburban,2017,Borivali,Total,,,
Mumbai Suburban,2017,Kurla,Rural,,,
Mumbai Suburban,2017,Kurla,Urban,20756,19446,40202
Mumbai Suburban,2017,Kurla,Total,,,
Mumbai Suburban,2018,Adheri,Rural,,,
Mumbai Suburban,2018,Adheri,Urban,15751,14847,30598
Mumbai Suburban,2018,Adheri,Total,15751,14847,30598
Mumbai Suburban,2018,Borivali,Rural,,,
Mumbai Suburban,2018,Borivali,Urban,16976,15826,32802
Mumbai Suburban,2018,Borivali,Total,16976,15826,32802
Mumbai Suburban,2018,Kurla,Rural,,,
Mumbai Suburban,2018,Kurla,Urban,20048,18990,39038
Mumbai Suburban,2018,Kurla,Total,20048,18990,39038
Mumbai Suburban,2019,Adheri,Rural,,,
Mumbai Suburban,2019,Adheri,Urban,15149,14394,29543
Mumbai Suburban,2019,Adheri,Total,15149,14394,29543
Mumbai Suburban,2019,Borivali,Rural,,,0
Mumbai Suburban,2019,Borivali,Urban,15638,14828,30466
Mumbai Suburban,2019,Borivali,Total,15638,14828,30466
Mumbai Suburban,2019,Kurla,Rural,,,0
Mumbai Suburban,2019,Kurla,Urban,20362,19476,39838
Mumbai Suburban,2019,Kurla,Total,20362,19476,39838
Mumbai Suburban,2020,Adheri,Rural,,,
Mumbai Suburban,2020,Adheri,Urban,12934,12182,25116
Mumbai Suburban,2020,Adheri,Total,12934,12182,25116
Mumbai Suburban,2020,Borivali,Rural,,,
Mumbai Suburban,2020,Borivali,Urban,12440,9643,22083
Mumbai Suburban,2020,Borivali,Total,12440,9643,22083
Mumbai Suburban,2020,Kurla,Rural,,,
Mumbai Suburban,2020,Kurla,Urban,17318,9515,26833
Mumbai Suburban,2020,Kurla,Total,17318,9515,26833
Mumbai Suburban,2021,Adheri,Rural,,,
Mumbai Suburban,2021,Adheri,Urban,11092,10451,21543
Mumbai Suburban,2021,Adheri,Total,11092,10451,21543
Mumbai Suburban,2021,Borivali,Rural,,,
Mumbai Suburban,2021,Borivali,Urban,12072,11137,23209
Mumbai Suburban,2021,Borivali,Total,12072,11137,23209
Mumbai Suburban,2021,Kurla,Rural,,,
Mumbai Suburban,2021,Kurla,Urban,16878,15583,32461
Mumbai Suburban,2021,Kurla,Total,16878,15583,32461
Mumbai City,2013,Mumbai City,Rural,0,0,0
Mumbai City,2013,Mumbai City,Urban,30403,28347,58750
Mumbai City,2013,Mumbai City,Total,30403,28347,58750
Mumbai City,2014,Mumbai City,Rural,0,0,0
Mumbai City,2014,Mumbai City,Urban,23517,22016,45533
Mumbai City,2014,Mumbai City,Total,23517,22016,45533
Mumbai City,2015,Mumbai City,Rural,0,0,0
Mumbai City,2015,Mumbai City,Urban,23410,21860,45270
Mumbai City,2015,Mumbai City,Total,23410,21860,45270
Mumbai City,2016,Mumbai City,Rural,0,0,0
Mumbai City,2016,Mumbai City,Urban,78964,73988,152952
Mumbai City,2016,Mumbai City,Total,78964,73988,152952
Mumbai City,2017,Mumbai City,Rural,0,0,0
Mumbai City,2017,Mumbai City,Urban,26387,24750,51137
Mumbai City,2017,Mumbai City,Total,26387,24750,51137
Mumbai City,2018,Mumbai City,Rural,,,
Mumbai City,2018,Mumbai City,Urban,252020,23547,48749
Mumbai City,2018,Mumbai City,Total,252020,23547,48749
Mumbai City,2019,Mumbai City,Rural,0,0,0
Mumbai City,2019,Mumbai City,Urban,25386,23665,49051
Mumbai City,2019,Mumbai City,Total,25386,23665,49051
Mumbai City,2020,Mumbai City,Rural,0,0,0
Mumbai City,2020,Mumbai City,Urban,19332,18139,37471
Mumbai City,2020,Mumbai City,Total,19332,18139,37471
Mumbai City,2021,Mumbai City,Rural,0,0,0
Mumbai City,2021,Mumbai City,Urban,19093,17486,36579
Mumbai City,2021,Mumbai City,Total,19093,17486,36579
Nagpur,2012,Narkhed,Rural,409,327,736
Nagpur,2012,Narkhed,Urban,260,267,527
Nagpur,2012,Narkhed,Total,669,594,1263
Nagpur,2012,Katol,Rural,389,321,710
Nagpur,2012,Katol,Urban,974,919,1893
Nagpur,2012,Katol,Total,1363,1240,2603
Nagpur,2012,Kalameshwar,Rural,252,227,479
Nagpur,2012,Kalameshwar,Urban,292,289,581
Nagpur,2012,Kalameshwar,Total,544,516,1060
Nagpur,2012,Sawner,Rural,431,385,816
Nagpur,2012,Sawner,Urban,594,611,1205
Nagpur,2012,Sawner,Total,1025,996,2021
Nagpur,2012,Parashivani,Rural,486,412,898
Nagpur,2012,Parashivani,Urban,258,150,408
Nagpur,2012,Parashivani,Total,744,562,1306
Nagpur,2012,Ramtech,Rural,932,782,1714
Nagpur,2012,Ramtech,Urban,483,501,984
Nagpur,2012,Ramtech,Total,1415,1283,2698
Nagpur,2012,Mauda,Rural,610,555,1165
Nagpur,2012,Mauda,Urban,0,0,0
Nagpur,2012,Mauda,Total,610,555,1165
Nagpur,2012,Kamathi,Rural,453,486,939
Nagpur,2012,Kamathi,Urban,2235,2136,4371
Nagpur,2012,Kamathi,Total,2688,2622,5310
Nagpur,2012,Nagpur (Gra),Rural,714,620,1334
Nagpur,2012,Nagpur (Gra),Urban,0,0,0
Nagpur,2012,Nagpur (Gra),Total,714,620,1334
Nagpur,2012,Nagpur (Sh),Rural,0,0,0
Nagpur,2012,Nagpur (Sh),Urban,22164,20611,42775
Nagpur,2012,Nagpur (Sh),Total,22164,20611,42775
Nagpur,2012,Hingana,Rural,987,821,1808
Nagpur,2012,Hingana,Urban,1379,1362,2741
Nagpur,2012,Hingana,Total,2366,2183,4549
Nagpur,2012,Umred,Rural,355,322,677
Nagpur,2012,Umred,Urban,753,676,1429
Nagpur,2012,Umred,Total,1108,998,2106
Nagpur,2012,Kuhi,Rural,674,585,1259
Nagpur,2012,Kuhi,Urban,0,0,0
Nagpur,2012,Kuhi,Total,674,585,1259
Nagpur,2012,Bhiwapur,Rural,433,399,832
Nagpur,2012,Bhiwapur,Urban,0,0,0
Nagpur,2012,Bhiwapur,Total,433,399,832
Nagpur,2013,Narkhed,Rural,334,352,686
Nagpur,2013,Narkhed,Urban,386,372,758
Nagpur,2013,Narkhed,Total,720,724,1444
Nagpur,2013,Katol,Rural,322,312,634
Nagpur,2013,Katol,Urban,1648,1576,3224
Nagpur,2013,Katol,Total,1970,1888,3858
Nagpur,2013,Kalameshwar,Rural,176,197,373
Nagpur,2013,Kalameshwar,Urban,527,459,986
Nagpur,2013,Kalameshwar,Total,703,656,1359
Nagpur,2013,Sawner,Rural,426,377,803
Nagpur,2013,Sawner,Urban,759,663,1422
Nagpur,2013,Sawner,Total,1185,1040,2225
Nagpur,2013,Parashivani,Rural,264,216,480
Nagpur,2013,Parashivani,Urban,289,285,574
Nagpur,2013,Parashivani,Total,553,501,1054
Nagpur,2013,Ramtech,Rural,796,634,1430
Nagpur,2013,Ramtech,Urban,1214,1191,2405
Nagpur,2013,Ramtech,Total,2010,1825,3835
Nagpur,2013,Mauda,Rural,535,472,1007
Nagpur,2013,Mauda,Urban,0,0,0
Nagpur,2013,Mauda,Total,535,472,1007
Nagpur,2013,Kamathi,Rural,136,130,266
Nagpur,2013,Kamathi,Urban,2391,2174,4565
Nagpur,2013,Kamathi,Total,2527,2304,4831
Nagpur,2013,Nagpur (Gra),Rural,618,567,1185
Nagpur,2013,Nagpur (Gra),Urban,144,137,281
Nagpur,2013,Nagpur (Gra),Total,762,704,1466
Nagpur,2013,Nagpur (Sh),Rural,0,0,0
Nagpur,2013,Nagpur (Sh),Urban,32659,30676,63335
Nagpur,2013,Nagpur (Sh),Total,32659,30676,63335
Nagpur,2013,Hingana,Rural,500,423,923
Nagpur,2013,Hingana,Urban,1529,1234,2763
Nagpur,2013,Hingana,Total,2029,1657,3686
Nagpur,2013,Umred,Rural,393,337,730
Nagpur,2013,Umred,Urban,649,632,1281
Nagpur,2013,Umred,Total,1042,969,2011
Nagpur,2013,Kuhi,Rural,629,576,1205
Nagpur,2013,Kuhi,Urban,0,0,0
Nagpur,2013,Kuhi,Total,629,576,1205
Nagpur,2013,Bhiwapur,Rural,437,468,905
Nagpur,2013,Bhiwapur,Urban,0,0,0
Nagpur,2013,Bhiwapur,Total,437,468,905
Nagpur,2014,Narkhed,Rural,238,222,460
Nagpur,2014,Narkhed,Urban,142,155,297
Nagpur,2014,Narkhed,Total,380,377,757
Nagpur,2014,Katol,Rural,212,213,425
Nagpur,2014,Katol,Urban,1057,1133,2190
Nagpur,2014,Katol,Total,1269,1346,2615
Nagpur,2014,Kalameshwar,Rural,162,140,302
Nagpur,2014,Kalameshwar,Urban,343,393,736
Nagpur,2014,Kalameshwar,Total,505,533,1038
Nagpur,2014,Sawner,Rural,446,376,822
Nagpur,2014,Sawner,Urban,738,653,1391
Nagpur,2014,Sawner,Total,1184,1029,2213
Nagpur,2014,Parashivani,Rural,316,329,645
Nagpur,2014,Parashivani,Urban,176,126,302
Nagpur,2014,Parashivani,Total,492,455,947
Nagpur,2014,Ramtech,Rural,550,571,1121
Nagpur,2014,Ramtech,Urban,595,621,1216
Nagpur,2014,Ramtech,Total,1145,1192,2337
Nagpur,2014,Mauda,Rural,314,313,627
Nagpur,2014,Mauda,Urban,0,0,0
Nagpur,2014,Mauda,Total,314,313,627
Nagpur,2014,Kamathi,Rural,67,73,140
Nagpur,2014,Kamathi,Urban,3155,1967,5122
Nagpur,2014,Kamathi,Total,3222,2040,5262
Nagpur,2014,Nagpur (Gra),Rural,482,438,920
Nagpur,2014,Nagpur (Gra),Urban,129,118,247
Nagpur,2014,Nagpur (Gra),Total,611,556,1167
Nagpur,2014,Nagpur (Sh),Rural,0,0,0
Nagpur,2014,Nagpur (Sh),Urban,29762,27781,57543
Nagpur,2014,Nagpur (Sh),Total,29762,27781,57543
Nagpur,2014,Hingana,Rural,510,533,1043
Nagpur,2014,Hingana,Urban,1428,1433,2861
Nagpur,2014,Hingana,Total,1938,1966,3904
Nagpur,2014,Umred,Rural,315,301,616
Nagpur,2014,Umred,Urban,537,503,1040
Nagpur,2014,Umred,Total,852,804,1656
Nagpur,2014,Kuhi,Rural,593,514,1107
Nagpur,2014,Kuhi,Urban,0,0,0
Nagpur,2014,Kuhi,Total,593,514,1107
Nagpur,2014,Bhiwapur,Rural,303,337,640
Nagpur,2014,Bhiwapur,Urban,0,0,0
Nagpur,2014,Bhiwapur,Total,303,337,640
Nagpur,2015,Narkhed,Rural,211,186,397
Nagpur,2015,Narkhed,Urban,151,126,277
Nagpur,2015,Narkhed,Total,362,312,674
Nagpur,2015,Katol,Rural,245,223,468
Nagpur,2015,Katol,Urban,1120,1002,2122
Nagpur,2015,Katol,Total,1365,1225,2590
Nagpur,2015,Kalameshwar,Rural,205,208,413
Nagpur,2015,Kalameshwar,Urban,324,308,632
Nagpur,2015,Kalameshwar,Total,529,516,1045
Nagpur,2015,Sawner,Rural,458,415,873
Nagpur,2015,Sawner,Urban,836,773,1609
Nagpur,2015,Sawner,Total,1294,1188,2482
Nagpur,2015,Parashivani,Rural,280,287,567
Nagpur,2015,Parashivani,Urban,3,4,7
Nagpur,2015,Parashivani,Total,283,291,574
Nagpur,2015,Ramtech,Rural,459,446,905
Nagpur,2015,Ramtech,Urban,553,561,1114
Nagpur,2015,Ramtech,Total,1012,1007,2019
Nagpur,2015,Mauda,Rural,261,207,468
Nagpur,2015,Mauda,Urban,73,56,129
Nagpur,2015,Mauda,Total,334,263,597
Nagpur,2015,Kamathi,Rural,159,146,305
Nagpur,2015,Kamathi,Urban,1922,1782,3704
Nagpur,2015,Kamathi,Total,2081,1928,4009
Nagpur,2015,Nagpur (Gra),Rural,614,519,1133
Nagpur,2015,Nagpur (Gra),Urban,27,31,58
Nagpur,2015,Nagpur (Gra),Total,641,550,1191
Nagpur,2015,Nagpur (Sh),Rural,0,0,0
Nagpur,2015,Nagpur (Sh),Urban,35595,33431,69026
Nagpur,2015,Nagpur (Sh),Total,35595,33431,69026
Nagpur,2015,Hingana,Rural,435,391,826
Nagpur,2015,Hingana,Urban,1531,1413,2944
Nagpur,2015,Hingana,Total,1966,1804,3770
Nagpur,2015,Umred,Rural,354,308,662
Nagpur,2015,Umred,Urban,608,579,1187
Nagpur,2015,Umred,Total,962,887,1849
Nagpur,2015,Kuhi,Rural,455,373,828
Nagpur,2015,Kuhi,Urban,90,72,162
Nagpur,2015,Kuhi,Total,545,445,990
Nagpur,2015,Bhiwapur,Rural,330,287,617
Nagpur,2015,Bhiwapur,Urban,74,88,162
Nagpur,2015,Bhiwapur,Total,404,375,779
Nagpur,2016,Narkhed,Rural,158,146,304
Nagpur,2016,Narkhed,Urban,160,165,325
Nagpur,2016,Narkhed,Total,318,311,629
Nagpur,2016,Katol,Rural,198,177,375
Nagpur,2016,Katol,Urban,489,474,963
Nagpur,2016,Katol,Total,687,651,1338
Nagpur,2016,Kalameshwar,Rural,121,113,234
Nagpur,2016,Kalameshwar,Urban,110,132,242
Nagpur,2016,Kalameshwar,Total,231,245,476
Nagpur,2016,Sawner,Rural,257,174,431
Nagpur,2016,Sawner,Urban,698,652,1350
Nagpur,2016,Sawner,Total,955,826,1781
Nagpur,2016,Parashivani,Rural,144,129,273
Nagpur,2016,Parashivani,Urban,123,107,230
Nagpur,2016,Parashivani,Total,267,236,503
Nagpur,2016,Ramtech,Rural,348,322,670
Nagpur,2016,Ramtech,Urban,311,274,585
Nagpur,2016,Ramtech,Total,659,596,1255
Nagpur,2016,Mauda,Rural,183,157,340
Nagpur,2016,Mauda,Urban,68,49,117
Nagpur,2016,Mauda,Total,251,206,457
Nagpur,2016,Kamathi,Rural,65,77,142
Nagpur,2016,Kamathi,Urban,799,774,1573
Nagpur,2016,Kamathi,Total,864,851,1715
Nagpur,2016,Nagpur (Gra),Rural,358,391,749
Nagpur,2016,Nagpur (Gra),Urban,96,93,189
Nagpur,2016,Nagpur (Gra),Total,454,484,938
Nagpur,2016,Nagpur (Sh),Rural,0,0,0
Nagpur,2016,Nagpur (Sh),Urban,27020,24902,51922
Nagpur,2016,Nagpur (Sh),Total,27020,24902,51922
Nagpur,2016,Hingana,Rural,240,254,494
Nagpur,2016,Hingana,Urban,1519,1359,2878
Nagpur,2016,Hingana,Total,1759,1613,3372
Nagpur,2016,Umred,Rural,261,245,562
Nagpur,2016,Umred,Urban,285,296,820
Nagpur,2016,Umred,Total,546,541,1087
Nagpur,2016,Kuhi,Rural,310,148,458
Nagpur,2016,Kuhi,Urban,85,72,157
Nagpur,2016,Kuhi,Total,395,220,615
Nagpur,2016,Bhiwapur,Rural,83,103,186
Nagpur,2016,Bhiwapur,Urban,101,77,178
Nagpur,2016,Bhiwapur,Total,184,180,364
Nagpur,2017,Narkhed,Rural,156,143,299
Nagpur,2017,Narkhed,Urban,102,100,202
Nagpur,2017,Narkhed,Total,258,243,501
Nagpur,2017,Katol,Rural,169,127,296
Nagpur,2017,Katol,Urban,376,344,720
Nagpur,2017,Katol,Total,545,471,1016
Nagpur,2017,Kalameshwar,Rural,109,118,227
Nagpur,2017,Kalameshwar,Urban,270,248,518
Nagpur,2017,Kalameshwar,Total,379,366,745
Nagpur,2017,Sawner,Rural,227,216,443
Nagpur,2017,Sawner,Urban,61,66,127
Nagpur,2017,Sawner,Total,288,282,570
Nagpur,2017,Parashivani,Rural,213,156,369
Nagpur,2017,Parashivani,Urban,126,120,246
Nagpur,2017,Parashivani,Total,339,276,615
Nagpur,2017,Ramtech,Rural,319,293,612
Nagpur,2017,Ramtech,Urban,636,505,1141
Nagpur,2017,Ramtech,Total,955,798,1753
Nagpur,2017,Mauda,Rural,245,220,465
Nagpur,2017,Mauda,Urban,0,0,0
Nagpur,2017,Mauda,Total,245,220,465
Nagpur,2017,Kamathi,Rural,49,46,95
Nagpur,2017,Kamathi,Urban,374,362,736
Nagpur,2017,Kamathi,Total,423,408,831
Nagpur,2017,Nagpur (Gra),Rural,118,85,203
Nagpur,2017,Nagpur (Gra),Urban,0,0,0
Nagpur,2017,Nagpur (Gra),Total,118,85,203
Nagpur,2017,Nagpur (Sh),Rural,0,0,0
Nagpur,2017,Nagpur (Sh),Urban,29556,27566,57122
Nagpur,2017,Nagpur (Sh),Total,29556,27566,57122
Nagpur,2017,Hingana,Rural,280,264,544
Nagpur,2017,Hingana,Urban,98,89,187
Nagpur,2017,Hingana,Total,378,353,731
Nagpur,2017,Umred,Rural,225,209,434
Nagpur,2017,Umred,Urban,320,304,624
Nagpur,2017,Umred,Total,545,513,1058
Nagpur,2017,Kuhi,Rural,283,245,528
Nagpur,2017,Kuhi,Urban,102,77,179
Nagpur,2017,Kuhi,Total,385,322,707
Nagpur,2017,Bhiwapur,Rural,195,156,351
Nagpur,2017,Bhiwapur,Urban,113,89,202
Nagpur,2017,Bhiwapur,Total,308,245,553
Nagpur,2018,Narkhed,Rural,112,131,243
Nagpur,2018,Narkhed,Urban,60,48,108
Nagpur,2018,Narkhed,Total,172,179,351
Nagpur,2018,Katol,Rural,150,134,284
Nagpur,2018,Katol,Urban,125,119,244
Nagpur,2018,Katol,Total,275,253,528
Nagpur,2018,Kalameshwar,Rural,106,60,166
Nagpur,2018,Kalameshwar,Urban,141,119,260
Nagpur,2018,Kalameshwar,Total,247,179,426
Nagpur,2018,Sawner,Rural,189,171,360
Nagpur,2018,Sawner,Urban,39,37,76
Nagpur,2018,Sawner,Total,228,208,436
Nagpur,2018,Parashivani,Rural,185,180,365
Nagpur,2018,Parashivani,Urban,61,39,100
Nagpur,2018,Parashivani,Total,246,219,465
Nagpur,2018,Ramtech,Rural,172,155,327
Nagpur,2018,Ramtech,Urban,349,350,699
Nagpur,2018,Ramtech,Total,521,505,1026
Nagpur,2018,Mauda,Rural,146,173,319
Nagpur,2018,Mauda,Urban,0,0,0
Nagpur,2018,Mauda,Total,146,173,319
Nagpur,2018,Kamathi,Rural,50,40,90
Nagpur,2018,Kamathi,Urban,177,161,338
Nagpur,2018,Kamathi,Total,227,201,428
Nagpur,2018,Nagpur (Gra),Rural,64,71,135
Nagpur,2018,Nagpur (Gra),Urban,0,0,0
Nagpur,2018,Nagpur (Gra),Total,64,71,135
Nagpur,2018,Nagpur (Sh),Rural,0,0,0
Nagpur,2018,Nagpur (Sh),Urban,29851,28471,58322
Nagpur,2018,Nagpur (Sh),Total,29851,28471,58322
Nagpur,2018,Hingana,Rural,121,124,245
Nagpur,2018,Hingana,Urban,71,62,133
Nagpur,2018,Hingana,Total,192,186,378
Nagpur,2018,Umred,Rural,160,174,334
Nagpur,2018,Umred,Urban,176,150,326
Nagpur,2018,Umred,Total,336,324,660
Nagpur,2018,Kuhi,Rural,106,80,186
Nagpur,2018,Kuhi,Urban,88,96,184
Nagpur,2018,Kuhi,Total,194,176,370
Nagpur,2018,Bhiwapur,Rural,75,63,138
Nagpur,2018,Bhiwapur,Urban,62,76,138
Nagpur,2018,Bhiwapur,Total,137,139,276
Nagpur,2019,Narkhed,Rural,97,93,190
Nagpur,2019,Narkhed,Urban,69,43,112
Nagpur,2019,Narkhed,Total,166,136,302
Nagpur,2019,Katol,Rural,97,92,189
Nagpur,2019,Katol,Urban,132,103,235
Nagpur,2019,Katol,Total,229,195,424
Nagpur,2019,Kalameshwar,Rural,89,82,171
Nagpur,2019,Kalameshwar,Urban,90,109,199
Nagpur,2019,Kalameshwar,Total,179,191,370
Nagpur,2019,Sawner,Rural,159,158,317
Nagpur,2019,Sawner,Urban,42,45,87
Nagpur,2019,Sawner,Total,201,203,404
Nagpur,2019,Parashivani,Rural,246,204,450
Nagpur,2019,Parashivani,Urban,0,0,0
Nagpur,2019,Parashivani,Total,246,204,450
Nagpur,2019,Ramtech,Rural,163,143,306
Nagpur,2019,Ramtech,Urban,277,281,558
Nagpur,2019,Ramtech,Total,440,424,864
Nagpur,2019,Mauda,Rural,138,131,269
Nagpur,2019,Mauda,Urban,0,0,0
Nagpur,2019,Mauda,Total,138,131,269
Nagpur,2019,Kamathi,Rural,39,34,73
Nagpur,2019,Kamathi,Urban,256,259,515
Nagpur,2019,Kamathi,Total,295,293,588
Nagpur,2019,Nagpur (Gra),Rural,61,64,125
Nagpur,2019,Nagpur (Gra),Urban,0,0,0
Nagpur,2019,Nagpur (Gra),Total,61,64,125
Nagpur,2019,Nagpur (Sh),Rural,0,0,0
Nagpur,2019,Nagpur (Sh),Urban,33455,32529,65984
Nagpur,2019,Nagpur (Sh),Total,33455,32529,65984
Nagpur,2019,Hingana,Rural,155,121,276
Nagpur,2019,Hingana,Urban,57,48,105
Nagpur,2019,Hingana,Total,212,169,381
Nagpur,2019,Umred,Rural,138,145,283
Nagpur,2019,Umred,Urban,140,143,283
Nagpur,2019,Umred,Total,278,288,566
Nagpur,2019,Kuhi,Rural,125,101,226
Nagpur,2019,Kuhi,Urban,84,84,168
Nagpur,2019,Kuhi,Total,209,185,394
Nagpur,2019,Bhiwapur,Rural,44,49,93
Nagpur,2019,Bhiwapur,Urban,57,46,103
Nagpur,2019,Bhiwapur,Total,101,95,196
Nagpur,2020,Narkhed,Rural,113,101,214
Nagpur,2020,Narkhed,Urban,62,44,106
Nagpur,2020,Narkhed,Total,175,145,320
Nagpur,2020,Katol,Rural,122,108,230
Nagpur,2020,Katol,Urban,117,91,208
Nagpur,2020,Katol,Total,239,199,438
Nagpur,2020,Kalameshwar,Rural,61,57,118
Nagpur,2020,Kalameshwar,Urban,100,108,208
Nagpur,2020,Kalameshwar,Total,161,165,326
Nagpur,2020,Sawner,Rural,153,161,314
Nagpur,2020,Sawner,Urban,35,48,83
Nagpur,2020,Sawner,Total,188,209,397
Nagpur,2020,Parashivani,Rural,159,136,295
Nagpur,2020,Parashivani,Urban,43,41,84
Nagpur,2020,Parashivani,Total,202,177,379
Nagpur,2020,Ramtech,Rural,166,158,324
Nagpur,2020,Ramtech,Urban,210,230,440
Nagpur,2020,Ramtech,Total,376,388,764
Nagpur,2020,Mauda,Rural,99,120,219
Nagpur,2020,Mauda,Urban,50,40,90
Nagpur,2020,Mauda,Total,149,160,309
Nagpur,2020,Kamathi,Rural,119,77,196
Nagpur,2020,Kamathi,Urban,295,282,577
Nagpur,2020,Kamathi,Total,414,359,773
Nagpur,2020,Nagpur (Gra),Rural,66,55,121
Nagpur,2020,Nagpur (Gra),Urban,0,0,0
Nagpur,2020,Nagpur (Gra),Total,66,55,121
Nagpur,2020,Nagpur (Sh),Rural,0,0,0
Nagpur,2020,Nagpur (Sh),Urban,21826,20377,42203
Nagpur,2020,Nagpur (Sh),Total,21826,20377,42203
Nagpur,2020,Hingana,Rural,118,116,234
Nagpur,2020,Hingana,Urban,49,41,90
Nagpur,2020,Hingana,Total,167,157,324
Nagpur,2020,Umred,Rural,146,139,285
Nagpur,2020,Umred,Urban,163,171,334
Nagpur,2020,Umred,Total,309,310,619
Nagpur,2020,Kuhi,Rural,101,99,200
Nagpur,2020,Kuhi,Urban,116,109,225
Nagpur,2020,Kuhi,Total,217,208,425
Nagpur,2020,Bhiwapur,Rural,52,56,108
Nagpur,2020,Bhiwapur,Urban,75,67,142
Nagpur,2020,Bhiwapur,Total,127,123,250
Nagpur,2021,Narkhed,Rural,109,103,212
Nagpur,2021,Narkhed,Urban,44,39,83
Nagpur,2021,Narkhed,Total,153,142,295
Nagpur,2021,Katol,Rural,103,111,214
Nagpur,2021,Katol,Urban,130,113,243
Nagpur,2021,Katol,Total,233,224,457
Nagpur,2021,Kalameshwar,Rural,59,47,106
Nagpur,2021,Kalameshwar,Urban,96,101,197
Nagpur,2021,Kalameshwar,Total,155,148,303
Nagpur,2021,Sawner,Rural,130,104,234
Nagpur,2021,Sawner,Urban,56,48,104
Nagpur,2021,Sawner,Total,186,152,338
Nagpur,2021,Parashivani,Rural,129,141,270
Nagpur,2021,Parashivani,Urban,37,32,69
Nagpur,2021,Parashivani,Total,166,173,339
Nagpur,2021,Ramtech,Rural,236,197,433
Nagpur,2021,Ramtech,Urban,101,99,200
Nagpur,2021,Ramtech,Total,337,296,633
Nagpur,2021,Mauda,Rural,81,90,171
Nagpur,2021,Mauda,Urban,28,37,65
Nagpur,2021,Mauda,Total,109,127,236
Nagpur,2021,Kamathi,Rural,98,91,189
Nagpur,2021,Kamathi,Urban,277,272,549
Nagpur,2021,Kamathi,Total,375,363,738
