District,Year,Taluka,Rural/Urban,Approved Anganwadis,Working Anganwadis,Anganwadi Workers,Self-Owned Buildings,Rental Buildings,Without Regular Building,Anganwadis with Toilets
Nagpur,2013,Umred,Rural,126,126,124,59,10,57,90
Nagpur,2013,Umred,Urban,,,,,,,
Nagpur,2014,Bhiwapur,Total,,,,,,,
Nagpur,2014,Bhiwapur,Rural,112,112,102,52,3,57,63
Nagpur,2014,Bhiwapur,Urban,,,,,,,
Nagpur,2014,Hingana,Total,,,,,,,
Nagpur,2014,Hingana,Rural,233,233,225,84,82,67,230
Nagpur,2014,Hingana,Urban,,,,,,,
Nagpur,2014,Kalameshwar,Total,,,,,,,
Nagpur,2014,Kalameshwar,Rural,127,127,123,101,12,14,127
Nagpur,2014,Kalameshwar,Urban,,,,,,,
Nagpur,2014,Kamathi,Total,,,,,,,
Nagpur,2014,Kamathi,Rural,142,142,136,57,31,54,141
Nagpur,2014,Kamathi,Urban,,,,,,,
Nagpur,2014,Katol,Total,,,,,,,
Nagpur,2014,Katol,Rural,158,158,153,118,8,32,134
Nagpur,2014,Katol,Urban,,,,,,,
Nagpur,2014,Kuhi,Total,,,,,,,
Nagpur,2014,Kuhi,Rural,152,152,142,56,11,85,152
Nagpur,2014,Kuhi,Urban,,,,,,,
Nagpur,2014,Mauda,Total,,,,,,,
Nagpur,2014,Mauda,Rural,169,169,165,51,20,98,87
Nagpur,2014,Mauda,Urban,,,,,,,
Nagpur,2014,Nagpur (Gra),Total,,,,,,,
Nagpur,2014,Nagpur (Gra),Rural,224,224,213,80,76,68,124
Nagpur,2014,Nagpur (Gra),Urban,,,,,,,
Nagpur,2014,Nagpur (Sh),Total,,,,,,,
Nagpur,2014,Nagpur (Sh),Rural,981,981,967,3,972,6,683
Nagpur,2014,Nagpur (Sh),Urban,,,,,,,
Nagpur,2014,Narkhed,Total,,,,,,,
Nagpur,2014,Narkhed,Rural,156,156,144,90,4,62,136
Nagpur,2014,Narkhed,Urban,,,,,,,
Nagpur,2014,Parashivani,Total,,,,,,,
Nagpur,2014,Parashivani,Rural,159,159,155,115,24,20,75
Nagpur,2014,Parashivani,Urban,,,,,,,
Nagpur,2014,Ramtech,Total,,,,,,,
Nagpur,2014,Ramtech,Rural,192,192,174,157,13,22,190
Nagpur,2014,Ramtech,Urban,,,,,,,
Nagpur,2014,Sawner,Total,,,,,,,
Nagpur,2014,Sawner,Rural,211,211,205,122,20,69,152
Nagpur,2014,Sawner,Urban,,,,,,,
Nagpur,2014,Umred,Total,,,,,,,
Nagpur,2014,Umred,Rural,126,126,124,59,10,57,90
Nagpur,2014,Umred,Urban,,,,,,,
Nagpur,2015,Bhiwapur,Total,,,,,,,
Nagpur,2015,Bhiwapur,Rural,112,112,111,84,11,17,63
Nagpur,2015,Bhiwapur,Urban,,,,,,,
Nagpur,2015,Hingana,Total,,,,,,,
Nagpur,2015,Hingana,Rural,233,233,232,126,74,33,230
Nagpur,2015,Hingana,Urban,,,,,,,
Nagpur,2015,Kalameshwar,Total,,,,,,,
Nagpur,2015,Kalameshwar,Rural,127,127,126,108,8,11,127
Nagpur,2015,Kalameshwar,Urban,,,,,,,
Nagpur,2015,Kamathi,Total,,,,,,,
Nagpur,2015,Kamathi,Rural,142,142,140,70,37,35,141
Nagpur,2015,Kamathi,Urban,,,,,,,
Nagpur,2015,Katol,Total,,,,,,,
Nagpur,2015,Katol,Rural,158,158,158,119,17,22,134
Nagpur,2015,Katol,Urban,,,,,,,
Nagpur,2015,Kuhi,Total,,,,,,,
Nagpur,2015,Kuhi,Rural,152,152,152,85,20,47,152
Nagpur,2015,Kuhi,Urban,,,,,,,
Nagpur,2015,Mauda,Total,,,,,,,
Nagpur,2015,Mauda,Rural,169,169,168,79,26,64,87
Nagpur,2015,Mauda,Urban,,,,,,,
Nagpur,2015,Nagpur (Gra),Total,,,,,,,
Nagpur,2015,Nagpur (Gra),Rural,224,224,223,117,60,47,124
Nagpur,2015,Nagpur (Gra),Urban,,,,,,,
Nagpur,2015,Nagpur (Sh),Total,,,,,,,
Nagpur,2015,Nagpur (Sh),Rural,866,866,857,0,855,11,683
Nagpur,2015,Nagpur (Sh),Urban,,,,,,,
Nagpur,2015,Narkhed,Total,,,,,,,
Nagpur,2015,Narkhed,Rural,156,156,153,93,17,46,136
Nagpur,2015,Narkhed,Urban,,,,,,,
Nagpur,2015,Parashivani,Total,,,,,,,
Nagpur,2015,Parashivani,Rural,159,159,159,114,27,18,75
Nagpur,2015,Parashivani,Urban,,,,,,,
Nagpur,2015,Ramtech,Total,,,,,,,
Nagpur,2015,Ramtech,Rural,192,192,191,152,16,24,190
Nagpur,2015,Ramtech,Urban,,,,,,,
Nagpur,2015,Sawner,Total,,,,,,,
Nagpur,2015,Sawner,Rural,211,211,211,121,48,42,152
Nagpur,2015,Sawner,Urban,,,,,,,
Nagpur,2015,Umred,Total,,,,,,,
Nagpur,2015,Umred,Rural,126,126,125,76,14,36,90
Nagpur,2015,Umred,Urban,,,,,,,
Nagpur,2016,Bhiwapur,Total,,,,,,,
Nagpur,2016,Bhiwapur,Rural,112,112,111,74,6,32,74
Nagpur,2016,Bhiwapur,Urban,,,,,,,
Nagpur,2016,Hingana,Total,,,,,,,
Nagpur,2016,Hingana,Rural,233,233,232,147,71,15,233
Nagpur,2016,Hingana,Urban,,,,,,,
Nagpur,2016,Kalameshwar,Total,,,,,,,
Nagpur,2016,Kalameshwar,Rural,127,127,126,108,8,11,127
Nagpur,2016,Kalameshwar,Urban,,,,,,,
Nagpur,2016,Kamathi,Total,,,,,,,
Nagpur,2016,Kamathi,Rural,142,142,140,75,31,36,113
Nagpur,2016,Kamathi,Urban,,,,,,,
Nagpur,2016,Katol,Total,,,,,,,
Nagpur,2016,Katol,Rural,158,158,158,130,6,22,109
Nagpur,2016,Katol,Urban,,,,,,,
Nagpur,2016,Kuhi,Total,,,,,,,
Nagpur,2016,Kuhi,Rural,152,152,152,105,6,41,111
Nagpur,2016,Kuhi,Urban,,,,,,,
Nagpur,2016,Mauda,Total,,,,,,,
Nagpur,2016,Mauda,Rural,169,169,168,88,14,67,125
Nagpur,2016,Mauda,Urban,,,,,,,
Nagpur,2016,Nagpur (Gra),Total,,,,,,,
Nagpur,2016,Nagpur (Gra),Rural,224,224,223,116,62,46,178
Nagpur,2016,Nagpur (Gra),Urban,,,,,,,
Nagpur,2016,Nagpur (Sh),Total,,,,,,,
Nagpur,2016,Nagpur (Sh),Rural,866,866,862,0,855,11,701
Nagpur,2016,Nagpur (Sh),Urban,,,,,,,
Nagpur,2016,Narkhed,Total,,,,,,,
Nagpur,2016,Narkhed,Rural,156,156,153,98,5,53,142
Nagpur,2016,Narkhed,Urban,,,,,,,
Nagpur,2016,Parashivani,Total,,,,,,,
Nagpur,2016,Parashivani,Rural,159,159,159,122,20,17,122
Nagpur,2016,Parashivani,Urban,,,,,,,
Nagpur,2016,Ramtech,Total,,,,,,,
Nagpur,2016,Ramtech,Rural,192,192,191,152,13,27,179
Nagpur,2016,Ramtech,Urban,,,,,,,
Nagpur,2016,Sawner,Total,,,,,,,
Nagpur,2016,Sawner,Rural,211,211,211,123,16,72,152
Nagpur,2016,Sawner,Urban,,,,,,,
Nagpur,2016,Umred,Total,,,,,,,
Nagpur,2016,Umred,Rural,126,126,125,95,5,26,109
Nagpur,2016,Umred,Urban,,,,,,,
Nagpur,2017,Bhiwapur,Total,,,,,,,
Nagpur,2017,Bhiwapur,Rural,112,112,109,86,5,21,83
Nagpur,2017,Bhiwapur,Urban,,,,,,,
Nagpur,2017,Hingana,Total,,,,,,,
Nagpur,2017,Hingana,Rural,233,233,231,147,71,15,218
Nagpur,2017,Hingana,Urban,,,,,,,
Nagpur,2017,Kalameshwar,Total,,,,,,,
Nagpur,2017,Kalameshwar,Rural,127,127,125,112,4,11,98
Nagpur,2017,Kalameshwar,Urban,,,,,,,
Nagpur,2017,Kamathi,Total,,,,,,,
Nagpur,2017,Kamathi,Rural,142,142,138,88,22,32,97
Nagpur,2017,Kamathi,Urban,,,,,,,
Nagpur,2017,Katol,Total,,,,,,,
Nagpur,2017,Katol,Rural,158,158,156,143,0,15,109
Nagpur,2017,Katol,Urban,,,,,,,
Nagpur,2017,Kuhi,Total,,,,,,,
Nagpur,2017,Kuhi,Rural,152,152,152,122,4,26,119
Nagpur,2017,Kuhi,Urban,,,,,,,
Nagpur,2017,Mauda,Total,,,,,,,
Nagpur,2017,Mauda,Rural,169,169,169,145,8,16,125
Nagpur,2017,Mauda,Urban,,,,,,,
Nagpur,2017,Nagpur (Gra),Total,,,,,,,
Nagpur,2017,Nagpur (Gra),Rural,224,224,221,121,62,41,178
Nagpur,2017,Nagpur (Gra),Urban,,,,,,,
Nagpur,2017,Nagpur (Sh),Total,,,,,,,
Nagpur,2017,Nagpur (Sh),Rural,866,866,853,0,846,20,866
Nagpur,2017,Nagpur (Sh),Urban,,,,,,,
Nagpur,2017,Narkhed,Total,,,,,,,
Nagpur,2017,Narkhed,Rural,156,156,152,108,3,45,142
Nagpur,2017,Narkhed,Urban,,,,,,,
Nagpur,2017,Parashivani,Total,,,,,,,
Nagpur,2017,Parashivani,Rural,159,159,157,126,17,16,126
Nagpur,2017,Parashivani,Urban,,,,,,,
Nagpur,2017,Ramtech,Total,,,,,,,
Nagpur,2017,Ramtech,Rural,192,192,188,168,12,12,179
Nagpur,2017,Ramtech,Urban,,,,,,,
Nagpur,2017,Sawner,Total,,,,,,,
Nagpur,2017,Sawner,Rural,211,211,210,123,16,72,152
Nagpur,2017,Sawner,Urban,,,,,,,
Nagpur,2017,Umred,Total,,,,,,,
Nagpur,2017,Umred,Rural,126,126,124,113,2,11,117
Nagpur,2017,Umred,Urban,,,,,,,
Nagpur,2018,Bhiwapur,Total,112,112,109,83,5,24,92
Nagpur,2018,Bhiwapur,Rural,112,112,109,83,5,24,92
Nagpur,2018,Bhiwapur,Urban,0,0,0,0,0,0,0
Nagpur,2018,Hingana,Total,233,233,230,154,67,12,233
Nagpur,2018,Hingana,Rural,233,233,230,154,67,12,233
Nagpur,2018,Hingana,Urban,0,0,0,0,0,0,0
Nagpur,2018,Kalameshwar,Total,127,127,122,117,2,8,122
Nagpur,2018,Kalameshwar,Rural,127,127,122,117,2,8,122
Nagpur,2018,Kalameshwar,Urban,0,0,0,0,0,0,0
Nagpur,2018,Kamathi,Total,142,142,138,92,18,32,97
Nagpur,2018,Kamathi,Rural,142,142,138,92,18,32,97
Nagpur,2018,Kamathi,Urban,0,0,0,0,0,0,0
Nagpur,2018,Katol,Total,158,158,150,143,0,15,109
Nagpur,2018,Katol,Rural,158,158,150,143,0,15,109
Nagpur,2018,Katol,Urban,0,0,0,0,0,0,0
Nagpur,2018,Kuhi,Total,152,152,152,126,3,23,126
Nagpur,2018,Kuhi,Rural,152,152,152,126,3,23,126
Nagpur,2018,Kuhi,Urban,0,0,0,0,0,0,0
Nagpur,2018,Mauda,Total,169,169,169,151,7,11,155
Nagpur,2018,Mauda,Rural,169,169,169,151,7,11,155
Nagpur,2018,Mauda,Urban,0,0,0,0,0,0,0
Nagpur,2018,Nagpur (Gra),Total,224,224,217,160,56,8,178
Nagpur,2018,Nagpur (Gra),Rural,224,224,217,160,56,8,178
Nagpur,2018,Nagpur (Gra),Urban,0,0,0,0,0,0,0
Nagpur,2018,Nagpur (Sh),Total,866,866,843,0,856,10,857
Nagpur,2018,Nagpur (Sh),Rural,0,0,0,0,0,0,0
Nagpur,2018,Nagpur (Sh),Urban,866,866,843,0,856,10,857
Nagpur,2018,Narkhed,Total,156,156,146,126,3,27,126
Nagpur,2018,Narkhed,Rural,156,156,146,126,3,27,126
Nagpur,2018,Narkhed,Urban,0,0,0,0,0,0,0
Nagpur,2018,Parashivani,Total,159,159,157,126,17,16,126
Nagpur,2018,Parashivani,Rural,159,159,157,126,17,16,126
Nagpur,2018,Parashivani,Urban,0,0,0,0,0,0,0
Nagpur,2018,Ramtech,Total,192,192,185,178,2,12,179
Nagpur,2018,Ramtech,Rural,192,192,185,178,2,12,179
Nagpur,2018,Ramtech,Urban,0,0,0,0,0,0,0
Nagpur,2018,Sawner,Total,211,211,209,145,13,53,152
Nagpur,2018,Sawner,Rural,211,211,209,145,13,53,152
Nagpur,2018,Sawner,Urban,0,0,0,0,0,0,0
Nagpur,2018,Umred,Total,126,126,123,118,0,8,118
Nagpur,2018,Umred,Rural,126,126,123,118,0,8,118
Nagpur,2018,Umred,Urban,0,0,0,0,0,0,0
Nagpur,2019,Bhiwapur,Total,112,112,109,84,7,21,92
Nagpur,2019,Bhiwapur,Rural,112,112,109,84,7,21,92
Nagpur,2019,Bhiwapur,Urban,0,0,0,0,0,0,0
Nagpur,2019,Hingana,Total,233,233,230,154,67,12,233
Nagpur,2019,Hingana,Rural,233,233,230,154,67,12,233
Nagpur,2019,Hingana,Urban,0,0,0,0,0,0,0
Nagpur,2019,Kalameshwar,Total,127,127,121,118,1,8,123
Nagpur,2019,Kalameshwar,Rural,127,127,121,118,1,8,123
Nagpur,2019,Kalameshwar,Urban,0,0,0,0,0,0,0
Nagpur,2019,Kamathi,Total,142,142,134,95,19,28,97
Nagpur,2019,Kamathi,Rural,142,142,134,95,19,28,97
Nagpur,2019,Kamathi,Urban,0,0,0,0,0,0,0
Nagpur,2019,Katol,Total,158,158,146,143,0,15,109
Nagpur,2019,Katol,Rural,158,158,146,143,0,15,109
Nagpur,2019,Katol,Urban,0,0,0,0,0,0,0
Nagpur,2019,Kuhi,Total,152,152,150,128,5,19,128
Nagpur,2019,Kuhi,Rural,152,152,150,128,5,19,128
Nagpur,2019,Kuhi,Urban,,,,,,,
Nagpur,2019,Mauda,Total,169,169,168,155,4,10,155
Nagpur,2019,Mauda,Rural,169,169,168,155,4,10,155
Nagpur,2019,Mauda,Urban,0,0,0,0,0,0,0
Nagpur,2019,Nagpur (Gra),Total,224,224,215,161,37,26,210
Nagpur,2019,Nagpur (Gra),Rural,224,224,215,161,37,26,210
Nagpur,2019,Nagpur (Gra),Urban,0,0,0,0,0,0,0
Nagpur,2019,Nagpur (Sh),Total,866,866,822,0,855,11,857
Nagpur,2019,Nagpur (Sh),Rural,0,0,0,0,0,0,0
Nagpur,2019,Nagpur (Sh),Urban,866,866,822,0,855,11,857
Nagpur,2019,Narkhed,Total,156,156,145,115,1,40,142
Nagpur,2019,Narkhed,Rural,156,156,145,115,1,40,142
Nagpur,2019,Narkhed,Urban,0,0,0,0,0,0,0
Nagpur,2019,Parashivani,Total,159,159,151,126,17,16,126
Nagpur,2019,Parashivani,Rural,159,159,151,126,17,16,126
Nagpur,2019,Parashivani,Urban,0,0,0,0,0,0,0
Nagpur,2019,Ramtech,Total,192,192,187,179,1,12,179
Nagpur,2019,Ramtech,Rural,192,192,187,179,1,12,179
Nagpur,2019,Ramtech,Urban,0,0,0,0,0,0,0
Nagpur,2019,Sawner,Total,211,211,207,148,16,47,152
Nagpur,2019,Sawner,Rural,211,211,207,148,16,47,152
Nagpur,2019,Sawner,Urban,0,0,0,0,0,0,0
Nagpur,2019,Umred,Total,126,126,124,118,0,8,118
Nagpur,2019,Umred,Rural,126,126,124,118,0,8,118
Nagpur,2019,Umred,Urban,0,0,0,0,0,0,0
Nagpur,2020,Bhiwapur,Total,112,112,109,92,7,13,92
Nagpur,2020,Bhiwapur,Rural,112,112,109,92,7,13,92
Nagpur,2020,Bhiwapur,Urban,0,0,0,0,0,0,0
Nagpur,2020,Hingana,Total,233,233,232,155,67,11,233
Nagpur,2020,Hingana,Rural,233,233,232,155,67,11,233
Nagpur,2020,Hingana,Urban,0,0,0,0,0,0,0
Nagpur,2020,Kalameshwar,Total,127,127,121,121,1,5,123
Nagpur,2020,Kalameshwar,Rural,127,127,121,121,1,5,123
Nagpur,2020,Kalameshwar,Urban,0,0,0,0,0,0,0
Nagpur,2020,Kamathi,Total,142,142,138,115,13,14,115
Nagpur,2020,Kamathi,Rural,142,142,138,115,13,14,115
Nagpur,2020,Kamathi,Urban,0,0,0,0,0,0,0
Nagpur,2020,Katol,Total,158,158,144,143,0,15,109
Nagpur,2020,Katol,Rural,158,158,144,143,0,15,109
Nagpur,2020,Katol,Urban,0,0,0,0,0,0,0
Nagpur,2020,Kuhi,Total,152,152,150,128,5,19,137
Nagpur,2020,Kuhi,Rural,152,152,150,128,5,19,137
Nagpur,2020,Kuhi,Urban,0,0,0,0,0,0,0
Nagpur,2020,Mauda,Total,169,169,167,162,4,3,164
Nagpur,2020,Mauda,Rural,169,169,167,162,4,3,164
Nagpur,2020,Mauda,Urban,0,0,0,0,0,0,0
Nagpur,2020,Nagpur (Gra),Total,224,224,217,176,38,10,210
Nagpur,2020,Nagpur (Gra),Rural,224,224,217,176,38,10,210
Nagpur,2020,Nagpur (Gra),Urban,0,0,0,0,0,0,0
Nagpur,2020,Nagpur (Sh),Total,866,866,823,0,855,11,857
Nagpur,2020,Nagpur (Sh),Rural,0,0,0,0,0,0,0
Nagpur,2020,Nagpur (Sh),Urban,866,866,823,0,855,11,857
Nagpur,2020,Narkhed,Total,156,156,146,132,1,23,142
Nagpur,2020,Narkhed,Rural,156,156,146,132,1,23,142
Nagpur,2020,Narkhed,Urban,0,0,0,0,0,0,0
Nagpur,2020,Parashivani,Total,159,159,151,126,17,16,126
Nagpur,2020,Parashivani,Rural,159,159,151,126,17,16,126
Nagpur,2020,Parashivani,Urban,0,0,0,0,0,0,0
Nagpur,2020,Ramtech,Total,192,192,184,179,1,12,179
Nagpur,2020,Ramtech,Rural,192,192,184,179,1,12,179
Nagpur,2020,Ramtech,Urban,0,0,0,0,0,0,0
Nagpur,2020,Sawner,Total,211,211,209,153,16,42,152
Nagpur,2020,Sawner,Rural,211,211,209,153,16,42,152
Nagpur,2020,Sawner,Urban,0,0,0,0,0,0,0
Nagpur,2020,Umred,Total,126,126,124,122,0,4,118
Nagpur,2020,Umred,Rural,126,126,124,122,0,4,118
Nagpur,2020,Umred,Urban,0,0,0,0,0,0,0
Nagpur,2021,Bhiwapur,Total,112,112,109,98,4,10,92
Nagpur,2021,Bhiwapur,Rural,112,112,109,98,4,10,92
Nagpur,2021,Bhiwapur,Urban,0,0,0,0,0,0,0
Nagpur,2021,Hingana,Total,233,233,231,159,63,11,233
Nagpur,2021,Hingana,Rural,233,233,231,159,63,11,233
Nagpur,2021,Hingana,Urban,0,0,0,0,0,0,0
Nagpur,2021,Kalameshwar,Total,127,127,118,121,1,5,123
Nagpur,2021,Kalameshwar,Rural,127,127,118,121,1,5,123
Nagpur,2021,Kalameshwar,Urban,0,0,0,0,0,0,0
Nagpur,2021,Kamathi,Total,142,142,136,118,10,14,118
Nagpur,2021,Kamathi,Rural,142,142,136,118,10,14,118
Nagpur,2021,Kamathi,Urban,0,0,0,0,0,0,0
Nagpur,2021,Katol,Total,158,158,142,143,0,15,130
Nagpur,2021,Katol,Rural,158,158,142,143,0,15,130
Nagpur,2021,Katol,Urban,0,0,0,0,0,0,0
Nagpur,2021,Kuhi,Total,152,152,151,135,3,14,137
Nagpur,2021,Kuhi,Rural,152,152,151,135,3,14,137
Nagpur,2021,Kuhi,Urban,0,0,0,0,0,0,0
Nagpur,2021,Mauda,Total,169,169,165,162,4,3,165
Nagpur,2021,Mauda,Rural,169,169,165,162,4,3,165
Nagpur,2021,Mauda,Urban,0,0,0,0,0,0,0
Nagpur,2021,Nagpur (Gra),Total,224,224,217,185,29,10,210
Nagpur,2021,Nagpur (Gra),Rural,224,224,217,185,29,10,210
Nagpur,2021,Nagpur (Gra),Urban,0,0,0,0,0,0,0
Nagpur,2021,Nagpur (Sh),Total,866,866,827,0,855,11,857
Nagpur,2021,Nagpur (Sh),Rural,0,0,0,0,0,0,0
Nagpur,2021,Nagpur (Sh),Urban,866,866,827,0,855,11,857
Nagpur,2021,Narkhed,Total,156,156,145,132,1,23,142
Nagpur,2021,Narkhed,Rural,156,156,145,132,1,23,142
Nagpur,2021,Narkhed,Urban,0,0,0,0,0,0,0
Nagpur,2021,Parashivani,Total,159,159,148,133,11,15,143
Nagpur,2021,Parashivani,Rural,159,159,148,133,11,15,143
Nagpur,2021,Parashivani,Urban,0,0,0,0,0,0,0
Nagpur,2021,Ramtech,Total,192,192,178,179,1,12,179
Nagpur,2021,Ramtech,Rural,192,192,178,179,1,12,179
Nagpur,2021,Ramtech,Urban,0,0,0,0,0,0,0
Nagpur,2021,Sawner,Total,211,211,201,159,10,42,152
Nagpur,2021,Sawner,Rural,211,211,201,159,10,42,152
Nagpur,2021,Sawner,Urban,0,0,0,0,0,0,0
Nagpur,2021,Umred,Total,126,126,126,122,0,4,118
Nagpur,2021,Umred,Rural,126,126,126,122,0,4,118
Nagpur,2021,Umred,Urban,0,0,0,0,0,0,0
Nanded,2014,Andhrapur,Total,149,149,148,42,41,66,149
Nanded,2014,Andhrapur,Rural,122,122,121,24,17,66,122
Nanded,2014,Andhrapur,Urban,27,27,27,18,9,0,27
Nanded,2014,Bhokar,Total,167,167,153,119,19,29,167
Nanded,2014,Bhokar,Rural,149,149,135,115,5,29,149
Nanded,2014,Bhokar,Urban,18,18,18,14,4,0,18
Nanded,2014,Biloli,Total,165,165,163,99,0,66,165
Nanded,2014,Biloli,Rural,165,165,163,99,0,66,165
Nanded,2014,Biloli,Urban,0,0,0,0,0,0,0
Nanded,2014,Deglur,Total,217,217,216,106,10,101,217
Nanded,2014,Deglur,Rural,209,209,208,106,1,101,208
Nanded,2014,Deglur,Urban,8,8,8,0,8,0,8
Nanded,2014,Dharmabad,Total,92,92,92,24,9,59,92
Nanded,2014,Dharmabad,Rural,85,85,85,24,2,59,85
Nanded,2014,Dharmabad,Urban,7,7,7,0,7,0,7
Nanded,2014,Hadgaon,Total,286,286,285,49,12,225,286
Nanded,2014,Hadgaon,Rural,282,282,281,49,8,225,282
Nanded,2014,Hadgaon,Urban,4,4,4,0,0,0,4
Nanded,2014,Himalay Nagar,Total,133,133,128,105,14,14,133
Nanded,2014,Himalay Nagar,Rural,133,133,128,105,14,14,133
Nanded,2014,Himalay Nagar,Urban,0,0,0,0,0,0,0
Nanded,2014,Kandhar,Total,240,240,241,46,10,184,240
Nanded,2014,Kandhar,Rural,240,240,241,46,10,184,240
Nanded,2014,Kandhar,Urban,0,0,0,0,0,0,0
Nanded,2014,Kinvat,Total,370,370,370,201,22,147,370
Nanded,2014,Kinvat,Rural,366,366,366,201,18,147,366
Nanded,2014,Kinvat,Urban,4,4,4,0,4,0,4
Nanded,2014,Loha,Total,242,242,237,105,0,137,242
Nanded,2014,Loha,Rural,242,242,237,105,0,137,242
Nanded,2014,Loha,Urban,0,0,0,0,0,0,0
Nanded,2014,Mahur,Total,156,156,156,87,6,63,156
Nanded,2014,Mahur,Rural,141,141,141,79,0,62,141
Nanded,2014,Mahur,Urban,15,15,15,8,6,1,15
Nanded,2014,Mudkhed,Total,98,98,95,23,6,69,98
Nanded,2014,Mudkhed,Rural,94,94,91,23,2,69,94
Nanded,2014,Mudkhed,Urban,4,4,4,0,4,0,4
Nanded,2014,Mukhed,Total,283,283,282,120,5,158,283
Nanded,2014,Mukhed,Rural,283,283,282,120,5,158,283
Nanded,2014,Mukhed,Urban,0,0,0,0,0,0,0
Nanded,2014,Nanded,Total,358,356,352,34,159,163,356
Nanded,2014,Nanded,Rural,210,210,207,25,27,158,210
Nanded,2014,Nanded,Urban,148,146,145,9,132,5,146
Nanded,2014,Naygaon,Total,191,191,205,103,14,74,191
Nanded,2014,Naygaon,Rural,191,191,205,103,14,74,191
Nanded,2014,Naygaon,Urban,0,0,0,0,0,0,0
Nanded,2014,Umari,Total,101,101,99,37,3,61,101
Nanded,2014,Umari,Rural,98,98,96,37,0,61,98
Nanded,2014,Umari,Urban,3,3,3,0,3,0,3
Nanded,2015,Andhrapur,Total,149,159,149,54,27,66,147
Nanded,2015,Andhrapur,Rural,122,122,122,39,17,66,122
Nanded,2015,Andhrapur,Urban,27,37,27,15,10,0,27
Nanded,2015,Bhokar,Total,167,167,153,129,9,29,167
Nanded,2015,Bhokar,Rural,149,149,135,115,5,29,149
Nanded,2015,Bhokar,Urban,18,18,18,14,4,0,18
Nanded,2015,Biloli,Total,170,170,170,100,4,66,170
Nanded,2015,Biloli,Rural,165,165,165,99,0,66,165
Nanded,2015,Biloli,Urban,5,5,5,1,4,0,5
Nanded,2015,Deglur,Total,217,217,217,106,11,100,217
Nanded,2015,Deglur,Rural,209,209,209,106,3,100,209
Nanded,2015,Deglur,Urban,8,8,8,0,8,0,8
Nanded,2015,Dharmabad,Total,92,92,92,24,9,59,92
Nanded,2015,Dharmabad,Rural,85,85,85,24,2,59,85
Nanded,2015,Dharmabad,Urban,7,7,7,0,7,0,7
Nanded,2015,Hadgaon,Total,286,286,285,49,12,225,286
Nanded,2015,Hadgaon,Rural,282,282,281,49,8,225,282
Nanded,2015,Hadgaon,Urban,4,4,4,0,4,0,4
Nanded,2015,Himalay Nagar,Total,133,133,133,105,14,14,133
Nanded,2015,Himalay Nagar,Rural,133,133,133,105,14,14,133
Nanded,2015,Himalay Nagar,Urban,0,0,0,0,0,0,0
Nanded,2015,Kandhar,Total,244,242,244,46,12,184,244
Nanded,2015,Kandhar,Rural,240,240,240,46,10,184,240
Nanded,2015,Kandhar,Urban,4,2,4,0,2,0,4
Nanded,2015,Kinvat,Total,370,370,370,201,22,147,370
Nanded,2015,Kinvat,Rural,366,366,366,201,18,147,366
Nanded,2015,Kinvat,Urban,4,4,4,0,4,0,4
Nanded,2015,Loha,Total,248,248,247,105,6,137,248
Nanded,2015,Loha,Rural,242,242,242,105,0,137,242
Nanded,2015,Loha,Urban,6,6,5,0,6,0,6
Nanded,2015,Mahur,Total,156,156,156,88,6,62,156
Nanded,2015,Mahur,Rural,141,141,141,79,0,62,141
Nanded,2015,Mahur,Urban,15,15,15,9,6,0,15
Nanded,2015,Mudkhed,Total,98,98,98,23,6,69,98
Nanded,2015,Mudkhed,Rural,94,94,94,23,2,69,94
Nanded,2015,Mudkhed,Urban,4,4,4,0,4,0,4
Nanded,2015,Mukhed,Total,285,285,284,122,6,158,285
Nanded,2015,Mukhed,Rural,283,283,282,120,5,158,283
Nanded,2015,Mukhed,Urban,2,2,2,2,1,0,2
Nanded,2015,Nanded,Total,405,390,381,33,199,158,388
Nanded,2015,Nanded,Rural,210,210,207,24,28,158,210
Nanded,2015,Nanded,Urban,195,180,174,9,171,0,178
Nanded,2015,Naygaon,Total,191,191,191,103,14,74,191
Nanded,2015,Naygaon,Rural,191,191,191,103,14,74,191
Nanded,2015,Naygaon,Urban,0,0,0,0,0,0,0
Nanded,2015,Umari,Total,101,101,99,37,3,61,101
Nanded,2015,Umari,Rural,98,98,96,37,0,61,98
Nanded,2015,Umari,Urban,3,3,3,0,3,0,3
Nanded,2016,Andhrapur,Total,151,151,147,97,31,23,151
Nanded,2016,Andhrapur,Rural,124,124,121,89,12,23,63
Nanded,2016,Andhrapur,Urban,27,27,26,8,19,0,3
Nanded,2016,Bhokar,Total,158,158,155,117,5,36,88
Nanded,2016,Bhokar,Rural,140,140,138,104,0,36,70
Nanded,2016,Bhokar,Urban,18,18,17,13,5,0,18
Nanded,2016,Biloli,Total,170,170,168,112,10,48,37
Nanded,2016,Biloli,Rural,165,165,163,112,6,47,32
Nanded,2016,Biloli,Urban,5,5,5,0,4,1,5
Nanded,2016,Deglur,Total,219,219,217,150,30,39,219
Nanded,2016,Deglur,Rural,211,211,209,150,22,39,15
Nanded,2016,Deglur,Urban,8,8,8,0,8,0,8
Nanded,2016,Dharmabad,Total,92,92,92,56,9,27,37
Nanded,2016,Dharmabad,Rural,85,85,85,56,2,27,30
Nanded,2016,Dharmabad,Urban,7,7,7,0,7,0,7
Nanded,2016,Hadgaon,Total,286,286,277,145,66,75,286
