District,Year,Taluka,Rural/Urban,Family Welfare Centers,Fertile Couples,Male Sterilization Numbers,Female Sterilization Numbers,IUDs Inserted,Other Family Planning Methods Used
Ratnagiri,2020,Rajapur,Total,,,,,,
Ratnagiri,2021,Mandangad,Rural,3,4472,9,1957,170,304
Ratnagiri,2021,Mandangad,Urban,1,0,0,0,0,0
Ratnagiri,2021,Mandangad,Total,4,4472,9,1957,170,304
Ratnagiri,2021,Dapoli,Rural,8,16473,21,8313,634,2336
Ratnagiri,2021,Dapoli,Urban,1,3121,11,2167,158,420
Ratnagiri,2021,Dapoli,Total,9,19594,32,10480,792,2756
Ratnagiri,2021,Khed,Rural,8,16608,19,8953,789,2049
Ratnagiri,2021,Khed,Urban,2,2457,11,581,197,420
Ratnagiri,2021,Khed,Total,10,19065,30,9534,986,2469
Ratnagiri,2021,Chiplun,Rural,9,24481,97,13031,1039,2607
Ratnagiri,2021,Chiplun,Urban,2,11146,14,6088,247,1104
Ratnagiri,2021,Chiplun,Total,11,35627,111,19119,1286,3711
Ratnagiri,2021,Guhagar,Rural,5,14918,40,7926,416,1502
Ratnagiri,2021,Guhagar,Urban,1,0,0,0,0,0
Ratnagiri,2021,Guhagar,Total,6,14918,40,7926,416,1502
Ratnagiri,2021,Ratnagiri,Rural,8,37118,98,18697,2006,6318
Ratnagiri,2021,Ratnagiri,Urban,4,13155,16,5899,740,1407
Ratnagiri,2021,Ratnagiri,Total,12,50273,114,24596,2746,7725
Ratnagiri,2021,Sangameshwar,Rural,11,18823,23,11134,960,2313
Ratnagiri,2021,Sangameshwar,Urban,2,2102,0,1137,71,312
Ratnagiri,2021,Sangameshwar,Total,13,20925,23,12271,1031,2625
Ratnagiri,2021,Lanja,Rural,6,11842,14,6624,619,1611
Ratnagiri,2021,Lanja,Urban,1,1200,0,344,37,79
Ratnagiri,2021,Lanja,Total,7,13042,14,6968,656,1690
Ratnagiri,2021,Rajapur,Rural,9,17213,19,9315,857,1886
Ratnagiri,2021,Rajapur,Urban,2,1352,2,680,23,153
Ratnagiri,2021,Rajapur,Total,11,18565,21,9995,880,2039
Sangli,2012,Shirala,Rural,7,28963,102,20601,0,2515
Sangli,2012,Shirala,Urban,,,,,,
Sangli,2012,Shirala,Total,9,28963,102,20601,0,2515
Sangli,2012,Valava,Rural,11,65006,266,46788,0,5164
Sangli,2012,Valava,Urban,,,,,,
Sangli,2012,Valava,Total,13,84443,280,58723,0,6444
Sangli,2012,Palus,Rural,2,29921,84,20387,0,2607
Sangli,2012,Palus,Urban,,,,,,
Sangli,2012,Palus,Total,3,29921,84,20387,0,2607
Sangli,2012,Kadegaon,Rural,4,23926,78,16783,0,1668
Sangli,2012,Kadegaon,Urban,,,,,,
Sangli,2012,Kadegaon,Total,6,23926,78,16783,0,1668
Sangli,2012,Khanapur,Rural,3,20283,81,13871,0,1487
Sangli,2012,Khanapur,Urban,,,,,,
Sangli,2012,Khanapur,Total,5,28498,88,19169,0,2953
Sangli,2012,Aatpadi,Rural,4,24834,52,17374,0,2042
Sangli,2012,Aatpadi,Urban,,,,,,
Sangli,2012,Aatpadi,Total,5,24834,52,17374,0,2042
Sangli,2012,Tasgaon,Rural,8,36541,138,25481,0,3149
Sangli,2012,Tasgaon,Urban,,,,,,
Sangli,2012,Tasgaon,Total,9,43645,148,29901,0,4217
Sangli,2012,Miraj,Rural,8,63997,118,43244,0,5341
Sangli,2012,Miraj,Urban,,,,,,
Sangli,2012,Miraj,Total,9,63997,118,43244,0,5341
Sangli,2012,Ku. Mahakal,Rural,4,27271,26,18846,0,1923
Sangli,2012,Ku. Mahakal,Urban,,,,,,
Sangli,2012,Ku. Mahakal,Total,5,27271,26,18846,0,1923
Sangli,2012,Jat,Rural,8,58159,26,37526,0,4953
Sangli,2012,Jat,Urban,,,,,,
Sangli,2012,Jat,Total,10,58159,26,37526,0,4953
Sangli,2013,Shirala,Rural,7,28993,102,20601,0,2515
Sangli,2013,Shirala,Urban,,,,,,
Sangli,2013,Shirala,Total,9,28993,102,20601,0,2515
Sangli,2013,Valava,Rural,11,65006,266,46788,0,5164
Sangli,2013,Valava,Urban,,,,,,
Sangli,2013,Valava,Total,13,84443,280,58723,0,6444
Sangli,2013,Palus,Rural,2,29921,84,20387,0,2607
Sangli,2013,Palus,Urban,,,,,,
Sangli,2013,Palus,Total,3,29921,84,20387,0,2607
Sangli,2013,Kadegaon,Rural,4,23926,78,16783,0,1668
Sangli,2013,Kadegaon,Urban,,,,,,
Sangli,2013,Kadegaon,Total,6,23926,78,16783,0,1668
Sangli,2013,Khanapur,Rural,3,20283,81,13871,0,1487
Sangli,2013,Khanapur,Urban,,,,,,
Sangli,2013,Khanapur,Total,5,28498,88,19169,0,2953
Sangli,2013,Aatpadi,Rural,4,24834,52,17374,0,2042
Sangli,2013,Aatpadi,Urban,,,,,,
Sangli,2013,Aatpadi,Total,5,24834,52,17374,0,2042
Sangli,2013,Tasgaon,Rural,8,36541,138,25481,0,3149
Sangli,2013,Tasgaon,Urban,,,,,,
Sangli,2013,Tasgaon,Total,9,43645,148,29901,0,4217
Sangli,2013,Miraj,Rural,8,63997,118,43244,0,5341
Sangli,2013,Miraj,Urban,,,,,,
Sangli,2013,Miraj,Total,9,63997,118,43244,0,5341
Sangli,2013,Ku. Mahakal,Rural,4,27271,26,18846,0,1923
Sangli,2013,Ku. Mahakal,Urban,,,,,,
Sangli,2013,Ku. Mahakal,Total,5,27271,26,18846,0,1923
Sangli,2013,Jat,Rural,8,58159,26,37526,0,4953
Sangli,2013,Jat,Urban,,,,,,
Sangli,2013,Jat,Total,10,58159,26,37526,0,4953
Sangli,2014,Shirala,Rural,9,28801,2,711,1243,7065
Sangli,2014,Shirala,Urban,,,,,,
Sangli,2014,Shirala,Total,9,28801,2,711,1243,7065
Sangli,2014,Valava,Rural,13,84942,10,2276,2673,15120
Sangli,2014,Valava,Urban,,,,,,
Sangli,2014,Valava,Total,11,65513,10,1643,2522,14925
Sangli,2014,Palus,Rural,3,30338,1,564,1030,1045
Sangli,2014,Palus,Urban,,,,,,
Sangli,2014,Palus,Total,3,30338,1,564,1030,1045
Sangli,2014,Kadegaon,Rural,6,24830,7,596,1022,3299
Sangli,2014,Kadegaon,Urban,,,,,,
Sangli,2014,Kadegaon,Total,6,24830,7,596,1022,3299
Sangli,2014,Khanapur,Rural,5,28937,4,718,968,3229
Sangli,2014,Khanapur,Urban,,,,,,
Sangli,2014,Khanapur,Total,4,20153,4,411,880,3140
Sangli,2014,Aatpadi,Rural,5,25623,3,700,765,6101
Sangli,2014,Aatpadi,Urban,,,,,,
Sangli,2014,Aatpadi,Total,5,25623,3,509,756,6101
Sangli,2014,Tasgaon,Rural,9,44758,3,1024,1483,9002
Sangli,2014,Tasgaon,Urban,,,,,,
Sangli,2014,Tasgaon,Total,8,37746,3,719,1410,8731
Sangli,2014,Miraj,Rural,16,159052,15,5064,4896,12093
Sangli,2014,Miraj,Urban,,,,,,
Sangli,2014,Miraj,Total,9,64961,9,1439,2353,11178
Sangli,2014,Ku. Mahakal,Rural,5,27419,2,867,1047,7021
Sangli,2014,Ku. Mahakal,Urban,,,,,,
Sangli,2014,Ku. Mahakal,Total,5,27419,2,867,1047,7021
Sangli,2014,Jat,Rural,9,58576,0,1396,1950,11957
Sangli,2014,Jat,Urban,,,,,,
Sangli,2014,Jat,Total,9,58576,0,1396,1950,11957
Sangli,2015,Shirala,Rural,9,28891,67,20379,1156,1546
Sangli,2015,Shirala,Urban,,,,,,
Sangli,2015,Shirala,Total,9,28891,67,20379,1156,1546
Sangli,2015,Valava,Rural,11,66082,227,47910,1945,3338
Sangli,2015,Valava,Urban,,,,,,
Sangli,2015,Valava,Total,13,84349,249,56008,2459,4925
Sangli,2015,Palus,Rural,3,30265,77,20887,903,1524
Sangli,2015,Palus,Urban,,,,,,
Sangli,2015,Palus,Total,3,30265,77,20887,903,1524
Sangli,2015,Kadegaon,Rural,6,23930,80,16794,604,1028
Sangli,2015,Kadegaon,Urban,,,,,,
Sangli,2015,Kadegaon,Total,6,23930,80,16794,604,1028
Sangli,2015,Khanapur,Rural,4,20224,84,13886,582,814
Sangli,2015,Khanapur,Urban,,,,,,
Sangli,2015,Khanapur,Total,5,29879,91,18946,1049,2328
Sangli,2015,Aatpadi,Rural,5,24421,58,18354,670,1680
Sangli,2015,Aatpadi,Urban,,,,,,
Sangli,2015,Aatpadi,Total,5,24421,58,18354,670,1680
Sangli,2015,Tasgaon,Rural,8,37889,147,26089,1274,1944
Sangli,2015,Tasgaon,Urban,,,,,,
Sangli,2015,Tasgaon,Total,9,44892,157,30660,1468,2829
Sangli,2015,Miraj,Rural,9,63135,115,42555,1943,3132
Sangli,2015,Miraj,Urban,,,,,,
Sangli,2015,Miraj,Total,12,154318,119,46562,1943,3132
Sangli,2015,Ku. Mahakal,Rural,5,28234,29,19769,992,1290
Sangli,2015,Ku. Mahakal,Urban,,,,,,
Sangli,2015,Ku. Mahakal,Total,5,28234,29,19769,992,1290
Sangli,2015,Jat,Rural,9,59526,224,37385,1870,2598
Sangli,2015,Jat,Urban,,,,,,
Sangli,2015,Jat,Total,10,59526,224,37385,1870,2598
Sangli,2016,Shirala,Rural,9,28963,102,20601,0,2515
Sangli,2016,Shirala,Urban,,,,,,
Sangli,2016,Shirala,Total,9,28963,102,20601,0,2515
Sangli,2016,Valava,Rural,11,65006,266,46788,0,5164
Sangli,2016,Valava,Urban,,,,,,
Sangli,2016,Valava,Total,13,84443,280,58723,0,6444
Sangli,2016,Palus,Rural,3,29921,84,20387,0,2607
Sangli,2016,Palus,Urban,,,,,,
Sangli,2016,Palus,Total,3,29921,84,20387,0,2607
Sangli,2016,Kadegaon,Rural,6,23926,78,16783,0,1668
Sangli,2016,Kadegaon,Urban,,,,,,
Sangli,2016,Kadegaon,Total,6,23926,78,16783,0,1668
Sangli,2016,Khanapur,Rural,4,20283,81,13871,0,1487
Sangli,2016,Khanapur,Urban,,,,,,
Sangli,2016,Khanapur,Total,5,28498,88,19169,0,2953
Sangli,2016,Aatpadi,Rural,5,24834,52,17374,0,2042
Sangli,2016,Aatpadi,Urban,,,,,,
Sangli,2016,Aatpadi,Total,5,24834,52,17374,0,2042
Sangli,2016,Tasgaon,Rural,8,36541,138,25481,0,3149
Sangli,2016,Tasgaon,Urban,,,,,,
Sangli,2016,Tasgaon,Total,9,43645,148,29901,0,4217
Sangli,2016,Miraj,Rural,9,63997,118,43244,0,5341
Sangli,2016,Miraj,Urban,,,,,,
Sangli,2016,Miraj,Total,12,159838,134,47230,0,5341
Sangli,2016,Ku. Mahakal,Rural,5,27271,26,18846,0,1923
Sangli,2016,Ku. Mahakal,Urban,,,,,,
Sangli,2016,Ku. Mahakal,Total,5,27271,26,18846,0,1923
Sangli,2016,Jat,Rural,9,58159,26,37526,0,4953
Sangli,2016,Jat,Urban,,,,,,
Sangli,2016,Jat,Total,10,58159,26,37526,0,4953
Sangli,2017,Shirala,Rural,9,27418,57,19363,0,2398
Sangli,2017,Shirala,Urban,,,,,,
Sangli,2017,Shirala,Total,9,27418,57,19363,0,2398
Sangli,2017,Valava,Rural,11,82308,164,43783,0,5521
Sangli,2017,Valava,Urban,,,,,,
Sangli,2017,Valava,Total,13,63681,186,51847,0,7581
Sangli,2017,Palus,Rural,3,30425,57,20701,0,2132
Sangli,2017,Palus,Urban,,,,,,
Sangli,2017,Palus,Total,3,30425,57,20701,0,2132
Sangli,2017,Kadegaon,Rural,6,23063,51,15925,0,1466
Sangli,2017,Kadegaon,Urban,,,,,,
Sangli,2017,Kadegaon,Total,6,23063,78,15925,0,1466
Sangli,2017,Khanapur,Rural,4,28468,57,13068,0,1443
Sangli,2017,Khanapur,Urban,,,,,,
Sangli,2017,Khanapur,Total,5,20148,69,18735,0,2769
Sangli,2017,Aatpadi,Rural,5,25006,66,17407,0,2192
Sangli,2017,Aatpadi,Urban,,,,,,
Sangli,2017,Aatpadi,Total,5,25006,66,17407,0,2192
Sangli,2017,Tasgaon,Rural,8,44902,147,26089,0,3128
Sangli,2017,Tasgaon,Urban,,,,,,
Sangli,2017,Tasgaon,Total,9,37889,159,30575,0,4454
Sangli,2017,Miraj,Rural,9,63955,86,41615,0,5070
Sangli,2017,Miraj,Urban,,,,,,
Sangli,2017,Miraj,Total,11,160132,90,45907,1242,5070
Sangli,2017,Ku. Mahakal,Rural,5,27921,28,19733,0,2319
Sangli,2017,Ku. Mahakal,Urban,,,,,,
Sangli,2017,Ku. Mahakal,Total,5,27921,28,19733,0,2319
Sangli,2017,Jat,Rural,9,58438,226,38300,0,4828
Sangli,2017,Jat,Urban,,,,,,
Sangli,2017,Jat,Total,10,58438,226,38300,0,4828
Sangli,2018,Shirala,Rural,9,27418,57,19363,0,2398
Sangli,2018,Shirala,Urban,,,,,,
Sangli,2018,Shirala,Total,9,27418,57,19363,0,2398
Sangli,2018,Valava,Rural,11,82308,164,43783,0,5521
Sangli,2018,Valava,Urban,,,,,,
Sangli,2018,Valava,Total,13,63681,186,51847,0,7581
Sangli,2018,Palus,Rural,3,30425,57,20701,0,2132
Sangli,2018,Palus,Urban,,,,,,
Sangli,2018,Palus,Total,3,30425,57,20701,0,2132
Sangli,2018,Kadegaon,Rural,6,23063,51,15925,0,1466
Sangli,2018,Kadegaon,Urban,,,,,,
Sangli,2018,Kadegaon,Total,6,23063,78,15925,0,1466
Sangli,2018,Khanapur,Rural,4,28468,57,13068,0,1443
Sangli,2018,Khanapur,Urban,,,,,,
Sangli,2018,Khanapur,Total,5,20148,69,18735,0,2769
Sangli,2018,Aatpadi,Rural,5,25006,66,17407,0,2192
Sangli,2018,Aatpadi,Urban,,,,,,
Sangli,2018,Aatpadi,Total,5,25006,66,17407,0,2192
Sangli,2018,Tasgaon,Rural,8,44902,147,26089,0,3128
Sangli,2018,Tasgaon,Urban,,,,,,
Sangli,2018,Tasgaon,Total,9,37889,159,30575,0,4454
Sangli,2018,Miraj,Rural,9,63955,86,41615,0,5070
Sangli,2018,Miraj,Urban,,,,,,
Sangli,2018,Miraj,Total,11,160132,90,45907,1242,5070
Sangli,2018,Ku. Mahakal,Rural,5,27921,28,19733,0,2319
Sangli,2018,Ku. Mahakal,Urban,,,,,,
Sangli,2018,Ku. Mahakal,Total,5,27921,28,19733,0,2319
Sangli,2018,Jat,Rural,9,58438,226,38300,0,4828
Sangli,2018,Jat,Urban,,,,,,
Sangli,2018,Jat,Total,10,58438,226,38300,0,4828
Sangli,2019,Shirala,Rural,9,23798,58,19473,0,2548
Sangli,2019,Shirala,Urban,,,,,,
Sangli,2019,Shirala,Total,9,23798,58,19473,0,2548
Sangli,2019,Valava,Rural,11,82412,165,44978,0,6423
Sangli,2019,Valava,Urban,,,,,,
Sangli,2019,Valava,Total,11,82412,165,44978,0,6423
Sangli,2019,Palus,Rural,3,30428,57,20754,0,2198
Sangli,2019,Palus,Urban,,,,,,
Sangli,2019,Palus,Total,3,30428,57,20754,0,2198
Sangli,2019,Kadegaon,Rural,6,23103,51,16022,0,1538
Sangli,2019,Kadegaon,Urban,,,,,,
Sangli,2019,Kadegaon,Total,6,23103,51,16022,0,1538
Sangli,2019,Khanapur,Rural,4,28448,57,13197,0,1512
Sangli,2019,Khanapur,Urban,,,,,,
Sangli,2019,Khanapur,Total,4,28448,57,13197,0,1512
Sangli,2019,Aatpadi,Rural,5,25012,67,17829,0,2246
Sangli,2019,Aatpadi,Urban,,,,,,
Sangli,2019,Aatpadi,Total,5,25012,67,17829,0,2246
Sangli,2019,Tasgaon,Rural,8,44928,150,26425,0,3496
Sangli,2019,Tasgaon,Urban,,,,,,
Sangli,2019,Tasgaon,Total,8,44928,150,26425,0,3496
Sangli,2019,Miraj,Rural,9,63946,86,42214,0,5169
Sangli,2019,Miraj,Urban,,,,,,
Sangli,2019,Miraj,Total,9,63946,86,42214,0,5169
Sangli,2019,Ku. Mahakal,Rural,5,27926,28,19940,0,2423
Sangli,2019,Ku. Mahakal,Urban,,,,,,
Sangli,2019,Ku. Mahakal,Total,5,27926,28,19940,0,2423
Sangli,2019,Jat,Rural,9,58447,226,38780,0,4927
Sangli,2019,Jat,Urban,,,,,,
Sangli,2019,Jat,Total,9,58447,226,38780,0,4927
Sangli,2020,Shirala,Rural,6,27565,59,19676,0,2600
Sangli,2020,Shirala,Urban,,,,,,
Sangli,2020,Shirala,Total,6,27565,59,19676,0,2600
Sangli,2020,Valava,Rural,10,63681,166,47216,0,8641
Sangli,2020,Valava,Urban,,,,,,
Sangli,2020,Valava,Total,10,63681,166,47216,0,8641
Sangli,2020,Palus,Rural,3,31075,57,20987,0,2198
Sangli,2020,Palus,Urban,,,,,,
Sangli,2020,Palus,Total,3,31075,57,20987,0,2198
Sangli,2020,Kadegaon,Rural,6,23063,51,16059,0,1694
Sangli,2020,Kadegaon,Urban,,,,,,
Sangli,2020,Kadegaon,Total,6,23063,51,16059,0,1694
Sangli,2020,Khanapur,Rural,3,20056,57,13477,0,1686
Sangli,2020,Khanapur,Urban,,,,,,
Sangli,2020,Khanapur,Total,3,20056,57,13477,0,1686
Sangli,2020,Aatpadi,Rural,5,24270,67,18068,0,2566
Sangli,2020,Aatpadi,Urban,,,,,,
Sangli,2020,Aatpadi,Total,5,24270,67,18068,0,2566
Sangli,2020,Tasgaon,Rural,12,37020,150,26751,0,4102
Sangli,2020,Tasgaon,Urban,,,,,,
Sangli,2020,Tasgaon,Total,12,37020,150,26751,0,4102
Sangli,2020,Miraj,Rural,9,63663,86,42454,0,5885
Sangli,2020,Miraj,Urban,,,,,,
Sangli,2020,Miraj,Total,9,63663,86,42454,0,5885
Sangli,2020,Ku. Mahakal,Rural,4,28338,28,20401,0,2438
Sangli,2020,Ku. Mahakal,Urban,,,,,,
Sangli,2020,Ku. Mahakal,Total,4,28338,28,20401,0,2438
Sangli,2020,Jat,Rural,10,58477,226,39462,0,5029
Sangli,2020,Jat,Urban,,,,,,
Sangli,2020,Jat,Total,10,58477,226,39462,0,5029
Sangli,2021,Shirala,Rural,6,28656,59,19908,0,3100
Sangli,2021,Shirala,Urban,0,0,0,0,0,0
Sangli,2021,Shirala,Total,6,28656,59,19908,0,3100
Sangli,2021,Valava,Rural,10,68341,166,48998,0,9312
Sangli,2021,Valava,Urban,2,16743,37,9826,0,3752
Sangli,2021,Valava,Total,12,85084,203,58824,0,13064
Sangli,2021,Palus,Rural,3,32048,57,21997,0,2308
Sangli,2021,Palus,Urban,0,0,0,0,0,0
Sangli,2021,Palus,Total,3,32048,57,21997,0,2308
Sangli,2021,Kadegaon,Rural,6,25134,51,17158,0,1744
Sangli,2021,Kadegaon,Urban,0,0,0,0,0,0
Sangli,2021,Kadegaon,Total,6,25134,51,17158,0,1744
Sangli,2021,Khanapur,Rural,3,22402,57,14688,0,1834
Sangli,2021,Khanapur,Urban,4,31481,105,21071,0,3183
Sangli,2021,Khanapur,Total,7,53883,162,35759,0,5017
Sangli,2021,Aatpadi,Rural,5,25381,67,19290,0,2743
Sangli,2021,Aatpadi,Urban,0,0,0,0,0,0
Sangli,2021,Aatpadi,Total,5,25381,67,19290,0,2743
Sangli,2021,Tasgaon,Rural,12,37248,150,29249,0,3997
Sangli,2021,Tasgaon,Urban,1,7363,53,4492,0,1709
Sangli,2021,Tasgaon,Total,13,44611,203,33741,0,5706
Sangli,2021,Miraj,Rural,9,64547,86,43678,0,6959
Sangli,2021,Miraj,Urban,0,0,0,0,0,0
Sangli,2021,Miraj,Total,9,64547,86,43678,0,6959
Sangli,2021,Ku. Mahakal,Rural,4,29408,28,21897,0,2536
Sangli,2021,Ku. Mahakal,Urban,0,0,0,0,0,0
Sangli,2021,Ku. Mahakal,Total,4,29408,28,21897,0,2536
Sangli,2021,Jat,Rural,10,59578,226,41452,0,5148
Sangli,2021,Jat,Urban,0,0,0,0,0,0
Sangli,2021,Jat,Total,10,59578,226,41452,0,5148
Satara,2012,Mahableshwar,Rural,3,11933,26,28,181,520
Satara,2012,Mahableshwar,Urban,,,,,,
Satara,2012,Mahableshwar,Total,4,12304,26,271,213,648
Satara,2012,Vai,Rural,4,27552,70,589,680,1603
Satara,2012,Vai,Urban,,,,,,
Satara,2012,Vai,Total,5,34833,70,1144,802,1813
Satara,2012,Khandala,Rural,4,23989,66,869,550,666
Satara,2012,Khandala,Urban,,,,,,
Satara,2012,Khandala,Total,4,23989,66,869,550,666
Satara,2012,Faltan,Rural,6,49829,126,1324,1188,2742
Satara,2012,Faltan,Urban,,,,,,
Satara,2012,Faltan,Total,7,61102,127,2055,1263,3225
Satara,2012,Man,Rural,7,39878,48,1324,897,1594
Satara,2012,Man,Urban,,,,,,
Satara,2012,Man,Total,7,39878,48,1324,897,1594
Satara,2012,Khatav,Rural,10,48616,99,1828,1150,2459
Satara,2012,Khatav,Urban,,,,,,
Satara,2012,Khatav,Total,10,48616,99,1828,1150,2459
Satara,2012,Koregaon,Rural,8,43727,52,1403,928,2408
Satara,2012,Koregaon,Urban,,,,,,
Satara,2012,Koregaon,Total,8,43727,52,1403,928,2408
Satara,2012,Satara,Rural,8,64374,140,1882,1729,2028
Satara,2012,Satara,Urban,,,,,,
Satara,2012,Satara,Total,9,93213,147,3069,1919,2728
Satara,2012,Javali,Rural,7,18177,57,684,445,987
Satara,2012,Javali,Urban,,,,,,
Satara,2012,Javali,Total,7,18177,57,684,445,987
Satara,2012,Patan,Rural,15,52766,109,2077,1286,3072
Satara,2012,Patan,Urban,,,,,,
Satara,2012,Patan,Total,15,52766,109,2077,1286,3072
Satara,2012,Karad,Rural,13,97302,119,3798,2490,5517
Satara,2012,Karad,Urban,,,,,,
Satara,2012,Karad,Total,12,82700,116,3292,2147,4827
Satara,2013,Mahableshwar,Rural,3,11269,17,0,159,617
Satara,2013,Mahableshwar,Urban,,,,,,
Satara,2013,Mahableshwar,Total,4,14040,17,310,188,660
Satara,2013,Vai,Rural,4,27146,44,641,657,1360
Satara,2013,Vai,Urban,,,,,,
Satara,2013,Vai,Total,5,34432,45,1158,657,1712
Satara,2013,Khandala,Rural,3,26300,31,951,565,1382
Satara,2013,Khandala,Urban,,,,,,
Satara,2013,Khandala,Total,4,26300,31,951,565,1382
Satara,2013,Faltan,Rural,6,50438,57,1415,1321,3214
Satara,2013,Faltan,Urban,,,,,,
Satara,2013,Faltan,Total,7,61891,57,2220,1321,3214
Satara,2013,Man,Rural,5,40476,11,1353,893,2074
Satara,2013,Man,Urban,,,,,,
Satara,2013,Man,Total,7,40476,11,1353,893,2074
Satara,2013,Khatav,Rural,7,49366,43,1812,1187,2741
Satara,2013,Khatav,Urban,,,,,,
Satara,2013,Khatav,Total,10,49366,43,1812,1187,2741
Satara,2013,Koregaon,Rural,6,43518,38,1568,985,2398
Satara,2013,Koregaon,Urban,,,,,,
Satara,2013,Koregaon,Total,8,43518,38,1568,985,2398
Satara,2013,Satara,Rural,8,62519,111,2221,1635,3586
Satara,2013,Satara,Urban,,,,,,
Satara,2013,Satara,Total,9,83382,112,3475,1824,4123
Satara,2013,Javali,Rural,5,18083,37,671,442,1064
Satara,2013,Javali,Urban,,,,,,
Satara,2013,Javali,Total,7,18083,37,671,442,1064
Satara,2013,Patan,Rural,13,50761,38,2142,1267,2980
Satara,2013,Patan,Urban,,,,,,
Satara,2013,Patan,Total,15,50761,38,2142,1267,2980
Satara,2013,Karad,Rural,11,81153,42,3190,2063,4734
Satara,2013,Karad,Urban,,,,,,
Satara,2013,Karad,Total,13,93829,42,3695,2063,5424
Satara,2014,Mahableshwar,Rural,3,12269,6,233,188,648
Satara,2014,Mahableshwar,Urban,,,,,,
Satara,2014,Mahableshwar,Total,4,14557,13,2108,257,648
Satara,2014,Vai,Rural,4,27146,19,1148,800,1792
Satara,2014,Vai,Urban,,,,,,
Satara,2014,Vai,Total,5,32680,64,5519,1155,1792
Satara,2014,Khandala,Rural,3,24095,30,933,524,1293
Satara,2014,Khandala,Urban,,,,,,
Satara,2014,Khandala,Total,4,24095,30,933,524,1293
Satara,2014,Faltan,Rural,6,50438,28,2159,1371,3205
Satara,2014,Faltan,Urban,,,,,,
Satara,2014,Faltan,Total,7,59462,53,10176,1726,3205
Satara,2014,Man,Rural,5,40476,2,1363,921,2074
Satara,2014,Man,Urban,,,,,,
Satara,2014,Man,Total,7,40476,2,1363,921,2074
Satara,2014,Khatav,Rural,7,49366,14,1866,1175,2627
Satara,2014,Khatav,Urban,,,,,,
Satara,2014,Khatav,Total,10,49366,14,1866,1175,2627
Satara,2014,Koregaon,Rural,6,43518,30,1683,980,2402
Satara,2014,Koregaon,Urban,,,,,,
Satara,2014,Koregaon,Total,8,43518,30,1683,980,2402
Satara,2014,Satara,Rural,8,62519,25,3227,1630,4355
Satara,2014,Satara,Urban,,,,,,
Satara,2014,Satara,Total,9,83382,57,15525,2080,4481
Satara,2014,Javali,Rural,5,18083,15,718,445,1041
Satara,2014,Javali,Urban,,,,,,
Satara,2014,Javali,Total,7,18083,15,718,445,1041
Satara,2014,Patan,Rural,13,50761,20,2053,1283,3070
Satara,2014,Patan,Urban,,,,,,
Satara,2014,Patan,Total,15,50761,20,2053,1283,3070
Satara,2014,Karad,Rural,11,81153,24,3702,2440,5435
Satara,2014,Karad,Urban,,,,,,
Satara,2014,Karad,Total,13,93829,35,9714,3008,5681
Satara,2015,Mahableshwar,Rural,3,8059,13,312,181,640
Satara,2015,Mahableshwar,Urban,,,,,,
Satara,2015,Mahableshwar,Total,4,14706,33,2164,255,640
Satara,2015,Vai,Rural,4,27390,10,1225,825,1755
Satara,2015,Vai,Urban,,,,,,
Satara,2015,Vai,Total,5,34461,48,5530,1188,1755
Satara,2015,Khandala,Rural,3,23502,15,921,548,1234
Satara,2015,Khandala,Urban,,,,,,
Satara,2015,Khandala,Total,4,23502,15,921,548,1234
Satara,2015,Faltan,Rural,6,50025,7,1964,1367,3325
Satara,2015,Faltan,Urban,,,,,,
Satara,2015,Faltan,Total,7,61499,32,9995,1723,3325
Satara,2015,Man,Rural,5,39533,6,1403,933,2074
Satara,2015,Man,Urban,,,,,,
Satara,2015,Man,Total,7,39533,6,1403,933,2074
Satara,2015,Khatav,Rural,7,49725,0,1864,1160,2632
Satara,2015,Khatav,Urban,,,,,,
Satara,2015,Khatav,Total,10,49725,0,1864,1160,2632
Satara,2015,Koregaon,Rural,6,43496,2,1711,1009,2403
Satara,2015,Koregaon,Urban,,,,,,
Satara,2015,Koregaon,Total,8,43496,2,1711,1009,2403
Satara,2015,Satara,Rural,8,60396,10,3367,1763,4400
Satara,2015,Satara,Urban,,,,,,
Satara,2015,Satara,Total,9,83166,53,16371,2355,4565
Satara,2015,Javali,Rural,5,17316,1,721,450,1066
Satara,2015,Javali,Urban,,,,,,
Satara,2015,Javali,Total,7,17316,1,721,450,1066
Satara,2015,Patan,Rural,13,50664,13,2050,1136,2957
Satara,2015,Patan,Urban,,,,,,
Satara,2015,Patan,Total,15,50664,13,2050,1136,2957
Satara,2015,Karad,Rural,11,87719,14,3684,2650,5470
Satara,2015,Karad,Urban,,,,,,
Satara,2015,Karad,Total,13,100417,28,10303,3399,5768
Satara,2016,Mahableshwar,Rural,3,4075,4,287,226,646
Satara,2016,Mahableshwar,Urban,,,,,,
Satara,2016,Mahableshwar,Total,4,6455,24,2046,306,774
Satara,2016,Vai,Rural,4,19779,1,1139,947,2308
Satara,2016,Vai,Urban,,,,,,
Satara,2016,Vai,Total,5,26940,41,5540,1302,2914
Satara,2016,Khandala,Rural,3,23993,11,925,705,1422
Satara,2016,Khandala,Urban,,,,,,
Satara,2016,Khandala,Total,4,23993,11,925,705,1422
Satara,2016,Faltan,Rural,6,37078,2,2014,1309,4746
Satara,2016,Faltan,Urban,,,,,,
Satara,2016,Faltan,Total,7,48584,28,10091,1635,5256
