District,Year,Taluka,Shops,Business Organizations,Hotels and Restaurants,Cinema Halls
Buldhana,2020,Malkapur,504,330,64,0
Buldhana,2020,Motala,88,65,60,0
Buldhana,2020,Khamgaon,365,696,78,0
Buldhana,2020,Mehkar,398,216,58,17
Buldhana,2020,Chikhali,338,252,103,0
Buldhana,2020,Buldhana,400,300,118,13
Buldhana,2020,Deulgaon Raja,278,121,38,9
Buldhana,2020,Sindkhed Raja,50,86,25,7
Buldhana,2020,Lonar,122,26,86,2
Buldhana,2021,Jalgaon Jamod,265,159,32,0
Buldhana,2021,Sangrampur,223,112,22,4
Buldhana,2021,Shegaon,811,289,167,0
Buldhana,2021,Nandura,261,174,46,0
Buldhana,2021,Malkapur,511,341,68,0
Buldhana,2021,Motala,89,66,61,0
Buldhana,2021,Khamgaon,369,707,82,0
Buldhana,2021,Mehkar,401,216,58,9
Buldhana,2021,Chikhali,390,267,109,0
Buldhana,2021,Buldhana,498,303,151,13
Buldhana,2021,Deulgaon Raja,278,131,39,9
Buldhana,2021,Sindkhed Raja,51,87,26,7
Buldhana,2021,Lonar,123,27,88,2
Chandrapur,2012,Varora,616,464,199,0
Chandrapur,2012,Chimur,0,0,0,0
Chandrapur,2012,Nagbhid,0,0,0,0
Chandrapur,2012,Bramhapuri,224,388,126,9
Chandrapur,2012,Savali,0,0,0,0
Chandrapur,2012,Sindevahi,0,0,0,0
Chandrapur,2012,Bhadravati,0,0,0,0
Chandrapur,2012,Chandrapur,17095,1971,2758,56
Chandrapur,2012,Mul,232,207,74,0
Chandrapur,2012,Ponbhurna,0,0,0,0
Chandrapur,2012,Ballarpur,681,642,44,6
Chandrapur,2012,Korpana,0,0,0,0
Chandrapur,2012,Rajura,0,0,0,0
Chandrapur,2012,Gondpipari,0,0,0,0
Chandrapur,2012,Jivati,0,0,0,0
Chandrapur,2013,Varora,650,602,278,7
Chandrapur,2013,Chimur,0,0,0,0
Chandrapur,2013,Nagbhid,0,0,0,0
Chandrapur,2013,Bramhapuri,236,412,144,9
Chandrapur,2013,Savali,0,0,0,0
Chandrapur,2013,Sindevahi,0,0,0,0
Chandrapur,2013,Bhadravati,0,0,0,0
Chandrapur,2013,Chandrapur,17089,2569,3081,59
Chandrapur,2013,Mul,245,251,104,7
Chandrapur,2013,Ponbhurna,0,0,0,0
Chandrapur,2013,Ballarpur,544,512,244,6
Chandrapur,2013,Korpana,0,0,0,0
Chandrapur,2013,Rajura,0,0,0,0
Chandrapur,2013,Gondpipari,0,0,0,0
Chandrapur,2013,Jivati,0,0,0,0
Chandrapur,2014,Varora,683,623,297,7
Chandrapur,2014,Chimur,0,0,0,0
Chandrapur,2014,Nagbhid,0,0,0,0
Chandrapur,2014,Bramhapuri,286,498,184,9
Chandrapur,2014,Savali,0,0,0,0
Chandrapur,2014,Sindevahi,0,0,0,0
Chandrapur,2014,Bhadravati,0,0,0,0
Chandrapur,2014,Chandrapur,17132,10146,3044,84
Chandrapur,2014,Mul,245,251,104,7
Chandrapur,2014,Ponbhurna,0,0,0,0
Chandrapur,2014,Ballarpur,490,1140,264,6
Chandrapur,2014,Korpana,0,0,0,0
Chandrapur,2014,Rajura,0,0,0,0
Chandrapur,2014,Gondpipari,0,0,0,0
Chandrapur,2014,Jivati,0,0,0,0
Chandrapur,2015,Varora,691,695,332,7
Chandrapur,2015,Chimur,0,0,0,0
Chandrapur,2015,Nagbhid,0,0,0,0
Chandrapur,2015,Bramhapuri,292,510,201,9
Chandrapur,2015,Savali,0,0,0,0
Chandrapur,2015,Sindevahi,0,0,0,0
Chandrapur,2015,Bhadravati,0,0,0,0
Chandrapur,2015,Chandrapur,17145,10192,3075,84
Chandrapur,2015,Mul,250,260,110,7
Chandrapur,2015,Ponbhurna,0,0,0,0
Chandrapur,2015,Ballarpur,520,1170,270,6
Chandrapur,2015,Korpana,0,0,0,0
Chandrapur,2015,Rajura,0,0,0,0
Chandrapur,2015,Gondpipari,0,0,0,0
Chandrapur,2015,Jivati,0,0,0,0
Chandrapur,2016,Varora,804,814,282,0
Chandrapur,2016,Chimur,0,0,0,0
Chandrapur,2016,Nagbhid,0,0,0,0
Chandrapur,2016,Bramhapuri,351,646,186,0
Chandrapur,2016,Savali,0,0,0,0
Chandrapur,2016,Sindevahi,0,0,0,0
Chandrapur,2016,Bhadravati,0,0,0,0
Chandrapur,2016,Chandrapur,15089,9613,2917,90
Chandrapur,2016,Mul,379,242,108,0
Chandrapur,2016,Ponbhurna,0,0,0,0
Chandrapur,2016,Ballarpur,607,1191,289,0
Chandrapur,2016,Korpana,0,0,0,0
Chandrapur,2016,Rajura,0,0,0,0
Chandrapur,2016,Gondpipari,0,0,0,0
Chandrapur,2016,Jivati,0,0,0,0
Chandrapur,2017,Varora,911,923,301,0
Chandrapur,2017,Chimur,0,0,0,0
Chandrapur,2017,Nagbhid,0,0,0,0
Chandrapur,2017,Bramhapuri,430,702,190,0
Chandrapur,2017,Savali,0,0,0,0
Chandrapur,2017,Sindevahi,0,0,0,0
Chandrapur,2017,Bhadravati,0,0,0,0
Chandrapur,2017,Chandrapur,17736,10037,3806,84
Chandrapur,2017,Mul,457,325,125,0
Chandrapur,2017,Ponbhurna,0,0,0,0
Chandrapur,2017,Ballarpur,686,1393,317,0
Chandrapur,2017,Korpana,0,0,0,0
Chandrapur,2017,Rajura,0,0,0,0
Chandrapur,2017,Gondpipari,0,0,0,0
Chandrapur,2017,Jivati,0,0,0,0
Chandrapur,2018,Varora,575,507,66,0
Chandrapur,2018,Chimur,115,245,36,0
Chandrapur,2018,Nagbhid,180,110,32,0
Chandrapur,2018,Bramhapuri,265,215,28,0
Chandrapur,2018,Savali,115,125,18,0
Chandrapur,2018,Sindevahi,190,140,16,0
Chandrapur,2018,Bhadravati,270,216,48,0
Chandrapur,2018,Chandrapur,6468,6925,599,53
Chandrapur,2018,Mul,812,930,295,0
Chandrapur,2018,Ponbhurna,736,702,176,0
Chandrapur,2018,Ballarpur,1076,550,72,0
Chandrapur,2018,Korpana,183,134,28,0
Chandrapur,2018,Rajura,265,235,36,0
Chandrapur,2018,Gondpipari,195,38,17,0
Chandrapur,2018,Jivati,102,29,13,0
Chandrapur,2019,Varora,980,1315,180,0
Chandrapur,2019,Chimur,290,399,90,0
Chandrapur,2019,Nagbhid,298,281,42,0
Chandrapur,2019,Bramhapuri,892,245,84,0
Chandrapur,2019,Savali,189,110,51,0
Chandrapur,2019,Sindevahi,272,100,81,0
Chandrapur,2019,Bhadravati,490,166,53,0
Chandrapur,2019,Chandrapur,15493,11096,1268,53
Chandrapur,2019,Mul,1358,880,296,0
Chandrapur,2019,Ponbhurna,195,708,177,0
Chandrapur,2019,Ballarpur,2444,1470,320,0
Chandrapur,2019,Korpana,184,135,28,0
Chandrapur,2019,Rajura,560,236,42,0
Chandrapur,2019,Gondpipari,165,36,18,0
Chandrapur,2019,Jivati,103,30,16,0
Chandrapur,2020,Varora,1159,1530,198,0
Chandrapur,2020,Chimur,568,456,102,0
Chandrapur,2020,Nagbhid,406,354,62,0
Chandrapur,2020,Bramhapuri,1607,289,96,0
Chandrapur,2020,Savali,269,123,62,0
Chandrapur,2020,Sindevahi,324,114,90,0
Chandrapur,2020,Bhadravati,997,268,64,0
Chandrapur,2020,Chandrapur,17400,12116,1621,53
Chandrapur,2020,Mul,1572,884,299,0
Chandrapur,2020,Ponbhurna,236,708,178,0
Chandrapur,2020,Ballarpur,2730,1747,339,0
Chandrapur,2020,Korpana,188,140,28,0
Chandrapur,2020,Rajura,631,238,43,0
Chandrapur,2020,Gondpipari,206,97,22,0
Chandrapur,2020,Jivati,107,31,18,0
Chandrapur,2021,Varora,1250,1610,250,5
Chandrapur,2021,Chimur,610,520,122,0
Chandrapur,2021,Nagbhid,425,376,70,0
Chandrapur,2021,Bramhapuri,1670,310,98,0
Chandrapur,2021,Savali,279,125,65,0
Chandrapur,2021,Sindevahi,345,117,97,0
Chandrapur,2021,Bhadravati,1032,275,70,5
Chandrapur,2021,Chandrapur,19335,13116,1751,53
Chandrapur,2021,Mul,1605,900,310,0
Chandrapur,2021,Ponbhurna,156,720,183,0
Chandrapur,2021,Ballarpur,2875,1810,442,0
Chandrapur,2021,Korpana,206,147,32,0
Chandrapur,2021,Rajura,657,243,47,0
Chandrapur,2021,Gondpipari,220,110,25,0
Chandrapur,2021,Jivati,121,33,20,0
Dhule,2012,Shirpur,738,1360,326,35
Dhule,2012,Shindkheda,520,948,215,8
Dhule,2012,Sakri,0,0,0,0
Dhule,2012,Dhule,4946,4898,1864,75
Dhule,2013,Shirpur,784,1455,358,40
Dhule,2013,Shindkheda,578,1014,249,4
Dhule,2013,Sakri,0,0,0,0
Dhule,2013,Dhule,5450,6631,2239,75
Dhule,2014,Shirpur,789,1476,358,40
Dhule,2014,Shindkheda,1219,322,253,4
Dhule,2014,Sakri,0,0,0,0
Dhule,2014,Dhule,5467,6666,2239,75
Dhule,2015,Shirpur,891,1665,354,40
Dhule,2015,Shindkheda,644,608,138,4
Dhule,2015,Sakri,0,0,0,0
Dhule,2015,Dhule,5615,6981,2257,75
Dhule,2016,Shirpur,999,1796,394,40
Dhule,2016,Shindkheda,700,625,142,4
Dhule,2016,Sakri,0,0,0,0
Dhule,2016,Dhule,5912,7098,2313,77
Dhule,2017,Shirpur,1357,2091,682,40
Dhule,2017,Shindkheda,1014,722,152,4
Dhule,2017,Sakri,0,0,0,0
Dhule,2017,Dhule,7283,8711,2761,77
Dhule,2018,Shirpur,1357,2118,472,40
Dhule,2018,Shindkheda,1014,722,154,4
Dhule,2018,Sakri,0,0,0,0
Dhule,2018,Dhule,7353,8759,2616,77
Dhule,2019,Shirpur,1522,2380,509,40
Dhule,2019,Shindkheda,1056,722,189,4
Dhule,2019,Sakri,10,28,42,0
Dhule,2019,Dhule,7808,9104,2661,77
Dhule,2020,Shirpur,1515,2415,568,40
Dhule,2020,Shindkheda,1095,789,199,4
Dhule,2020,Sakri,25,41,42,0
Dhule,2020,Dhule,7990,9185,2672,77
Dhule,2021,Shirpur,1585,2428,595,40
Dhule,2021,Shindkheda,1106,792,204,4
Dhule,2021,Sakri,65,68,56,0
Dhule,2021,Dhule,9203,10014,2793,77
Gadchiroli,2012,Desaiganj,1772,476,162,0
Gadchiroli,2012,Aarmori,1622,529,208,0
Gadchiroli,2012,Kurkheda,410,0,31,0
Gadchiroli,2012,Korachi,92,6,15,0
Gadchiroli,2012,Dhanora,283,0,19,0
Gadchiroli,2012,Gadchiroli,3632,2092,947,0
Gadchiroli,2012,Chomoshi,832,42,78,0
Gadchiroli,2012,Mulchera,178,0,23,0
Gadchiroli,2012,Etapalli,103,12,49,0
Gadchiroli,2012,Bhamragad,45,5,41,0
Gadchiroli,2012,Aheri,689,21,62,0
Gadchiroli,2012,Sironcha,366,14,51,0
Gadchiroli,2013,Desaiganj,1819,496,181,0
Gadchiroli,2013,Aarmori,1702,586,223,0
Gadchiroli,2013,Kurkheda,487,20,39,0
Gadchiroli,2013,Korachi,108,11,21,0
Gadchiroli,2013,Dhanora,302,0,26,0
Gadchiroli,2013,Gadchiroli,4101,2202,1011,0
Gadchiroli,2013,Chomoshi,936,65,98,0
Gadchiroli,2013,Mulchera,191,0,31,0
Gadchiroli,2013,Etapalli,122,19,66,0
Gadchiroli,2013,Bhamragad,58,9,53,0
Gadchiroli,2013,Aheri,841,32,74,0
Gadchiroli,2013,Sironcha,399,23,69,0
Gadchiroli,2014,Desaiganj,1837,526,219,0
Gadchiroli,2014,Aarmori,1745,603,223,0
Gadchiroli,2014,Kurkheda,410,20,81,0
Gadchiroli,2014,Korachi,112,13,39,0
Gadchiroli,2014,Dhanora,313,2,49,0
Gadchiroli,2014,Gadchiroli,4524,2408,956,5
Gadchiroli,2014,Chomoshi,959,71,102,0
Gadchiroli,2014,Mulchera,210,0,36,0
Gadchiroli,2014,Etapalli,113,19,72,0
Gadchiroli,2014,Bhamragad,45,9,68,0
Gadchiroli,2014,Aheri,886,39,81,0
Gadchiroli,2014,Sironcha,419,23,89,0
Gadchiroli,2015,Desaiganj,763,101,35,0
Gadchiroli,2015,Aarmori,352,117,20,0
Gadchiroli,2015,Kurkheda,0,0,0,0
Gadchiroli,2015,Korachi,0,0,0,0
Gadchiroli,2015,Dhanora,0,0,0,0
Gadchiroli,2015,Gadchiroli,625,235,25,5
Gadchiroli,2015,Chomoshi,0,0,0,0
Gadchiroli,2015,Mulchera,0,0,0,0
Gadchiroli,2015,Etapalli,0,0,0,0
Gadchiroli,2015,Bhamragad,0,0,0,0
Gadchiroli,2015,Aheri,0,0,0,0
Gadchiroli,2015,Sironcha,0,0,0,0
Gadchiroli,2016,Desaiganj,870,166,42,0
Gadchiroli,2016,Aarmori,378,136,20,0
Gadchiroli,2016,Kurkheda,2,0,0,0
Gadchiroli,2016,Korachi,0,0,0,0
Gadchiroli,2016,Dhanora,0,5,0,0
Gadchiroli,2016,Gadchiroli,791,332,48,5
Gadchiroli,2016,Chomoshi,11,0,0,0
Gadchiroli,2016,Mulchera,0,0,0,0
Gadchiroli,2016,Etapalli,0,0,0,0
Gadchiroli,2016,Bhamragad,0,0,0,0
Gadchiroli,2016,Aheri,0,0,0,0
Gadchiroli,2016,Sironcha,0,0,0,0
Gadchiroli,2017,Desaiganj,849,498,76,0
Gadchiroli,2017,Aarmori,756,242,32,0
Gadchiroli,2017,Kurkheda,9,0,,0
Gadchiroli,2017,Korachi,,0,,0
Gadchiroli,2017,Dhanora,15,6,,0
Gadchiroli,2017,Gadchiroli,1709,1550,118,12
Gadchiroli,2017,Chomoshi,21,0,,0
Gadchiroli,2017,Mulchera,,0,,0
Gadchiroli,2017,Etapalli,,0,,0
Gadchiroli,2017,Bhamragad,,0,,0
Gadchiroli,2017,Aheri,12,0,,0
Gadchiroli,2017,Sironcha,,0,,0
Gadchiroli,2018,Desaiganj,1304,733,81,0
Gadchiroli,2018,Aarmori,926,304,53,0
Gadchiroli,2018,Kurkheda,112,43,,0
Gadchiroli,2018,Korachi,12,2,,0
Gadchiroli,2018,Dhanora,27,9,,0
Gadchiroli,2018,Gadchiroli,2081,2121,179,12
Gadchiroli,2018,Chomoshi,44,26,,0
Gadchiroli,2018,Mulchera,11,7,,0
Gadchiroli,2018,Etapalli,7,9,,0
Gadchiroli,2018,Bhamragad,0,6,,0
Gadchiroli,2018,Aheri,34,62,,0
Gadchiroli,2018,Sironcha,0,4,,0
Gadchiroli,2019,Desaiganj,1689,122,60,0
Gadchiroli,2019,Aarmori,750,61,37,0
Gadchiroli,2019,Kurkheda,394,48,8,0
Gadchiroli,2019,Korachi,135,2,1,0
Gadchiroli,2019,Dhanora,100,24,24,0
Gadchiroli,2019,Gadchiroli,2813,1411,162,12
Gadchiroli,2019,Chomoshi,287,30,24,0
Gadchiroli,2019,Mulchera,150,12,1,0
Gadchiroli,2019,Etapalli,45,9,0,0
Gadchiroli,2019,Bhamragad,0,1,0,0
Gadchiroli,2019,Aheri,59,3,12,0
Gadchiroli,2019,Sironcha,0,10,0,0
Gadchiroli,2020,Desaiganj,1976,852,121,0
Gadchiroli,2020,Aarmori,951,481,61,0
Gadchiroli,2020,Kurkheda,488,297,8,0
Gadchiroli,2020,Korachi,186,65,10,0
Gadchiroli,2020,Dhanora,132,87,1,0
Gadchiroli,2020,Gadchiroli,2532,3512,266,10
Gadchiroli,2020,Chomoshi,526,172,13,0
Gadchiroli,2020,Mulchera,163,62,14,0
Gadchiroli,2020,Etapalli,193,48,0,0
Gadchiroli,2020,Bhamragad,129,26,3,0
Gadchiroli,2020,Aheri,251,356,6,0
Gadchiroli,2020,Sironcha,388,82,14,0
Gadchiroli,2021,Desaiganj,2982,1203,190,0
Gadchiroli,2021,Aarmori,1216,657,83,0
Gadchiroli,2021,Kurkheda,922,470,21,0
Gadchiroli,2021,Korachi,212,74,10,0
Gadchiroli,2021,Dhanora,261,124,12,0
Gadchiroli,2021,Gadchiroli,3451,4390,343,10
Gadchiroli,2021,Chomoshi,1319,348,32,0
Gadchiroli,2021,Mulchera,245,94,19,0
Gadchiroli,2021,Etapalli,243,65,11,0
Gadchiroli,2021,Bhamragad,142,47,3,0
Gadchiroli,2021,Aheri,326,386,6,0
Gadchiroli,2021,Sironcha,426,102,17,0
Gondia,2012,Tiroda,188,175,40,9
Gondia,2012,Goregaon,197,72,78,0
Gondia,2012,Gondia,4855,2361,665,41
Gondia,2012,Aamgaon,328,526,52,7
Gondia,2012,Salekasa,75,45,22,0
Gondia,2012,Sadak Arjuni,65,41,30,0
Gondia,2012,Arjuni Morgaon,250,55,68,0
Gondia,2012,Devari,177,55,75,0
Gondia,2013,Tiroda,203,192,44,9
Gondia,2013,Goregaon,201,73,78,0
Gondia,2013,Gondia,4923,2386,671,41
Gondia,2013,Aamgaon,332,526,53,7
Gondia,2013,Salekasa,77,46,22,0
Gondia,2013,Sadak Arjuni,67,42,30,0
Gondia,2013,Arjuni Morgaon,252,57,68,0
Gondia,2013,Devari,178,56,75,0
Gondia,2014,Tiroda,233,207,54,9
Gondia,2014,Goregaon,,,,
Gondia,2014,Gondia,5003,2466,686,41
Gondia,2014,Aamgaon,,,,
Gondia,2014,Salekasa,,,,
Gondia,2014,Sadak Arjuni,,,,
Gondia,2014,Arjuni Morgaon,,,,
Gondia,2014,Devari,,,,
Gondia,2015,Tiroda,244,224,67,9
Gondia,2015,Goregaon,,,,
Gondia,2015,Gondia,5193,2841,702,62
Gondia,2015,Aamgaon,,,,
Gondia,2015,Salekasa,,,,
Gondia,2015,Sadak Arjuni,,,,
Gondia,2015,Arjuni Morgaon,,,,
Gondia,2015,Devari,,,,
Gondia,2016,Tiroda,255,247,67,9
Gondia,2016,Goregaon,,,,
Gondia,2016,Gondia,5397,3221,736,57
Gondia,2016,Aamgaon,,,,
Gondia,2016,Salekasa,,,,
Gondia,2016,Sadak Arjuni,,,,
Gondia,2016,Arjuni Morgaon,,,,
Gondia,2016,Devari,,,,
Gondia,2017,Tiroda,265,245,115,9
Gondia,2017,Goregaon,,,,
Gondia,2017,Gondia,3271,3906,775,57
Gondia,2017,Aamgaon,,,,
Gondia,2017,Salekasa,,,,
Gondia,2017,Sadak Arjuni,,,,
Gondia,2017,Arjuni Morgaon,,,,
Gondia,2017,Devari,,,,
Gondia,2018,Tiroda,227,249,118,9
Gondia,2018,Goregaon,80,334,8,0
Gondia,2018,Gondia,3548,1000,733,57
Gondia,2018,Aamgaon,65,440,6,0
Gondia,2018,Salekasa,45,125,7,0
Gondia,2018,Sadak Arjuni,38,160,8,0
Gondia,2018,Arjuni Morgaon,45,173,10,0
Gondia,2018,Devari,78,198,8,0
Gondia,2019,Tiroda,553,437,130,4
Gondia,2019,Goregaon,778,356,78,0
Gondia,2019,Gondia,4562,2742,940,31
Gondia,2019,Aamgaon,328,526,52,5
Gondia,2019,Salekasa,75,45,22,0
Gondia,2019,Sadak Arjuni,65,188,42,0
Gondia,2019,Arjuni Morgaon,250,177,68,0
Gondia,2019,Devari,177,55,75,5
Gondia,2020,Tiroda,553,437,130,4
Gondia,2020,Goregaon,778,356,78,0
Gondia,2020,Gondia,4686,2935,940,31
Gondia,2020,Aamgaon,328,526,52,5
Gondia,2020,Salekasa,75,45,22,0
Gondia,2020,Sadak Arjuni,65,188,42,0
Gondia,2020,Arjuni Morgaon,250,177,68,0
Gondia,2020,Devari,177,55,75,5
Gondia,2021,Tiroda,652,587,149,4
Gondia,2021,Goregaon,803,356,78,0
Gondia,2021,Gondia,4698,2949,969,36
Gondia,2021,Aamgaon,328,526,52,5
Gondia,2021,Salekasa,75,45,22,0
Gondia,2021,Sadak Arjuni,78,188,42,0
Gondia,2021,Arjuni Morgaon,250,177,68,0
Gondia,2021,Devari,177,55,75,0
Hingoli,2012,Sengaon,,,,
Hingoli,2012,Hingoli,1295,1339,480,4
Hingoli,2012,Aundha Na,,,,
Hingoli,2012,Kalamanuri,202,147,106,4
Hingoli,2012,Vasamat,902,670,379,4
Hingoli,2013,Sengaon,,,,
Hingoli,2013,Hingoli,,,,
Hingoli,2013,Aundha Na,,,,
Hingoli,2013,Kalamanuri,,,,
Hingoli,2013,Vasamat,,,,
Hingoli,2014,Sengaon,,,,
Hingoli,2014,Hingoli,1445,1565,519,0
Hingoli,2014,Aundha Na,,,,
Hingoli,2014,Kalamanuri,216,179,116,4
Hingoli,2014,Vasamat,970,707,387,4
Hingoli,2015,Sengaon,,,,
Hingoli,2015,Hingoli,1518,1768,548,8
Hingoli,2015,Aundha Na,,,,
Hingoli,2015,Kalamanuri,240,182,114,4
Hingoli,2015,Vasamat,1028,821,394,4
Hingoli,2016,Sengaon,,,,
Hingoli,2016,Hingoli,,,,
Hingoli,2016,Aundha Na,,,,
Hingoli,2016,Kalamanuri,,,,
Hingoli,2016,Vasamat,,,,
Hingoli,2017,Sengaon,,,,
Hingoli,2017,Hingoli,2607,2317,645,4
Hingoli,2017,Aundha Na,,,,
Hingoli,2017,Kalamanuri,355,207,137,0
Hingoli,2017,Vasamat,1808,1048,467,4
Hingoli,2018,Sengaon,,,,
Hingoli,2018,Hingoli,1649,281,263,4
Hingoli,2018,Aundha Na,,,,
Hingoli,2018,Kalamanuri,1077,212,231,0
Hingoli,2018,Vasamat,1529,252,246,4
Hingoli,2019,Sengaon,,,,
Hingoli,2019,Hingoli,4338,643,378,4
Hingoli,2019,Aundha Na,,,,
Hingoli,2019,Kalamanuri,1872,496,327,5
Hingoli,2019,Vasamat,3011,723,443,4
Hingoli,2020,Sengaon,,,,
Hingoli,2020,Hingoli,5538,795,498,4
Hingoli,2020,Aundha Na,,,,
Hingoli,2020,Kalamanuri,2227,526,339,5
Hingoli,2020,Vasamat,3727,765,540,4
Hingoli,2021,Sengaon,421,564,494,0
Hingoli,2021,Hingoli,7136,2645,1435,8
Hingoli,2021,Aundha Na,395,610,400,0
Hingoli,2021,Kalamanuri,2856,1616,959,0
Hingoli,2021,Vasamat,4716,2180,1370,5
Jalna,2013,Bhokardan,0,0,0,0
Jalna,2013,Jaffrabad,89,101,63,4
Jalna,2013,Jalna,7075,7775,2175,74
Jalna,2013,Badnapur,0,0,0,0
Jalna,2013,Ambad,483,447,283,5
Jalna,2013,Ghansawangi,0,0,0,0
Jalna,2013,Partur,432,381,286,6
Jalna,2013,Mantha,0,0,0,0
Jalna,2014,Bhokardan,0,0,0,0
Jalna,2014,Jaffrabad,116,115,86,4
Jalna,2014,Jalna,7718,8813,2551,74
Jalna,2014,Badnapur,0,0,0,0
Jalna,2014,Ambad,560,521,289,5
Jalna,2014,Ghansawangi,0,0,0,0
Jalna,2014,Partur,499,428,310,6
Jalna,2014,Mantha,0,0,0,0
Jalna,2015,Bhokardan,0,0,0,0
Jalna,2015,Jaffrabad,116,115,86,4
Jalna,2015,Jalna,7718,8813,2551,74
Jalna,2015,Badnapur,0,0,0,0
Jalna,2015,Ambad,560,521,289,5
Jalna,2015,Ghansawangi,0,0,0,0
Jalna,2015,Partur,499,428,310,6
Jalna,2015,Mantha,0,0,0,0
Jalna,2016,Bhokardan,,,,
Jalna,2016,Jaffrabad,,,,
Jalna,2016,Jalna,,,,
Jalna,2016,Badnapur,,,,
Jalna,2016,Ambad,,,,
Jalna,2016,Ghansawangi,,,,
Jalna,2016,Partur,,,,
Jalna,2016,Mantha,,,,
Jalna,2017,Bhokardan,0,0,0,0
Jalna,2017,Jaffrabad,188,156,96,4
Jalna,2017,Jalna,8849,10311,2726,74
Jalna,2017,Badnapur,0,0,0,0
Jalna,2017,Ambad,634,564,307,5
Jalna,2017,Ghansawangi,0,0,0,0
Jalna,2017,Partur,590,500,314,6
Jalna,2017,Mantha,0,0,0,0
Jalna,2018,Bhokardan,,,,
Jalna,2018,Jaffrabad,,,,
Jalna,2018,Jalna,,,,
Jalna,2018,Badnapur,,,,
Jalna,2018,Ambad,,,,
Jalna,2018,Ghansawangi,,,,
Jalna,2018,Partur,,,,
Jalna,2018,Mantha,,,,
Jalna,2019,Bhokardan,,,,
Jalna,2019,Jaffrabad,833,375,251,4
Jalna,2019,Jalna,14552,13981,5108,27
Jalna,2019,Badnapur,,,,
Jalna,2019,Ambad,1597,753,431,5
Jalna,2019,Ghansawangi,,,,
Jalna,2019,Partur,1153,575,494,6
Jalna,2019,Mantha,,,,
Jalna,2020,Bhokardan,,,,
Jalna,2020,Jaffrabad,1723,691,207,4
Jalna,2020,Jalna,13162,15888,4049,27
Jalna,2020,Badnapur,,,,
Jalna,2020,Ambad,3863,1417,506,5
Jalna,2020,Ghansawangi,,,,
Jalna,2020,Partur,1910,1290,514,6
Jalna,2020,Mantha,,,,
Jalna,2021,Bhokardan,,,,
Jalna,2021,Jaffrabad,4791,1881,842,4
Jalna,2021,Jalna,20318,21991,6473,27
Jalna,2021,Badnapur,,,,
Jalna,2021,Ambad,9763,3527,1922,5
Jalna,2021,Ghansawangi,,,,
Jalna,2021,Partur,7630,5652,2286,6
Jalna,2021,Mantha,,,,
Latur,2012,Latur,7850,12110,3305,89
Latur,2012,Renapur,,,,
Latur,2012,Ahamadpur,614,606,240,16
Latur,2012,Jalkot,,,,
Latur,2012,Chakur,356,190,122,
Latur,2012,Shirur-Anantpal,170,103,22,
Latur,2012,Aosa,290,290,230,
Latur,2012,Nilanga,500,560,165,4
Latur,2012,Devani,,,,
Latur,2012,Udgir,2598,2764,715,38
Latur,2013,Latur,7900,12140,3390,89
Latur,2013,Renapur,0,0,0,0
Latur,2013,Ahamadpur,630,615,250,16
Latur,2013,Jalkot,0,0,0,0
Latur,2013,Chakur,375,202,132,0
Latur,2013,Shirur-Anantpal,179,109,30,0
Latur,2013,Aosa,302,300,250,0
Latur,2013,Nilanga,510,580,190,4
Latur,2013,Devani,0,0,0,0
Latur,2013,Udgir,2620,2800,724,38
Latur,2014,Latur,7980,12220,3405,89
Latur,2014,Renapur,0,0,0,0
Latur,2014,Ahamadpur,645,625,255,16
Latur,2014,Jalkot,0,0,0,0
Latur,2014,Chakur,380,210,140,0
Latur,2014,Shirur-Anantpal,181,115,33,0
Latur,2014,Aosa,305,309,255,0
Latur,2014,Nilanga,515,590,196,4
Latur,2014,Devani,0,0,0,0
Latur,2014,Udgir,2635,2815,730,38
Latur,2015,Latur,8000,12310,3450,89
Latur,2015,Renapur,0,0,0,0
Latur,2015,Ahamadpur,690,645,290,16
Latur,2015,Jalkot,0,0,0,0
Latur,2015,Chakur,403,245,155,0
Latur,2015,Shirur-Anantpal,196,155,39,0
Latur,2015,Aosa,215,315,230,0
Latur,2015,Nilanga,530,605,210,4
Latur,2015,Devani,0,0,0,0
Latur,2015,Udgir,2680,2830,745,38
Latur,2016,Latur,10996,15030,4178,89
Latur,2016,Renapur,0,0,0,0
Latur,2016,Ahamadpur,792,793,303,16
Latur,2016,Jalkot,0,0,0,0
Latur,2016,Chakur,424,256,160,0
Latur,2016,Shirur-Anantpal,212,182,47,2
Latur,2016,Aosa,460,565,327,0
Latur,2016,Nilanga,827,744,219,4
Latur,2016,Devani,0,0,0,0
Latur,2016,Udgir,2934,3737,885,38
Latur,2017,Latur,11230,15440,4330,89
Latur,2017,Renapur,0,0,0,0
Latur,2017,Ahamadpur,930,905,360,16
Latur,2017,Jalkot,0,0,0,0
Latur,2017,Chakur,470,370,190,0
Latur,2017,Shirur-Anantpal,240,210,55,2
Latur,2017,Aosa,520,605,360,0
Latur,2017,Nilanga,862,767,368,4
Latur,2017,Devani,0,0,0,0
Latur,2017,Udgir,3075,3830,910,38
Latur,2018,Latur,11380,15560,4420,92
Latur,2018,Renapur,40,20,20,0
Latur,2018,Ahamadpur,985,960,382,10
Latur,2018,Jalkot,42,35,12,0
Latur,2018,Chakur,470,411,190,0
Latur,2018,Shirur-Anantpal,240,222,55,2
Latur,2018,Aosa,590,665,310,0
Latur,2018,Nilanga,942,817,398,7
