District,Year,Taluka,Veterinary Hospitals,Veterinary First-Aid Centres,Other Veterinary Facilities,Total Veterinary Facilities
Buldhana,2015,Lonar,0,7,,
Buldhana,2016,Jalgaon Jamod,1,4,,
Buldhana,2016,Sangrampur,0,4,,
Buldhana,2016,Shegaon,1,3,,
Buldhana,2016,Nandura,0,4,,
Buldhana,2016,Malkapur,1,6,,
Buldhana,2016,Motala,0,6,,
Buldhana,2016,Khamgaon,1,8,,
Buldhana,2016,Mehkar,1,17,,
Buldhana,2016,Chikhali,1,12,,
Buldhana,2016,Buldana,1,10,,
Buldhana,2016,Deulgaon Raja,0,1,,
Buldhana,2016,Sindkhed Raja,0,5,,
Buldhana,2016,Lonar,0,7,,
Buldhana,2017,Jalgaon Jamod,1,4,,
Buldhana,2017,Sangrampur,0,4,,
Buldhana,2017,Shegaon,1,3,,
Buldhana,2017,Nandura,0,4,,
Buldhana,2017,Malkapur,1,6,,
Buldhana,2017,Motala,0,6,,
Buldhana,2017,Khamgaon,1,8,,
Buldhana,2017,Mehkar,1,17,,
Buldhana,2017,Chikhali,1,12,,
Buldhana,2017,Buldana,1,10,,
Buldhana,2017,Deulgaon Raja,0,1,,
Buldhana,2017,Sindkhed Raja,0,5,,
Buldhana,2017,Lonar,0,7,,
Buldhana,2018,Jalgaon Jamod,1,4,0,5
Buldhana,2018,Sangrampur,0,4,0,7
Buldhana,2018,Shegaon,1,3,0,6
Buldhana,2018,Nandura,0,4,1,7
Buldhana,2018,Malkapur,1,6,0,8
Buldhana,2018,Motala,0,6,0,10
Buldhana,2018,Khamgaon,1,8,0,14
Buldhana,2018,Mehkar,1,17,1,22
Buldhana,2018,Chikhali,1,12,0,16
Buldhana,2018,Buldana,1,10,0,15
Buldhana,2018,Deulgaon Raja,0,1,0,4
Buldhana,2018,Sindkhed Raja,0,5,0,7
Buldhana,2018,Lonar,0,7,0,8
Buldhana,2019,Jalgaon Jamod,1,4,0,5
Buldhana,2019,Sangrampur,0,4,0,7
Buldhana,2019,Shegaon,1,3,0,6
Buldhana,2019,Nandura,0,4,1,7
Buldhana,2019,Malkapur,1,6,0,8
Buldhana,2019,Motala,0,6,0,10
Buldhana,2019,Khamgaon,1,8,0,14
Buldhana,2019,Mehkar,1,17,1,22
Buldhana,2019,Chikhali,1,12,0,16
Buldhana,2019,Buldana,1,10,0,15
Buldhana,2019,Deulgaon Raja,0,1,0,4
Buldhana,2019,Sindkhed Raja,0,5,0,7
Buldhana,2019,Lonar,0,7,0,8
Buldhana,2020,Jalgaon Jamod,1,4,0,5
Buldhana,2020,Sangrampur,0,4,0,7
Buldhana,2020,Shegaon,1,3,0,6
Buldhana,2020,Nandura,0,4,1,7
Buldhana,2020,Malkapur,1,6,0,8
Buldhana,2020,Motala,0,6,0,10
Buldhana,2020,Khamgaon,1,8,0,14
Buldhana,2020,Mehkar,1,17,1,22
Buldhana,2020,Chikhali,1,12,0,16
Buldhana,2020,Buldana,1,10,0,15
Buldhana,2020,Deulgaon Raja,0,1,0,4
Buldhana,2020,Sindkhed Raja,0,5,0,7
Buldhana,2020,Lonar,0,7,0,8
Buldhana,2021,Jalgaon Jamod,1,4,0,5
Buldhana,2021,Sangrampur,0,4,0,7
Buldhana,2021,Shegaon,1,3,0,6
Buldhana,2021,Nandura,0,4,1,7
Buldhana,2021,Malkapur,1,6,0,8
Buldhana,2021,Motala,0,6,0,10
Buldhana,2021,Khamgaon,1,8,0,14
Buldhana,2021,Mehkar,1,17,1,22
Buldhana,2021,Chikhali,1,12,0,16
Buldhana,2021,Buldana,1,10,0,15
Buldhana,2021,Deulgaon Raja,0,1,0,4
Buldhana,2021,Sindkhed Raja,0,5,0,7
Buldhana,2021,Lonar,0,7,0,8
Chandrapur,2012,Varora,1,12,,
Chandrapur,2012,Chimur,0,12,,
Chandrapur,2012,Nagbhid,1,9,,
Chandrapur,2012,Bramhapuri,1,10,,
Chandrapur,2012,Savali,0,12,,
Chandrapur,2012,Sindevahi,0,5,,
Chandrapur,2012,Bhadravati,1,9,,
Chandrapur,2012,Chandrapur,1,7,,
Chandrapur,2012,Mul,1,6,,
Chandrapur,2012,Ponbhurna,0,5,,
Chandrapur,2012,Ballarpur,0,2,,
Chandrapur,2012,Korpana,0,8,,
Chandrapur,2012,Rajura,1,8,,
Chandrapur,2012,Gondpipari,0,8,,
Chandrapur,2012,Jivati,0,5,,
Chandrapur,2013,Varora,1,12,,
Chandrapur,2013,Chimur,0,12,,
Chandrapur,2013,Nagbhid,1,9,,
Chandrapur,2013,Bramhapuri,1,10,,
Chandrapur,2013,Savali,0,12,,
Chandrapur,2013,Sindevahi,0,5,,
Chandrapur,2013,Bhadravati,1,9,,
Chandrapur,2013,Chandrapur,1,7,,
Chandrapur,2013,Mul,1,6,,
Chandrapur,2013,Ponbhurna,0,5,,
Chandrapur,2013,Ballarpur,0,2,,
Chandrapur,2013,Korpana,0,8,,
Chandrapur,2013,Rajura,1,8,,
Chandrapur,2013,Gondpipari,0,8,,
Chandrapur,2013,Jivati,0,5,,
Chandrapur,2014,Varora,1,12,,
Chandrapur,2014,Chimur,0,12,,
Chandrapur,2014,Nagbhid,1,9,,
Chandrapur,2014,Bramhapuri,1,10,,
Chandrapur,2014,Savali,0,12,,
Chandrapur,2014,Sindevahi,0,5,,
Chandrapur,2014,Bhadravati,1,9,,
Chandrapur,2014,Chandrapur,1,7,,
Chandrapur,2014,Mul,1,6,,
Chandrapur,2014,Ponbhurna,0,5,,
Chandrapur,2014,Ballarpur,0,2,,
Chandrapur,2014,Korpana,0,8,,
Chandrapur,2014,Rajura,1,8,,
Chandrapur,2014,Gondpipari,0,8,,
Chandrapur,2014,Jivati,0,5,,
Chandrapur,2015,Varora,1,12,,
Chandrapur,2015,Chimur,0,12,,
Chandrapur,2015,Nagbhid,1,9,,
Chandrapur,2015,Bramhapuri,1,10,,
Chandrapur,2015,Savali,0,12,,
Chandrapur,2015,Sindevahi,0,5,,
Chandrapur,2015,Bhadravati,1,9,,
Chandrapur,2015,Chandrapur,1,7,,
Chandrapur,2015,Mul,1,6,,
Chandrapur,2015,Ponbhurna,0,5,,
Chandrapur,2015,Ballarpur,0,2,,
Chandrapur,2015,Korpana,0,8,,
Chandrapur,2015,Rajura,1,8,,
Chandrapur,2015,Gondpipari,0,8,,
Chandrapur,2015,Jivati,0,5,,
Chandrapur,2016,Varora,1,12,,
Chandrapur,2016,Chimur,0,12,,
Chandrapur,2016,Nagbhid,1,9,,
Chandrapur,2016,Bramhapuri,1,10,,
Chandrapur,2016,Savali,0,12,,
Chandrapur,2016,Sindevahi,0,5,,
Chandrapur,2016,Bhadravati,1,9,,
Chandrapur,2016,Chandrapur,1,7,,
Chandrapur,2016,Mul,1,6,,
Chandrapur,2016,Ponbhurna,0,5,,
Chandrapur,2016,Ballarpur,0,2,,
Chandrapur,2016,Korpana,0,8,,
Chandrapur,2016,Rajura,1,8,,
Chandrapur,2016,Gondpipari,0,8,,
Chandrapur,2016,Jivati,0,5,,
Chandrapur,2017,Varora,1,12,,
Chandrapur,2017,Chimur,0,12,,
Chandrapur,2017,Nagbhid,1,9,,
Chandrapur,2017,Bramhapuri,1,10,,
Chandrapur,2017,Savali,0,12,,
Chandrapur,2017,Sindevahi,0,5,,
Chandrapur,2017,Bhadravati,1,8,,
Chandrapur,2017,Chandrapur,1,8,,
Chandrapur,2017,Mul,1,6,,
Chandrapur,2017,Ponbhurna,0,5,,
Chandrapur,2017,Ballarpur,0,2,,
Chandrapur,2017,Korpana,0,8,,
Chandrapur,2017,Rajura,1,8,,
Chandrapur,2017,Gondpipari,0,8,,
Chandrapur,2017,Jivati,0,5,,
Chandrapur,2018,Varora,1,12,1,18
Chandrapur,2018,Chimur,0,12,1,15
Chandrapur,2018,Nagbhid,1,9,1,13
Chandrapur,2018,Bramhapuri,1,10,0,12
Chandrapur,2018,Savali,0,12,0,14
Chandrapur,2018,Sindevahi,0,5,0,9
Chandrapur,2018,Bhadravati,1,8,0,10
Chandrapur,2018,Chandrapur,1,8,0,11
Chandrapur,2018,Mul,1,6,1,10
Chandrapur,2018,Ponbhurna,0,5,0,5
Chandrapur,2018,Ballarpur,0,2,0,3
Chandrapur,2018,Korpana,0,8,1,12
Chandrapur,2018,Rajura,1,8,0,11
Chandrapur,2018,Gondpipari,0,8,1,12
Chandrapur,2018,Jivati,0,5,0,7
Chandrapur,2019,Varora,1,12,1,18
Chandrapur,2019,Chimur,0,12,1,15
Chandrapur,2019,Nagbhid,1,9,1,13
Chandrapur,2019,Bramhapuri,1,10,0,12
Chandrapur,2019,Savali,0,12,0,14
Chandrapur,2019,Sindevahi,0,5,0,9
Chandrapur,2019,Bhadravati,1,8,0,10
Chandrapur,2019,Chandrapur,1,8,0,11
Chandrapur,2019,Mul,1,6,1,10
Chandrapur,2019,Ponbhurna,0,5,0,5
Chandrapur,2019,Ballarpur,0,2,0,3
Chandrapur,2019,Korpana,0,8,1,12
Chandrapur,2019,Rajura,1,8,0,11
Chandrapur,2019,Gondpipari,0,8,1,12
Chandrapur,2019,Jivati,0,5,0,7
Chandrapur,2020,Varora,1,12,1,18
Chandrapur,2020,Chimur,0,12,1,15
Chandrapur,2020,Nagbhid,1,9,1,13
Chandrapur,2020,Bramhapuri,1,10,0,12
Chandrapur,2020,Savali,0,12,0,14
Chandrapur,2020,Sindevahi,0,5,0,9
Chandrapur,2020,Bhadravati,1,8,0,10
Chandrapur,2020,Chandrapur,1,8,0,11
Chandrapur,2020,Mul,1,6,1,10
Chandrapur,2020,Ponbhurna,0,5,0,5
Chandrapur,2020,Ballarpur,0,2,0,3
Chandrapur,2020,Korpana,0,8,1,12
Chandrapur,2020,Rajura,1,8,0,11
Chandrapur,2020,Gondpipari,0,8,1,12
Chandrapur,2020,Jivati,0,5,0,7
Chandrapur,2021,Varora,1,12,1,18
Chandrapur,2021,Chimur,0,12,1,15
Chandrapur,2021,Nagbhid,1,9,1,13
Chandrapur,2021,Bramhapuri,1,10,0,12
Chandrapur,2021,Savali,0,12,0,14
Chandrapur,2021,Sindevahi,0,5,0,9
Chandrapur,2021,Bhadravati,1,8,0,10
Chandrapur,2021,Chandrapur,1,8,0,11
Chandrapur,2021,Mul,1,6,1,10
Chandrapur,2021,Ponbhurna,0,5,0,5
Chandrapur,2021,Ballarpur,0,2,0,3
Chandrapur,2021,Korpana,0,8,1,12
Chandrapur,2021,Rajura,1,8,0,11
Chandrapur,2021,Gondpipari,0,8,1,12
Chandrapur,2021,Jivati,0,5,0,7
Dhule,2012,Shirpur,1,15,,
Dhule,2012,Shindkheda,1,18,,
Dhule,2012,Sakri,1,33,,
Dhule,2012,Dhule,1,12,,
Dhule,2013,Shirpur,1,15,,
Dhule,2013,Shindkheda,1,18,,
Dhule,2013,Sakri,1,33,,
Dhule,2013,Dhule,1,12,,
Dhule,2014,Shirpur,1,15,,
Dhule,2014,Shindkheda,1,18,,
Dhule,2014,Sakri,1,33,,
Dhule,2014,Dhule,1,12,,
Dhule,2015,Shirpur,1,15,,
Dhule,2015,Shindkheda,1,18,,
Dhule,2015,Sakri,1,33,,
Dhule,2015,Dhule,1,12,,
Dhule,2016,Shirpur,1,14,,
Dhule,2016,Shindkheda,1,17,,
Dhule,2016,Sakri,1,32,,
Dhule,2016,Dhule,1,11,,
Dhule,2017,Shirpur,1,14,,
Dhule,2017,Shindkheda,1,17,,
Dhule,2017,Sakri,1,32,,
Dhule,2017,Dhule,1,11,,
Dhule,2018,Shirpur,1,13,,24
Dhule,2018,Shindkheda,1,17,,27
Dhule,2018,Sakri,1,16,1,34
Dhule,2018,Dhule,1,24,,33
Dhule,2019,Shirpur,1,0,0,24
Dhule,2019,Shindkheda,1,0,0,27
Dhule,2019,Sakri,1,0,1,33
Dhule,2019,Dhule,1,0,0,33
Dhule,2020,Shirpur,1,0,0,24
Dhule,2020,Shindkheda,1,0,0,27
Dhule,2020,Sakri,1,0,1,33
Dhule,2020,Dhule,1,0,0,33
Dhule,2021,Shirpur,1,0,1,25
Dhule,2021,Shindkheda,1,0,0,27
Dhule,2021,Sakri,1,0,1,34
Dhule,2021,Dhule,1,0,1,34
Gadchiroli,2012,Desaiganj,1,3,,
Gadchiroli,2012,Aarmori,1,4,,
Gadchiroli,2012,Kurkheda,1,3,,
Gadchiroli,2012,Korachi,0,2,,
Gadchiroli,2012,Dhanora,1,3,,
Gadchiroli,2012,Gadchiroli,1,3,,
Gadchiroli,2012,Chomoshi,1,5,,
Gadchiroli,2012,Mulchera,0,2,,
Gadchiroli,2012,Etapalli,0,5,,
Gadchiroli,2012,Bhamragad,0,3,,
Gadchiroli,2012,Aheri,0,5,,
Gadchiroli,2012,Sironcha,0,6,,
Gadchiroli,2013,Desaiganj,1,1,,
Gadchiroli,2013,Aarmori,1,4,,
Gadchiroli,2013,Kurkheda,1,3,,
Gadchiroli,2013,Korachi,0,2,,
Gadchiroli,2013,Dhanora,1,1,,
Gadchiroli,2013,Gadchiroli,1,3,,
Gadchiroli,2013,Chomoshi,1,5,,
Gadchiroli,2013,Mulchera,0,1,,
Gadchiroli,2013,Etapalli,0,5,,
Gadchiroli,2013,Bhamragad,0,3,,
Gadchiroli,2013,Aheri,0,5,,
Gadchiroli,2013,Sironcha,0,6,,
Gadchiroli,2014,Desaiganj,1,1,,
Gadchiroli,2014,Aarmori,1,4,,
Gadchiroli,2014,Kurkheda,1,3,,
Gadchiroli,2014,Korachi,0,2,,
Gadchiroli,2014,Dhanora,1,1,,
Gadchiroli,2014,Gadchiroli,1,3,,
Gadchiroli,2014,Chomoshi,1,5,,
Gadchiroli,2014,Mulchera,0,1,,
Gadchiroli,2014,Etapalli,0,5,,
Gadchiroli,2014,Bhamragad,0,3,,
Gadchiroli,2014,Aheri,1,5,,
Gadchiroli,2014,Sironcha,0,6,,
Gadchiroli,2015,Desaiganj,1,1,,
Gadchiroli,2015,Aarmori,0,4,,
Gadchiroli,2015,Kurkheda,1,3,,
Gadchiroli,2015,Korachi,0,2,,
Gadchiroli,2015,Dhanora,1,1,,
Gadchiroli,2015,Gadchiroli,1,3,,
Gadchiroli,2015,Chomoshi,1,5,,
Gadchiroli,2015,Mulchera,0,1,,
Gadchiroli,2015,Etapalli,0,5,,
Gadchiroli,2015,Bhamragad,0,3,,
Gadchiroli,2015,Aheri,1,5,,
Gadchiroli,2015,Sironcha,1,6,,
Gadchiroli,2016,Desaiganj,1,1,,
Gadchiroli,2016,Aarmori,0,4,,
Gadchiroli,2016,Kurkheda,1,3,,
Gadchiroli,2016,Korachi,0,2,,
Gadchiroli,2016,Dhanora,1,1,,
Gadchiroli,2016,Gadchiroli,1,3,,
Gadchiroli,2016,Chomoshi,1,5,,
Gadchiroli,2016,Mulchera,0,1,,
Gadchiroli,2016,Etapalli,0,5,,
Gadchiroli,2016,Bhamragad,0,3,,
Gadchiroli,2016,Aheri,1,5,,
Gadchiroli,2016,Sironcha,1,6,,
Gadchiroli,2017,Desaiganj,1,1,,
Gadchiroli,2017,Aarmori,1,4,,
Gadchiroli,2017,Kurkheda,1,3,,
Gadchiroli,2017,Korachi,0,2,,
Gadchiroli,2017,Dhanora,1,1,,
Gadchiroli,2017,Gadchiroli,1,3,,
Gadchiroli,2017,Chomoshi,1,5,,
Gadchiroli,2017,Mulchera,0,1,,
Gadchiroli,2017,Etapalli,0,5,,
Gadchiroli,2017,Bhamragad,0,3,,
Gadchiroli,2017,Aheri,0,5,,
Gadchiroli,2017,Sironcha,0,6,,
Gadchiroli,2018,Desaiganj,1,1,1,5
Gadchiroli,2018,Aarmori,1,4,0,10
Gadchiroli,2018,Kurkheda,1,3,1,12
Gadchiroli,2018,Korachi,0,2,0,7
Gadchiroli,2018,Dhanora,1,1,1,16
Gadchiroli,2018,Gadchiroli,1,3,1,13
Gadchiroli,2018,Chomoshi,1,5,1,21
Gadchiroli,2018,Mulchera,0,1,0,6
Gadchiroli,2018,Etapalli,0,5,0,15
Gadchiroli,2018,Bhamragad,0,3,0,7
Gadchiroli,2018,Aheri,0,5,1,19
Gadchiroli,2018,Sironcha,0,6,1,13
Gadchiroli,2019,Desaiganj,1,1,1,5
Gadchiroli,2019,Aarmori,1,4,0,10
Gadchiroli,2019,Kurkheda,1,3,1,12
Gadchiroli,2019,Korachi,0,2,0,7
Gadchiroli,2019,Dhanora,1,1,1,16
Gadchiroli,2019,Gadchiroli,1,3,1,13
Gadchiroli,2019,Chomoshi,1,5,1,21
Gadchiroli,2019,Mulchera,0,1,0,6
Gadchiroli,2019,Etapalli,0,5,0,15
Gadchiroli,2019,Bhamragad,0,3,0,7
Gadchiroli,2019,Aheri,0,5,1,19
Gadchiroli,2019,Sironcha,0,6,1,13
Gadchiroli,2020,Desaiganj,1,1,1,5
Gadchiroli,2020,Aarmori,1,4,0,10
Gadchiroli,2020,Kurkheda,1,3,1,12
Gadchiroli,2020,Korachi,0,2,0,7
Gadchiroli,2020,Dhanora,1,1,1,16
Gadchiroli,2020,Gadchiroli,1,3,1,13
Gadchiroli,2020,Chomoshi,1,5,1,21
Gadchiroli,2020,Mulchera,0,1,0,6
Gadchiroli,2020,Etapalli,0,5,0,15
Gadchiroli,2020,Bhamragad,0,3,0,7
Gadchiroli,2020,Aheri,0,5,1,19
Gadchiroli,2020,Sironcha,0,6,1,13
Gadchiroli,2021,Desaiganj,1,1,1,5
Gadchiroli,2021,Aarmori,1,4,0,10
Gadchiroli,2021,Kurkheda,1,3,1,12
Gadchiroli,2021,Korachi,0,2,0,7
Gadchiroli,2021,Dhanora,1,1,1,16
Gadchiroli,2021,Gadchiroli,1,3,1,13
Gadchiroli,2021,Chomoshi,1,5,1,21
Gadchiroli,2021,Mulchera,0,1,0,6
Gadchiroli,2021,Etapalli,0,5,0,15
Gadchiroli,2021,Bhamragad,0,3,0,7
Gadchiroli,2021,Aheri,0,5,1,19
Gadchiroli,2021,Sironcha,0,6,1,13
Gondia,2012,Tiroda,1,7,,
Gondia,2012,Goregaon,,3,,
Gondia,2012,Gondia,1,6,,
Gondia,2012,Aamgaon,1,2,,
Gondia,2012,Salekasa,,0,,
Gondia,2012,Sadak Arjuni,,2,,
Gondia,2012,Arjuni Morgaon,1,3,,
Gondia,2012,Devari,1,8,,
Gondia,2013,Tiroda,1,7,,
Gondia,2013,Goregaon,,3,,
Gondia,2013,Gondia,1,6,,
Gondia,2013,Aamgaon,1,2,,
Gondia,2013,Salekasa,,0,,
Gondia,2013,Sadak Arjuni,,2,,
Gondia,2013,Arjuni Morgaon,1,3,,
Gondia,2013,Devari,1,8,,
Gondia,2014,Tiroda,1,9,,
Gondia,2014,Goregaon,,2,,
Gondia,2014,Gondia,1,6,,
Gondia,2014,Aamgaon,1,5,,
Gondia,2014,Salekasa,,3,,
Gondia,2014,Sadak Arjuni,,4,,
Gondia,2014,Arjuni Morgaon,1,13,,
Gondia,2014,Devari,1,12,,
Gondia,2015,Tiroda,1,9,,
Gondia,2015,Goregaon,,3,,
Gondia,2015,Gondia,1,7,,
Gondia,2015,Aamgaon,1,7,,
Gondia,2015,Salekasa,,3,,
Gondia,2015,Sadak Arjuni,,5,,
Gondia,2015,Arjuni Morgaon,1,8,,
Gondia,2015,Devari,2,10,,
Gondia,2016,Tiroda,1,9,,
Gondia,2016,Goregaon,,3,,
Gondia,2016,Gondia,1,7,,
Gondia,2016,Aamgaon,1,5,,
Gondia,2016,Salekasa,,3,,
Gondia,2016,Sadak Arjuni,,5,,
Gondia,2016,Arjuni Morgaon,1,8,,
Gondia,2016,Devari,1,10,,
Gondia,2017,Tiroda,1,9,,
Gondia,2017,Goregaon,,3,,
Gondia,2017,Gondia,1,7,,
Gondia,2017,Aamgaon,1,5,,
Gondia,2017,Salekasa,,3,,
Gondia,2017,Sadak Arjuni,,6,,
Gondia,2017,Arjuni Morgaon,1,7,,
Gondia,2017,Devari,1,10,,
Gondia,2018,Tiroda,1,9,0,16
Gondia,2018,Goregaon,0,3,0,7
Gondia,2018,Gondia,1,7,1,24
Gondia,2018,Aamgaon,1,5,0,10
Gondia,2018,Salekasa,0,3,0,9
Gondia,2018,Sadak Arjuni,0,6,0,10
Gondia,2018,Arjuni Morgaon,1,7,0,12
Gondia,2018,Devari,1,10,0,16
Gondia,2019,Tiroda,1,9,0,16
Gondia,2019,Goregaon,0,3,0,7
Gondia,2019,Gondia,1,7,1,24
Gondia,2019,Aamgaon,1,5,0,10
Gondia,2019,Salekasa,0,3,0,9
Gondia,2019,Sadak Arjuni,0,6,0,10
Gondia,2019,Arjuni Morgaon,1,7,0,12
Gondia,2019,Devari,1,10,0,16
Gondia,2020,Tiroda,1,9,0,16
Gondia,2020,Goregaon,0,3,0,7
Gondia,2020,Gondia,1,7,1,24
Gondia,2020,Aamgaon,1,5,0,10
Gondia,2020,Salekasa,0,3,0,9
Gondia,2020,Sadak Arjuni,0,6,0,10
Gondia,2020,Arjuni Morgaon,1,7,0,12
Gondia,2020,Devari,1,10,0,16
Gondia,2021,Tiroda,1,9,0,16
Gondia,2021,Goregaon,0,3,0,7
Gondia,2021,Gondia,1,7,1,24
Gondia,2021,Aamgaon,1,5,0,10
Gondia,2021,Salekasa,0,3,0,9
Gondia,2021,Sadak Arjuni,0,6,0,10
Gondia,2021,Arjuni Morgaon,1,7,0,12
Gondia,2021,Devari,1,10,0,16
Hingoli,2012,Sengaon,1,7,,
Hingoli,2012,Hingoli,1,11,,
Hingoli,2012,Aundha na,1,6,,
Hingoli,2012,Kalamanuri,1,7,,
Hingoli,2012,vasamat,1,15,,
Hingoli,2013,Sengaon,1,3,,
Hingoli,2013,Hingoli,1,3,,
Hingoli,2013,Aundha na,1,3,,
Hingoli,2013,Kalamanuri,1,6,,
Hingoli,2013,vasamat,1,3,,
Hingoli,2014,Sengaon,1,7,,
Hingoli,2014,Hingoli,1,11,,
Hingoli,2014,Aundha na,1,6,,
Hingoli,2014,Kalamanuri,1,7,,
Hingoli,2014,vasamat,1,15,,
Hingoli,2015,Sengaon,1,7,,
Hingoli,2015,Hingoli,1,11,,
Hingoli,2015,Aundha na,1,6,,
Hingoli,2015,Kalamanuri,1,7,,
Hingoli,2015,vasamat,1,15,,
Hingoli,2016,Sengaon,1,7,,
Hingoli,2016,Hingoli,1,11,,
Hingoli,2016,Aundha na,1,6,,
Hingoli,2016,Kalamanuri,1,7,,
Hingoli,2016,vasamat,1,15,,
Hingoli,2017,Sengaon,1,7,,
Hingoli,2017,Hingoli,1,11,,
Hingoli,2017,Aundha na,1,6,,
Hingoli,2017,Kalamanuri,1,7,,
Hingoli,2017,vasamat,1,15,,
Hingoli,2018,Sengaon,1,7,0,11
Hingoli,2018,Hingoli,1,11,0,15
Hingoli,2018,Aundha na,1,6,0,10
Hingoli,2018,Kalamanuri,1,7,0,14
Hingoli,2018,vasamat,1,15,0,19
Hingoli,2019,Sengaon,1,7,0,11
Hingoli,2019,Hingoli,1,11,0,15
Hingoli,2019,Aundha na,1,6,0,10
Hingoli,2019,Kalamanuri,1,7,0,14
Hingoli,2019,vasamat,1,15,0,19
Hingoli,2020,Sengaon,1,7,0,11
Hingoli,2020,Hingoli,1,9,0,15
Hingoli,2020,Aundha na,1,5,0,10
Hingoli,2020,Kalamanuri,1,6,0,14
Hingoli,2020,vasamat,1,15,0,19
Hingoli,2021,Sengaon,1,7,0,11
Hingoli,2021,Hingoli,1,11,1,16
Hingoli,2021,Aundha na,1,6,0,10
Hingoli,2021,Kalamanuri,1,7,0,14
Hingoli,2021,vasamat,1,15,0,19
Jalna,2013,Bhokardan,0,0,,
Jalna,2013,Jaffrabad,0,0,,
Jalna,2013,Jalna,1,0,,
Jalna,2013,Badnapur,0,0,,
Jalna,2013,Ambad,0,0,,
Jalna,2013,Ghansawangi,0,0,,
Jalna,2013,Partur,0,0,,
Jalna,2013,Mantha,0,0,,
Jalna,2014,Bhokardan,1,0,,
Jalna,2014,Jaffrabad,1,0,,
Jalna,2014,Jalna,1,0,,
Jalna,2014,Badnapur,1,0,,
Jalna,2014,Ambad,1,0,,
Jalna,2014,Ghansawangi,0,0,,
Jalna,2014,Partur,0,0,,
Jalna,2014,Mantha,1,0,,
Jalna,2015,Bhokardan,1,0,,
Jalna,2015,Jaffrabad,1,0,,
Jalna,2015,Jalna,1,0,,
Jalna,2015,Badnapur,1,0,,
Jalna,2015,Ambad,1,0,,
Jalna,2015,Ghansawangi,0,0,,
Jalna,2015,Partur,0,0,,
Jalna,2015,Mantha,1,0,,
Jalna,2016,Bhokardan,1,16,,
Jalna,2016,Jaffrabad,1,9,,
Jalna,2016,Jalna,1,17,,
Jalna,2016,Badnapur,1,10,,
Jalna,2016,Ambad,1,18,,
Jalna,2016,Ghansawangi,0,9,,
Jalna,2016,Partur,0,7,,
Jalna,2016,Mantha,1,18,,
Jalna,2017,Bhokardan,1,0,,
Jalna,2017,Jaffrabad,1,0,,
Jalna,2017,Jalna,1,0,,
Jalna,2017,Badnapur,1,0,,
Jalna,2017,Ambad,1,0,,
Jalna,2017,Ghansawangi,0,0,,
Jalna,2017,Partur,0,0,,
Jalna,2017,Mantha,1,0,,
Jalna,2018,Bhokardan,1,10,,
Jalna,2018,Jaffrabad,1,4,,
Jalna,2018,Jalna,1,10,,
Jalna,2018,Badnapur,1,6,,
Jalna,2018,Ambad,1,13,,
Jalna,2018,Ghansawangi,0,3,,
Jalna,2018,Partur,0,2,,
Jalna,2018,Mantha,1,13,,
Jalna,2019,Bhokardan,1,10,0,16
Jalna,2019,Jaffrabad,1,4,0,9
Jalna,2019,Jalna,1,10,0,17
Jalna,2019,Badnapur,1,6,1,10
Jalna,2019,Ambad,1,13,0,18
Jalna,2019,Ghansawangi,0,3,0,9
Jalna,2019,Partur,0,2,0,7
Jalna,2019,Mantha,1,13,0,18
Jalna,2020,Bhokardan,1,10,0,16
Jalna,2020,Jaffrabad,1,4,0,9
Jalna,2020,Jalna,1,10,0,17
Jalna,2020,Badnapur,1,6,1,10
Jalna,2020,Ambad,1,13,0,18
Jalna,2020,Ghansawangi,0,3,0,9
Jalna,2020,Partur,0,2,0,7
Jalna,2020,Mantha,1,13,0,18
Jalna,2021,Bhokardan,1,10,0,16
Jalna,2021,Jaffrabad,1,4,0,9
Jalna,2021,Jalna,1,10,0,17
Jalna,2021,Badnapur,1,6,1,10
Jalna,2021,Ambad,1,13,0,18
Jalna,2021,Ghansawangi,0,3,0,9
Jalna,2021,Partur,0,2,0,7
Jalna,2021,Mantha,1,13,0,18
Latur,2012,Latur,2,13,,
Latur,2012,Renapur,1,6,,
Latur,2012,Ahamadpur,1,7,,
Latur,2012,Jalkot,,4,,
Latur,2012,Chakur,,11,,
Latur,2012,Shirur-Anantpal,,5,,
Latur,2012,Aosa,1,10,,
Latur,2012,Nilanga,1,11,,
Latur,2012,Devani,,4,,
Latur,2012,Udgir,1,21,,
Latur,2013,Latur,2,13,,
Latur,2013,Renapur,1,6,,
Latur,2013,Ahamadpur,1,7,,
Latur,2013,Jalkot,,4,,
Latur,2013,Chakur,,11,,
Latur,2013,Shirur-Anantpal,,5,,
Latur,2013,Aosa,1,10,,
Latur,2013,Nilanga,1,4,,
Latur,2013,Devani,,11,,
Latur,2013,Udgir,1,21,,
Latur,2014,Latur,2,13,,
Latur,2014,Renapur,1,6,,
Latur,2014,Ahamadpur,1,7,,
Latur,2014,Jalkot,0,4,,
Latur,2014,Chakur,0,11,,
Latur,2014,Shirur-Anantpal,0,5,,
Latur,2014,Aosa,1,10,,
Latur,2014,Nilanga,1,10,,
Latur,2014,Devani,0,4,,
Latur,2014,Udgir,1,21,,
Latur,2015,Latur,2,13,,
Latur,2015,Renapur,1,6,,
Latur,2015,Ahamadpur,1,7,,
Latur,2015,Jalkot,0,4,,
Latur,2015,Chakur,0,11,,
Latur,2015,Shirur-Anantpal,0,5,,
