District,Year,Taluka,Length of Rivers,"Number of Lakes, Ponds or Reservoirs Suitable for Fishing",Area Suitable for Fishing,Area Used for Commercial Fisheries,Groundwater Fish Production,Price Received by Producers for Fish Caught,Fish Seeds Used,Fish Business Cooperatives,Members in Fish Business Cooperatives
Gadchiroli,2015,Bhamragad,,123.0,211.0,120.0,150.0,7500000.0,1500000.0,2.0,224.0
Gadchiroli,2015,Aheri,,69.0,268.0,210.0,250.0,12500000.0,2000000.0,4.0,415.0
Gadchiroli,2015,Sironcha,,87.0,451.0,340.0,200.0,10000000.0,2500000.0,1.0,558.0
Gadchiroli,2016,Desaiganj,,207.0,576.0,528.0,300.0,15000000.0,2500000.0,13.0,1909.0
Gadchiroli,2016,Aarmori,,487.0,658.0,366.0,400.0,20000000.0,2300000.0,9.0,1470.0
Gadchiroli,2016,Kurkheda,,371.0,554.0,378.0,250.0,12500000.0,2500000.0,6.0,721.0
Gadchiroli,2016,Korachi,,104.0,112.0,60.0,100.0,5000000.0,500000.0,0.0,0.0
Gadchiroli,2016,Dhanora,,407.0,559.0,361.0,200.0,10000000.0,2500000.0,2.0,140.0
Gadchiroli,2016,Gadchiroli,,487.0,883.0,685.0,850.0,42500000.0,5000000.0,13.0,2429.0
Gadchiroli,2016,Chomoshi,,1178.0,2822.0,2018.0,700.0,35000000.0,3700000.0,15.0,2748.0
Gadchiroli,2016,Mulchera,,208.0,365.0,180.0,300.0,15000000.0,2500000.0,4.0,556.0
Gadchiroli,2016,Etapalli,,1146.0,1207.0,123.0,50.0,2500000.0,1000000.0,0.0,0.0
Gadchiroli,2016,Bhamragad,,123.0,211.0,120.0,50.0,5000000.0,1500000.0,0.0,0.0
Gadchiroli,2016,Aheri,,69.0,268.0,210.0,300.0,12500000.0,2000000.0,3.0,400.0
Gadchiroli,2016,Sironcha,,87.0,451.0,340.0,250.0,12500000.0,2000000.0,1.0,388.0
Gadchiroli,2017,Desaiganj,,207.0,576.0,528.0,500.0,40000000.0,2400000.0,14.0,1662.0
Gadchiroli,2017,Aarmori,,487.0,658.0,366.0,350.0,28000000.0,2200000.0,14.0,1635.0
Gadchiroli,2017,Kurkheda,,371.0,554.0,378.0,300.0,24000000.0,2400000.0,10.0,813.0
Gadchiroli,2017,Korachi,,104.0,112.0,60.0,50.0,4000000.0,400000.0,1.0,48.0
Gadchiroli,2017,Dhanora,,407.0,559.0,361.0,400.0,32000000.0,2400000.0,7.0,723.0
Gadchiroli,2017,Gadchiroli,,487.0,883.0,685.0,900.0,72000000.0,4900000.0,16.0,2500.0
Gadchiroli,2017,Chomoshi,,1178.0,2822.0,2018.0,950.0,76000000.0,3700000.0,19.0,2139.0
Gadchiroli,2017,Mulchera,,208.0,365.0,180.0,150.0,12000000.0,2700000.0,6.0,444.0
Gadchiroli,2017,Etapalli,,1146.0,1207.0,123.0,50.0,4000000.0,900000.0,2.0,168.0
Gadchiroli,2017,Bhamragad,,123.0,211.0,120.0,100.0,8000000.0,1400000.0,2.0,224.0
Gadchiroli,2017,Aheri,,69.0,268.0,210.0,150.0,12000000.0,2700000.0,4.0,415.0
Gadchiroli,2017,Sironcha,,87.0,451.0,340.0,100.0,8000000.0,2400000.0,1.0,558.0
Gadchiroli,2018,Desaiganj,,207.0,576.0,528.0,350.0,35000000.0,3000000.0,14.0,1662.0
Gadchiroli,2018,Aarmori,,487.0,658.0,366.0,400.0,40000000.0,2000000.0,14.0,1635.0
Gadchiroli,2018,Kurkheda,,371.0,554.0,378.0,250.0,25000000.0,2500000.0,10.0,813.0
Gadchiroli,2018,Korachi,,104.0,112.0,60.0,150.0,15000000.0,500000.0,1.0,48.0
Gadchiroli,2018,Dhanora,,407.0,559.0,361.0,200.0,20000000.0,2000000.0,7.0,723.0
Gadchiroli,2018,Gadchiroli,,487.0,883.0,685.0,900.0,90000000.0,5000000.0,16.0,2500.0
Gadchiroli,2018,Chomoshi,,1178.0,2822.0,2018.0,650.0,65000000.0,3500000.0,19.0,2139.0
Gadchiroli,2018,Mulchera,,208.0,365.0,180.0,250.0,25000000.0,2000000.0,6.0,444.0
Gadchiroli,2018,Etapalli,,1146.0,1207.0,123.0,60.0,6000000.0,1500000.0,2.0,168.0
Gadchiroli,2018,Bhamragad,,123.0,211.0,120.0,80.0,8000000.0,1000000.0,2.0,224.0
Gadchiroli,2018,Aheri,,69.0,268.0,210.0,340.0,34000000.0,2000000.0,4.0,415.0
Gadchiroli,2018,Sironcha,,87.0,451.0,340.0,270.0,27000000.0,1500000.0,1.0,558.0
Gadchiroli,2019,Desaiganj,,207.0,576.0,528.0,350.0,35000000.0,3000000.0,14.0,1662.0
Gadchiroli,2019,Aarmori,,487.0,658.0,366.0,400.0,40000000.0,2500000.0,14.0,1635.0
Gadchiroli,2019,Kurkheda,,371.0,554.0,378.0,250.0,25000000.0,2500000.0,10.0,813.0
Gadchiroli,2019,Korachi,,104.0,112.0,60.0,150.0,15000000.0,500000.0,1.0,48.0
Gadchiroli,2019,Dhanora,,407.0,559.0,361.0,200.0,20000000.0,2000000.0,7.0,723.0
Gadchiroli,2019,Gadchiroli,,487.0,883.0,685.0,950.0,95000000.0,5500000.0,16.0,2500.0
Gadchiroli,2019,Chomoshi,,1178.0,2822.0,2018.0,700.0,70000000.0,8000000.0,19.0,2139.0
Gadchiroli,2019,Mulchera,,208.0,365.0,180.0,250.0,25000000.0,2000000.0,6.0,444.0
Gadchiroli,2019,Etapalli,,1146.0,1207.0,123.0,60.0,6000000.0,1500000.0,2.0,168.0
Gadchiroli,2019,Bhamragad,,123.0,211.0,120.0,80.0,8000000.0,1000000.0,2.0,224.0
Gadchiroli,2019,Aheri,,69.0,268.0,210.0,340.0,34000000.0,2000000.0,4.0,415.0
Gadchiroli,2019,Sironcha,,87.0,451.0,340.0,270.0,27000000.0,1500000.0,1.0,558.0
Gadchiroli,2020,Desaiganj,,207.0,576.0,528.0,450.0,45000000.0,3000000.0,13.0,1515.0
Gadchiroli,2020,Aarmori,,487.0,658.0,366.0,300.0,30000000.0,2500000.0,9.0,1341.0
Gadchiroli,2020,Kurkheda,,371.0,554.0,378.0,250.0,25000000.0,2500000.0,6.0,598.0
Gadchiroli,2020,Korachi,,104.0,112.0,60.0,150.0,15000000.0,500000.0,0.0,0.0
Gadchiroli,2020,Dhanora,,407.0,559.0,361.0,200.0,20000000.0,2000000.0,2.0,140.0
Gadchiroli,2020,Gadchiroli,,487.0,883.0,685.0,900.0,90000000.0,5500000.0,13.0,2261.0
Gadchiroli,2020,Chomoshi,,1178.0,2822.0,2018.0,790.0,79000000.0,8000000.0,16.0,2089.0
Gadchiroli,2020,Mulchera,,208.0,365.0,180.0,250.0,25000000.0,2000000.0,4.0,289.0
Gadchiroli,2020,Etapalli,,1146.0,1207.0,123.0,60.0,6000000.0,1500000.0,0.0,0.0
Gadchiroli,2020,Bhamragad,,123.0,211.0,120.0,80.0,8000000.0,1000000.0,0.0,0.0
Gadchiroli,2020,Aheri,,69.0,268.0,210.0,300.0,30000000.0,2000000.0,3.0,357.0
Gadchiroli,2020,Sironcha,,87.0,451.0,340.0,270.0,27000000.0,1500000.0,1.0,1123.0
Gadchiroli,2021,Desaiganj,,207.0,567.0,528.0,450.0,0.0,3000000.0,13.0,1515.0
Gadchiroli,2021,Aarmori,,487.0,658.0,366.0,280.0,0.0,2500000.0,9.0,1341.0
Gadchiroli,2021,Kurkheda,,371.0,554.0,378.0,250.0,0.0,2500000.0,6.0,598.0
Gadchiroli,2021,Korachi,,104.0,112.0,60.0,150.0,0.0,500000.0,0.0,0.0
Gadchiroli,2021,Dhanora,,407.0,559.0,361.0,200.0,0.0,1700000.0,2.0,140.0
Gadchiroli,2021,Gadchiroli,,487.0,883.0,685.0,600.0,0.0,5500000.0,13.0,2261.0
Gadchiroli,2021,Chomoshi,,1178.0,2822.0,2018.0,790.0,0.0,7000000.0,16.0,2089.0
Gadchiroli,2021,Mulchera,,208.0,365.0,180.0,510.0,0.0,3000000.0,4.0,289.0
Gadchiroli,2021,Etapalli,,1146.0,1207.0,123.0,75.0,0.0,1500000.0,0.0,0.0
Gadchiroli,2021,Bhamragad,,123.0,211.0,120.0,80.0,0.0,1000000.0,0.0,0.0
Gadchiroli,2021,Aheri,,69.0,268.0,210.0,270.0,0.0,2000000.0,3.0,357.0
Gadchiroli,2021,Sironcha,,87.0,451.0,340.0,270.0,0.0,2000000.0,1.0,521.0
Gondia,2012,Tiroda,250.0,952.0,2419.0,2395.0,850.0,42500000.0,5200000.0,9.0,917.0
Gondia,2012,Goregaon,,1026.0,2160.0,2136.0,860.0,43000000.0,5600000.0,18.0,812.0
Gondia,2012,Gondia,,1370.0,2277.0,2253.0,910.0,45500000.0,5000000.0,22.0,1398.0
Gondia,2012,Aamgaon,,620.0,633.0,608.0,350.0,17500000.0,2000000.0,12.0,519.0
Gondia,2012,Salekasa,,1259.0,3928.0,3910.0,1350.0,67500000.0,7700000.0,11.0,672.0
Gondia,2012,Sadak Arjuni,,420.0,1253.0,1229.0,490.0,24500000.0,3000000.0,21.0,1603.0
Gondia,2012,Arjuni Morgaon,,649.0,8192.0,8145.0,2480.0,124000000.0,9900000.0,32.0,2036.0
Gondia,2012,Devari,,772.0,1403.0,1379.0,620.0,31000000.0,4800000.0,12.0,753.0
Gondia,2013,Tiroda,250.0,951.0,2329.0,1354.0,941.0,56460000.0,5300000.0,14.0,1100.0
Gondia,2013,Goregaon,,1026.0,2960.0,1475.0,980.0,58800000.0,6300000.0,19.0,930.0
Gondia,2013,Gondia,,1370.0,2277.0,1259.0,1023.0,61379999.99999999,5300000.0,20.0,1398.0
Gondia,2013,Aamgaon,,620.0,633.0,599.0,398.0,23880000.0,2600000.0,11.0,519.0
Gondia,2013,Salekasa,,1259.0,3828.0,2894.0,1498.0,89880000.0,8900000.0,8.0,672.0
Gondia,2013,Sadak Arjuni,,423.0,1407.0,1385.0,600.0,36000000.0,3600000.0,21.0,1662.0
Gondia,2013,Arjuni Morgaon,,640.0,8192.0,7489.0,3095.0,185700000.0,14400000.0,27.0,2036.0
Gondia,2013,Devari,,772.0,1403.0,825.0,590.0,35400000.0,5400000.0,13.0,833.0
Gondia,2014,Tiroda,250.0,951.0,2334.0,1346.0,791.0,56460000.0,5200000.0,14.0,1100.0
Gondia,2014,Goregaon,,936.0,2590.0,1112.0,870.0,52200000.0,5400000.0,19.0,930.0
Gondia,2014,Gondia,,1293.0,2259.0,1254.0,743.0,44580000.0,4500000.0,20.0,1398.0
Gondia,2014,Aamgaon,,604.0,431.0,397.0,353.0,21180000.0,2600000.0,11.0,519.0
Gondia,2014,Salekasa,,1249.0,3761.0,2827.0,1708.0,102580000.0,10400000.0,8.0,672.0
Gondia,2014,Sadak Arjuni,,420.0,1219.0,1197.0,817.0,49020000.0,5300000.0,21.0,1662.0
Gondia,2014,Arjuni Morgaon,,563.0,7855.0,7152.0,4420.0,265200000.0,27000000.0,27.0,2036.0
Gondia,2014,Devari,,761.0,1392.0,814.0,482.0,29280000.0,3000000.0,13.0,833.0
Gondia,2015,Tiroda,250.0,951.0,2334.0,1346.0,811.0,48660000.0,5200000.0,14.0,1100.0
Gondia,2015,Goregaon,,936.0,2590.0,1112.0,879.0,52740000.0,5400000.0,19.0,930.0
Gondia,2015,Gondia,,1293.0,2259.0,1254.0,775.0,46500000.0,4500000.0,20.0,1398.0
Gondia,2015,Aamgaon,,604.0,431.0,397.0,379.0,22740000.0,2600000.0,11.0,519.0
Gondia,2015,Salekasa,,1250.0,3901.0,2967.0,1750.0,105000000.0,10300000.0,8.0,672.0
Gondia,2015,Sadak Arjuni,,420.0,1219.0,1197.0,839.0,50340000.0,5300000.0,21.0,1662.0
Gondia,2015,Arjuni Morgaon,,563.0,7855.0,7152.0,4500.0,270000000.0,26800000.0,27.0,2036.0
Gondia,2015,Devari,,761.0,1392.0,814.0,495.0,29700000.0,3000000.0,13.0,833.0
Gondia,2016,Tiroda,250.0,951.0,2334.0,1346.0,875.0,61250000.0,5400000.0,14.0,1100.0
Gondia,2016,Goregaon,,936.0,2590.0,1112.0,875.0,61250000.0,6000000.0,19.0,930.0
Gondia,2016,Gondia,,1293.0,2259.0,1254.0,766.0,54320000.00000001,4700000.0,20.0,1398.0
Gondia,2016,Aamgaon,,604.0,431.0,397.0,438.0,30600000.0,2700000.0,11.0,519.0
Gondia,2016,Salekasa,,1250.0,3901.0,2967.0,1751.0,122570000.0,10800000.0,8.0,672.0
Gondia,2016,Sadak Arjuni,,420.0,1219.0,1197.0,876.0,61320000.00000001,5400000.0,21.0,1662.0
Gondia,2016,Arjuni Morgaon,,563.0,7855.0,7152.0,4817.0,337190000.0,29000000.0,27.0,2036.0
Gondia,2016,Devari,,761.0,1392.0,814.0,547.0,38290000.0,3400000.0,13.0,833.0
Gondia,2017,Tiroda,250.0,951.0,2334.0,1346.0,143.0,10010000.0,1400000.0,14.0,1100.0
Gondia,2017,Goregaon,,936.0,2590.0,1112.0,140.0,9800000.0,1200000.0,19.0,930.0
Gondia,2017,Gondia,,1293.0,2259.0,1254.0,126.0,8800000.0,1100000.0,20.0,1398.0
Gondia,2017,Aamgaon,,604.0,431.0,397.0,77.0,5400000.0,900000.0,11.0,519.0
Gondia,2017,Salekasa,,1250.0,3901.0,2967.0,268.0,18760000.0,2600000.0,8.0,672.0
Gondia,2017,Sadak Arjuni,,420.0,1219.0,1197.0,161.0,11270000.0,1600000.0,21.0,1662.0
Gondia,2017,Arjuni Morgaon,,563.0,7855.0,7197.0,788.0,55160000.0,7600000.0,27.0,2036.0
Gondia,2017,Devari,,761.0,1392.0,814.0,90.0,6300000.0,900000.0,13.0,833.0
Gondia,2018,Tiroda,250.0,951.0,2334.0,1346.0,125.0,7500000.0,4100000.0,14.0,1485.0
Gondia,2018,Goregaon,,936.0,2590.0,1112.0,103.0,6180000.0,3400000.0,19.0,832.0
Gondia,2018,Gondia,,1293.0,2259.0,1254.0,116.0,6959999.999999999,3900000.0,20.0,1796.0
Gondia,2018,Aamgaon,,604.0,431.0,397.0,37.0,2220000.0,1200000.0,11.0,642.0
Gondia,2018,Salekasa,,1250.0,3901.0,2967.0,275.0,16500000.0,9200000.0,8.0,586.0
Gondia,2018,Sadak Arjuni,,420.0,1219.0,1197.0,110.0,6600000.0,3700000.0,21.0,1521.0
Gondia,2018,Arjuni Morgaon,,563.0,7855.0,7197.0,670.0,40200000.0,22200000.0,27.0,3039.0
Gondia,2018,Devari,,761.0,1392.0,814.0,76.0,4560000.0,2500000.0,13.0,540.0
Gondia,2019,Tiroda,250.0,951.0,2334.0,1346.0,557.0,36205000.0,2221000.0,14.0,1485.0
Gondia,2019,Goregaon,,936.0,2590.0,1112.0,459.0,29835000.000000004,1832999.9999999998,19.0,832.0
Gondia,2019,Gondia,,1293.0,2259.0,1254.0,518.0,33670000.0,2068000.0,20.0,1796.0
Gondia,2019,Aamgaon,,604.0,431.0,397.0,164.0,10660000.0,663000.0,11.0,642.0
Gondia,2019,Salekasa,,1250.0,3901.0,2967.0,1227.0,79755000.0,4900000.0,8.0,586.0
Gondia,2019,Sadak Arjuni,,420.0,1219.0,1197.0,496.0,32239999.999999996,1975000.0,21.0,1521.0
Gondia,2019,Arjuni Morgaon,,563.0,7855.0,7197.0,2959.0,192335000.0,11800000.0,27.0,3039.0
Gondia,2019,Devari,,761.0,1392.0,814.0,336.0,21840000.0,1340000.0,13.0,540.0
Gondia,2020,Tiroda,250.0,951.0,2334.0,1346.0,564.0,56360000.0,1600000.0,14.0,1485.0
Gondia,2020,Goregaon,,936.0,2590.0,1112.0,493.0,49315000.0,1400000.0,19.0,832.0
Gondia,2020,Gondia,,1293.0,2259.0,1254.0,543.0,54246000.0,1534000.0,20.0,1796.0
Gondia,2020,Aamgaon,,604.0,431.0,397.0,176.0,17614000.0,500000.0,11.0,642.0
Gondia,2020,Salekasa,,1250.0,3901.0,2967.0,1282.0,128219000.0,3629999.9999999995,8.0,586.0
Gondia,2020,Sadak Arjuni,,420.0,1219.0,1197.0,514.0,51428000.0,1450000.0,21.0,1521.0
Gondia,2020,Arjuni Morgaon,,563.0,7855.0,7197.0,3121.0,312093000.0,8840000.0,27.0,3039.0
Gondia,2020,Devari,,761.0,1392.0,814.0,352.0,35225000.0,1000000.0,13.0,540.0
Gondia,2021,Tiroda,250.0,951.0,2334.0,1346.0,665.0,79800000.0,2000000.0,14.0,1485.0
Gondia,2021,Goregaon,,936.0,2590.0,1112.0,550.0,66000000.0,1900000.0,18.0,832.0
Gondia,2021,Gondia,,1293.0,2259.0,1254.0,602.0,72200000.0,2000000.0,21.0,1823.0
Gondia,2021,Aamgaon,,604.0,431.0,397.0,196.0,23500000.0,900000.0,11.0,642.0
Gondia,2021,Salekasa,,1250.0,3901.0,2967.0,1467.0,176100000.0,4500000.0,9.0,618.0
Gondia,2021,Sadak Arjuni,,420.0,1219.0,1197.0,592.0,71000000.0,1800000.0,21.0,1521.0
Gondia,2021,Arjuni Morgaon,,563.0,7855.0,7197.0,3559.0,427100000.0,10300000.0,27.0,3039.0
Gondia,2021,Devari,,761.0,1392.0,814.0,401.0,48100000.0,1200000.0,13.0,540.0
Hingoli,2012,Sengaon,97.0,26.0,352.0,260.0,85.0,2550000.0,374000.0,4.0,170.0
Hingoli,2012,Hingoli,82.0,28.0,428.0,345.0,101.0,3030000.0,455000.0,4.0,109.0
Hingoli,2012,Aundha na,32.0,27.0,3045.0,3004.0,728.0,21840000.0,3240000.0,7.0,364.0
Hingoli,2012,Kalamanuri,40.0,19.0,341.0,304.0,81.0,2430000.0,362000.0,5.0,227.0
Hingoli,2012,vasamat,15.0,8.0,63.0,35.0,15.0,450000.0,69000.0,2.0,77.0
Hingoli,2013,Sengaon,97.0,26.0,352.0,260.0,72.0,2880000.0,374000.0,4.0,170.0
Hingoli,2013,Hingoli,82.0,28.0,421.0,345.0,91.0,3640000.0,455000.0,4.0,109.0
Hingoli,2013,Aundha na,32.0,27.0,3045.0,3004.0,708.0,28320000.0,3240000.0,7.0,364.0
Hingoli,2013,Kalamanuri,40.0,19.0,341.0,304.0,77.0,3080000.0,362000.0,5.0,227.0
Hingoli,2013,vasamat,15.0,8.0,63.0,35.0,12.0,480000.0,69000.0,2.0,77.0
Hingoli,2014,Sengaon,97.0,26.0,352.0,260.0,45.0,2700000.0,300000.0,4.0,170.0
Hingoli,2014,Hingoli,82.0,28.0,421.0,345.0,75.0,3750000.0,430000.0,4.0,109.0
Hingoli,2014,Aundha na,32.0,27.0,3045.0,3004.0,630.0,37800000.0,3400000.0,6.0,364.0
Hingoli,2014,Kalamanuri,40.0,19.0,341.0,304.0,50.0,3000000.0,300000.0,5.0,227.0
Hingoli,2014,vasamat,15.0,8.0,63.0,35.0,10.0,600000.0,70000.0,2.0,77.0
Hingoli,2015,Sengaon,97.0,26.0,352.0,260.0,40.0,2000000.0,326000.0,4.0,170.0
Hingoli,2015,Hingoli,82.0,28.0,421.0,345.0,70.0,3500000.0,1604000.0,4.0,109.0
Hingoli,2015,Aundha na,32.0,27.0,3045.0,3004.0,538.0,26900000.0,1350000.0,6.0,364.0
Hingoli,2015,Kalamanuri,40.0,19.0,341.0,304.0,32.0,1600000.0,620000.0,5.0,227.0
Hingoli,2015,vasamat,15.0,8.0,63.0,35.0,5.0,250000.0,50000.0,2.0,77.0
Hingoli,2016,Sengaon,97.0,26.0,352.0,260.0,25.0,1400000.0,300000.0,4.0,170.0
Hingoli,2016,Hingoli,82.0,28.0,421.0,345.0,50.0,2700000.0,1204000.0,4.0,109.0
Hingoli,2016,Aundha na,32.0,27.0,3045.0,3004.0,326.0,16900000.0,1104000.0,6.0,364.0
Hingoli,2016,Kalamanuri,40.0,19.0,341.0,304.0,25.0,1200000.0,620000.0,5.0,227.0
Hingoli,2016,vasamat,15.0,8.0,63.0,35.0,4.0,200000.0,50000.0,2.0,77.0
Hingoli,2017,Sengaon,97.0,26.0,352.0,260.0,38.0,1400000.0,500000.0,4.0,170.0
Hingoli,2017,Hingoli,82.0,28.0,421.0,345.0,129.0,2700000.0,440000.00000000006,4.0,109.0
Hingoli,2017,Aundha na,32.0,27.0,3045.0,3004.0,618.0,18000000.0,1100000.0,6.0,364.0
Hingoli,2017,Kalamanuri,40.0,19.0,341.0,304.0,552.0,16500000.0,600000.0,5.0,227.0
Hingoli,2017,vasamat,15.0,8.0,63.0,35.0,23.0,600000.0,200000.0,2.0,77.0
Hingoli,2018,Sengaon,97.0,26.0,352.0,260.0,30.0,900000.0,500000.0,4.0,170.0
Hingoli,2018,Hingoli,82.0,28.0,421.0,345.0,130.0,3900000.0,800000.0,4.0,109.0
Hingoli,2018,Aundha na,32.0,27.0,3045.0,3004.0,666.0,19900000.0,1600000.0,9.0,364.0
Hingoli,2018,Kalamanuri,40.0,19.0,341.0,304.0,265.0,7900000.0,800000.0,5.0,227.0
Hingoli,2018,vasamat,15.0,8.0,63.0,35.0,15.0,450000.0,400000.0,1.0,77.0
Hingoli,2019,Sengaon,97.0,26.0,352.0,260.0,22.0,660000.0,500000.0,4.0,170.0
Hingoli,2019,Hingoli,82.0,28.0,421.0,345.0,145.0,4350000.0,1200000.0,4.0,109.0
Hingoli,2019,Aundha na,32.0,27.0,3004.0,3004.0,560.0,16800000.0,2200000.0,9.0,364.0
Hingoli,2019,Kalamanuri,40.0,19.0,341.0,304.0,185.0,5550000.0,1200000.0,5.0,227.0
Hingoli,2019,vasamat,15.0,8.0,63.0,35.0,9.0,270000.0,600000.0,1.0,77.0
Hingoli,2020,Sengaon,97.0,26.0,352.0,260.0,42.0,1680000.0,600000.0,4.0,170.0
Hingoli,2020,Hingoli,82.0,28.0,421.0,345.0,170.0,6800000.0,1400000.0,5.0,136.0
Hingoli,2020,Aundha na,32.0,27.0,3045.0,3004.0,655.0,26200000.0,2200000.0,9.0,364.0
Hingoli,2020,Kalamanuri,40.0,19.0,341.0,304.0,293.0,11702000.0,1500000.0,5.0,227.0
Hingoli,2020,vasamat,15.0,8.0,63.0,35.0,14.0,600000.0,600000.0,1.0,77.0
Hingoli,2021,Sengaon,97.0,26.0,352.0,260.0,41.0,2460000.0,600000.0,4.0,170.0
Hingoli,2021,Hingoli,82.0,28.0,421.0,345.0,170.0,10200000.0,1400000.0,5.0,136.0
Hingoli,2021,Aundha na,32.0,27.0,3045.0,3004.0,650.0,30900000.0,2200000.0,9.0,364.0
Hingoli,2021,Kalamanuri,40.0,19.0,341.0,304.0,290.0,17400000.0,1500000.0,5.0,227.0
Hingoli,2021,vasamat,15.0,8.0,63.0,35.0,10.0,600000.0,600000.0,1.0,77.0
Jalna,2013,Bhokardan,45.0,127.0,1321.0,855.0,13.0,520000.0,13200000.0,10.0,336.0
Jalna,2013,Jaffrabad,80.0,111.0,824.0,404.0,15.0,750000.0,0.0,10.0,359.0
Jalna,2013,Jalna,70.0,148.0,1859.0,1429.0,20.0,1000000.0,0.0,11.0,409.0
Jalna,2013,Badnapur,40.0,115.0,1202.0,747.0,10.0,500000.0,0.0,5.0,157.0
Jalna,2013,Ambad,90.0,133.0,1674.0,1219.0,19.0,950000.0,0.0,11.0,449.0
Jalna,2013,Ghansawangi,50.0,86.0,1257.0,947.0,14.0,700000.0,0.0,10.0,448.0
Jalna,2013,Partur,50.0,68.0,5643.0,5438.0,23.0,1150000.0,0.0,9.0,344.0
Jalna,2013,Mantha,40.0,195.0,1381.0,656.0,16.0,800000.0,0.0,7.0,297.0
Jalna,2014,Bhokardan,45.0,127.0,1321.0,855.0,400.0,24000000.0,11100000.0,10.0,336.0
Jalna,2014,Jaffrabad,80.0,111.0,824.0,404.0,250.0,15000000.0,0.0,10.0,359.0
Jalna,2014,Jalna,70.0,148.0,1859.0,1429.0,400.0,24000000.0,0.0,11.0,409.0
Jalna,2014,Badnapur,40.0,115.0,1202.0,747.0,200.0,12000000.0,0.0,5.0,157.0
Jalna,2014,Ambad,90.0,133.0,1674.0,1219.0,380.0,22800000.0,0.0,11.0,449.0
Jalna,2014,Ghansawangi,50.0,86.0,1257.0,947.0,280.0,16800000.0,0.0,10.0,448.0
Jalna,2014,Partur,50.0,68.0,5643.0,5438.0,460.0,27600000.0,0.0,9.0,344.0
Jalna,2014,Mantha,40.0,195.0,1381.0,656.0,245.0,14700000.0,0.0,7.0,297.0
Jalna,2015,Bhokardan,45.0,127.0,1321.0,855.0,357.0,21400000.0,12600000.0,10.0,336.0
Jalna,2015,Jaffrabad,80.0,111.0,824.0,404.0,250.0,14400000.0,0.0,10.0,359.0
Jalna,2015,Jalna,70.0,148.0,1859.0,1429.0,484.0,29000000.0,0.0,11.0,409.0
Jalna,2015,Badnapur,40.0,115.0,1202.0,747.0,432.0,25900000.0,0.0,5.0,157.0
Jalna,2015,Ambad,90.0,133.0,1674.0,1219.0,512.0,30700000.0,0.0,11.0,449.0
Jalna,2015,Ghansawangi,50.0,86.0,1257.0,947.0,380.0,22800000.0,0.0,10.0,448.0
Jalna,2015,Partur,50.0,68.0,5643.0,5438.0,907.0,54400000.0,0.0,9.0,344.0
Jalna,2015,Mantha,40.0,195.0,1381.0,656.0,339.0,20300000.0,0.0,7.0,297.0
Jalna,2016,Bhokardan,45.0,9.0,731.0,731.0,233.0,13980000.000000002,934000.0,14.0,645.0
Jalna,2016,Jaffrabad,80.0,6.0,390.0,390.0,125.0,7500000.0,409999.99999999994,11.0,386.0
Jalna,2016,Jalna,70.0,10.0,1109.0,1109.0,386.0,23160000.0,1210000.0,11.0,409.0
Jalna,2016,Badnapur,40.0,4.0,647.0,647.0,40.0,2400000.0,600000.0,5.0,157.0
Jalna,2016,Ambad,90.0,12.0,1027.0,1027.0,306.0,18360000.0,1250000.0,11.0,449.0
Jalna,2016,Ghansawangi,50.0,9.0,1031.0,1031.0,340.0,20400000.0,1220000.0,11.0,367.0
Jalna,2016,Partur,50.0,7.0,5338.0,5338.0,1629.0,97740000.0,5200000.0,13.0,428.0
Jalna,2016,Mantha,40.0,10.0,456.0,456.0,141.0,8460000.0,470000.0,8.0,390.0
Jalna,2017,Bhokardan,45.0,9.0,730.8,730.8,243.0,14580000.000000002,934000.0,14.0,645.0
Jalna,2017,Jaffrabad,80.0,6.0,390.38,390.38,135.0,8100000.0,409999.99999999994,11.0,386.0
Jalna,2017,Jalna,70.0,10.0,1109.26,1109.26,396.0,23760000.0,1210000.0,11.0,409.0
Jalna,2017,Badnapur,40.0,4.0,647.0,647.0,50.0,3000000.0,600000.0,5.0,157.0
Jalna,2017,Ambad,90.0,12.0,1027.3,1027.3,316.0,18960000.0,1250000.0,11.0,449.0
Jalna,2017,Ghansawangi,50.0,9.0,1030.5,1030.5,350.0,21000000.0,1220000.0,11.0,367.0
Jalna,2017,Partur,50.0,7.0,5338.0,5338.0,1639.0,98340000.0,5200000.0,13.0,428.0
Jalna,2017,Mantha,40.0,10.0,455.65,455.65,141.0,9060000.0,470000.0,8.0,390.0
Jalna,2018,Bhokardan,45.0,9.0,730.8,730.8,243.0,14580000.000000002,934000.0,14.0,645.0
Jalna,2018,Jaffrabad,80.0,6.0,390.38,390.38,135.0,8100000.0,409999.99999999994,11.0,386.0
Jalna,2018,Jalna,70.0,10.0,1109.26,1109.26,396.0,23760000.0,1210000.0,11.0,409.0
Jalna,2018,Badnapur,40.0,4.0,647.0,647.0,50.0,3000000.0,600000.0,5.0,157.0
Jalna,2018,Ambad,90.0,12.0,1027.3,1027.3,316.0,18960000.0,1250000.0,11.0,449.0
Jalna,2018,Ghansawangi,50.0,9.0,1030.5,1030.5,350.0,21000000.0,1220000.0,11.0,367.0
Jalna,2018,Partur,50.0,7.0,5338.0,5338.0,1639.0,98340000.0,5200000.0,13.0,428.0
Jalna,2018,Mantha,40.0,10.0,455.65,455.65,141.0,9060000.0,470000.0,8.0,390.0
