Year,District,Taluka,Select Banks/ Bank Branches,Number
2014,Gondia,Devari,Branch Offices,10.0
2015,Gondia,Tiroda,Classified Banks,11.0
2015,Gondia,Tiroda,Branch Offices,19.0
2015,Gondia,Goregaon,Classified Banks,4.0
2015,Gondia,Goregaon,Branch Offices,8.0
2015,Gondia,Gondia,Classified Banks,25.0
2015,Gondia,Gondia,Branch Offices,45.0
2015,Gondia,Aamgaon,Classified Banks,8.0
2015,Gondia,Aamgaon,Branch Offices,12.0
2015,Gondia,Salekasa,Classified Banks,3.0
2015,Gondia,Salekasa,Branch Offices,5.0
2015,Gondia,Sadak Arjuni,Classified Banks,5.0
2015,Gondia,Sadak Arjuni,Branch Offices,12.0
2015,Gondia,Arjuni Morgaon,Classified Banks,9.0
2015,Gondia,Arjuni Morgaon,Branch Offices,17.0
2015,Gondia,Devari,Classified Banks,8.0
2015,Gondia,Devari,Branch Offices,10.0
2016,Gondia,Tiroda,Classified Banks,12.0
2016,Gondia,Tiroda,Branch Offices,20.0
2016,Gondia,Goregaon,Classified Banks,4.0
2016,Gondia,Goregaon,Branch Offices,8.0
2016,Gondia,Gondia,Classified Banks,22.0
2016,Gondia,Gondia,Branch Offices,52.0
2016,Gondia,Aamgaon,Classified Banks,6.0
2016,Gondia,Aamgaon,Branch Offices,10.0
2016,Gondia,Salekasa,Classified Banks,3.0
2016,Gondia,Salekasa,Branch Offices,5.0
2016,Gondia,Sadak Arjuni,Classified Banks,5.0
2016,Gondia,Sadak Arjuni,Branch Offices,12.0
2016,Gondia,Arjuni Morgaon,Classified Banks,7.0
2016,Gondia,Arjuni Morgaon,Branch Offices,14.0
2016,Gondia,Devari,Classified Banks,8.0
2016,Gondia,Devari,Branch Offices,10.0
2017,Gondia,Tiroda,Classified Banks,12.0
2017,Gondia,Tiroda,Branch Offices,20.0
2017,Gondia,Goregaon,Classified Banks,4.0
2017,Gondia,Goregaon,Branch Offices,8.0
2017,Gondia,Gondia,Classified Banks,22.0
2017,Gondia,Gondia,Branch Offices,53.0
2017,Gondia,Aamgaon,Classified Banks,6.0
2017,Gondia,Aamgaon,Branch Offices,10.0
2017,Gondia,Salekasa,Classified Banks,3.0
2017,Gondia,Salekasa,Branch Offices,5.0
2017,Gondia,Sadak Arjuni,Classified Banks,5.0
2017,Gondia,Sadak Arjuni,Branch Offices,12.0
2017,Gondia,Arjuni Morgaon,Classified Banks,7.0
2017,Gondia,Arjuni Morgaon,Branch Offices,14.0
2017,Gondia,Devari,Classified Banks,8.0
2017,Gondia,Devari,Branch Offices,10.0
2018,Gondia,Tiroda,Classified Banks,12.0
2018,Gondia,Tiroda,Branch Offices,15.0
2018,Gondia,Goregaon,Classified Banks,4.0
2018,Gondia,Goregaon,Branch Offices,5.0
2018,Gondia,Gondia,Classified Banks,22.0
2018,Gondia,Gondia,Branch Offices,44.0
2018,Gondia,Aamgaon,Classified Banks,6.0
2018,Gondia,Aamgaon,Branch Offices,8.0
2018,Gondia,Salekasa,Classified Banks,3.0
2018,Gondia,Salekasa,Branch Offices,3.0
2018,Gondia,Sadak Arjuni,Classified Banks,5.0
2018,Gondia,Sadak Arjuni,Branch Offices,8.0
2018,Gondia,Arjuni Morgaon,Classified Banks,7.0
2018,Gondia,Arjuni Morgaon,Branch Offices,9.0
2018,Gondia,Devari,Classified Banks,8.0
2018,Gondia,Devari,Branch Offices,8.0
2019,Gondia,Tiroda,Classified Banks,11.0
2019,Gondia,Tiroda,Branch Offices,14.0
2019,Gondia,Goregaon,Classified Banks,3.0
2019,Gondia,Goregaon,Branch Offices,5.0
2019,Gondia,Gondia,Classified Banks,24.0
2019,Gondia,Gondia,Branch Offices,48.0
2019,Gondia,Aamgaon,Classified Banks,6.0
2019,Gondia,Aamgaon,Branch Offices,8.0
2019,Gondia,Salekasa,Classified Banks,2.0
2019,Gondia,Salekasa,Branch Offices,4.0
2019,Gondia,Sadak Arjuni,Classified Banks,4.0
2019,Gondia,Sadak Arjuni,Branch Offices,8.0
2019,Gondia,Arjuni Morgaon,Classified Banks,6.0
2019,Gondia,Arjuni Morgaon,Branch Offices,9.0
2019,Gondia,Devari,Classified Banks,8.0
2019,Gondia,Devari,Branch Offices,9.0
2020,Gondia,Tiroda,Classified Banks,11.0
2020,Gondia,Tiroda,Branch Offices,14.0
2020,Gondia,Goregaon,Classified Banks,3.0
2020,Gondia,Goregaon,Branch Offices,5.0
2020,Gondia,Gondia,Classified Banks,20.0
2020,Gondia,Gondia,Branch Offices,48.0
2020,Gondia,Aamgaon,Classified Banks,6.0
2020,Gondia,Aamgaon,Branch Offices,8.0
2020,Gondia,Salekasa,Classified Banks,2.0
2020,Gondia,Salekasa,Branch Offices,4.0
2020,Gondia,Sadak Arjuni,Classified Banks,4.0
2020,Gondia,Sadak Arjuni,Branch Offices,8.0
2020,Gondia,Arjuni Morgaon,Classified Banks,6.0
2020,Gondia,Arjuni Morgaon,Branch Offices,9.0
2020,Gondia,Devari,Classified Banks,8.0
2020,Gondia,Devari,Branch Offices,9.0
2021,Gondia,Tiroda,Classified Banks,11.0
2021,Gondia,Tiroda,Branch Offices,14.0
2021,Gondia,Goregaon,Classified Banks,3.0
2021,Gondia,Goregaon,Branch Offices,5.0
2021,Gondia,Gondia,Classified Banks,20.0
2021,Gondia,Gondia,Branch Offices,45.0
2021,Gondia,Aamgaon,Classified Banks,5.0
2021,Gondia,Aamgaon,Branch Offices,7.0
2021,Gondia,Salekasa,Classified Banks,2.0
2021,Gondia,Salekasa,Branch Offices,4.0
2021,Gondia,Sadak Arjuni,Classified Banks,4.0
2021,Gondia,Sadak Arjuni,Branch Offices,9.0
2021,Gondia,Arjuni Morgaon,Classified Banks,6.0
2021,Gondia,Arjuni Morgaon,Branch Offices,9.0
2021,Gondia,Devari,Classified Banks,8.0
2021,Gondia,Devari,Branch Offices,9.0
2012,Hingoli,Sengaon,Classified Banks,3.0
2012,Hingoli,Sengaon,Branch Offices,14.0
2012,Hingoli,Hingoli,Classified Banks,14.0
2012,Hingoli,Hingoli,Branch Offices,27.0
2012,Hingoli,Aundha Na,Classified Banks,5.0
2012,Hingoli,Aundha Na,Branch Offices,11.0
2012,Hingoli,Kalamanuri,Classified Banks,5.0
2012,Hingoli,Kalamanuri,Branch Offices,17.0
2012,Hingoli,Vasamat,Classified Banks,6.0
2012,Hingoli,Vasamat,Branch Offices,19.0
2013,Hingoli,Sengaon,Classified Banks,3.0
2013,Hingoli,Sengaon,Branch Offices,14.0
2013,Hingoli,Hingoli,Classified Banks,16.0
2013,Hingoli,Hingoli,Branch Offices,29.0
2013,Hingoli,Aundha Na,Classified Banks,5.0
2013,Hingoli,Aundha Na,Branch Offices,11.0
2013,Hingoli,Kalamanuri,Classified Banks,5.0
2013,Hingoli,Kalamanuri,Branch Offices,19.0
2013,Hingoli,Vasamat,Classified Banks,6.0
2013,Hingoli,Vasamat,Branch Offices,22.0
2014,Hingoli,Sengaon,Classified Banks,4.0
2014,Hingoli,Sengaon,Branch Offices,15.0
2014,Hingoli,Hingoli,Classified Banks,18.0
2014,Hingoli,Hingoli,Branch Offices,32.0
2014,Hingoli,Aundha Na,Classified Banks,5.0
2014,Hingoli,Aundha Na,Branch Offices,12.0
2014,Hingoli,Kalamanuri,Classified Banks,5.0
2014,Hingoli,Kalamanuri,Branch Offices,21.0
2014,Hingoli,Vasamat,Classified Banks,7.0
2014,Hingoli,Vasamat,Branch Offices,23.0
2015,Hingoli,Sengaon,Classified Banks,5.0
2015,Hingoli,Sengaon,Branch Offices,16.0
2015,Hingoli,Hingoli,Classified Banks,20.0
2015,Hingoli,Hingoli,Branch Offices,35.0
2015,Hingoli,Aundha Na,Classified Banks,5.0
2015,Hingoli,Aundha Na,Branch Offices,12.0
2015,Hingoli,Kalamanuri,Classified Banks,5.0
2015,Hingoli,Kalamanuri,Branch Offices,21.0
2015,Hingoli,Vasamat,Classified Banks,7.0
2015,Hingoli,Vasamat,Branch Offices,24.0
2016,Hingoli,Sengaon,Classified Banks,5.0
2016,Hingoli,Sengaon,Branch Offices,16.0
2016,Hingoli,Hingoli,Classified Banks,21.0
2016,Hingoli,Hingoli,Branch Offices,36.0
2016,Hingoli,Aundha Na,Classified Banks,6.0
2016,Hingoli,Aundha Na,Branch Offices,14.0
2016,Hingoli,Kalamanuri,Classified Banks,5.0
2016,Hingoli,Kalamanuri,Branch Offices,21.0
2016,Hingoli,Vasamat,Classified Banks,8.0
2016,Hingoli,Vasamat,Branch Offices,25.0
2017,Hingoli,Sengaon,Classified Banks,4.0
2017,Hingoli,Sengaon,Branch Offices,16.0
2017,Hingoli,Hingoli,Classified Banks,20.0
2017,Hingoli,Hingoli,Branch Offices,36.0
2017,Hingoli,Aundha Na,Classified Banks,4.0
2017,Hingoli,Aundha Na,Branch Offices,14.0
2017,Hingoli,Kalamanuri,Classified Banks,4.0
2017,Hingoli,Kalamanuri,Branch Offices,20.0
2017,Hingoli,Vasamat,Classified Banks,7.0
2017,Hingoli,Vasamat,Branch Offices,25.0
2018,Hingoli,Sengaon,Classified Banks,4.0
2018,Hingoli,Sengaon,Branch Offices,16.0
2018,Hingoli,Hingoli,Classified Banks,20.0
2018,Hingoli,Hingoli,Branch Offices,36.0
2018,Hingoli,Aundha Na,Classified Banks,4.0
2018,Hingoli,Aundha Na,Branch Offices,14.0
2018,Hingoli,Kalamanuri,Classified Banks,4.0
2018,Hingoli,Kalamanuri,Branch Offices,20.0
2018,Hingoli,Vasamat,Classified Banks,7.0
2018,Hingoli,Vasamat,Branch Offices,25.0
2019,Hingoli,Sengaon,Classified Banks,4.0
2019,Hingoli,Sengaon,Branch Offices,16.0
2019,Hingoli,Hingoli,Classified Banks,20.0
2019,Hingoli,Hingoli,Branch Offices,36.0
2019,Hingoli,Aundha Na,Classified Banks,4.0
2019,Hingoli,Aundha Na,Branch Offices,14.0
2019,Hingoli,Kalamanuri,Classified Banks,4.0
2019,Hingoli,Kalamanuri,Branch Offices,20.0
2019,Hingoli,Vasamat,Classified Banks,7.0
2019,Hingoli,Vasamat,Branch Offices,25.0
2020,Hingoli,Sengaon,Classified Banks,3.0
2020,Hingoli,Sengaon,Branch Offices,7.0
2020,Hingoli,Hingoli,Classified Banks,15.0
2020,Hingoli,Hingoli,Branch Offices,25.0
2020,Hingoli,Aundha Na,Classified Banks,4.0
2020,Hingoli,Aundha Na,Branch Offices,8.0
2020,Hingoli,Kalamanuri,Classified Banks,3.0
2020,Hingoli,Kalamanuri,Branch Offices,11.0
2020,Hingoli,Vasamat,Classified Banks,8.0
2020,Hingoli,Vasamat,Branch Offices,16.0
2021,Hingoli,Sengaon,Classified Banks,3.0
2021,Hingoli,Sengaon,Branch Offices,7.0
2021,Hingoli,Hingoli,Classified Banks,15.0
2021,Hingoli,Hingoli,Branch Offices,25.0
2021,Hingoli,Aundha Na,Classified Banks,4.0
2021,Hingoli,Aundha Na,Branch Offices,8.0
2021,Hingoli,Kalamanuri,Classified Banks,3.0
2021,Hingoli,Kalamanuri,Branch Offices,11.0
2021,Hingoli,Vasamat,Classified Banks,7.0
2021,Hingoli,Vasamat,Branch Offices,16.0
2013,Jalna,Bhokardan,Classified Banks,6.0
2013,Jalna,Bhokardan,Branch Offices,14.0
2013,Jalna,Jaffrabad,Classified Banks,5.0
2013,Jalna,Jaffrabad,Branch Offices,8.0
2013,Jalna,Jalna,Classified Banks,23.0
2013,Jalna,Jalna,Branch Offices,38.0
2013,Jalna,Badnapur,Classified Banks,5.0
2013,Jalna,Badnapur,Branch Offices,8.0
2013,Jalna,Ambad,Classified Banks,6.0
2013,Jalna,Ambad,Branch Offices,11.0
2013,Jalna,Ghansawangi,Classified Banks,4.0
2013,Jalna,Ghansawangi,Branch Offices,8.0
2013,Jalna,Partur,Classified Banks,4.0
2013,Jalna,Partur,Branch Offices,10.0
2013,Jalna,Mantha,Classified Banks,3.0
2013,Jalna,Mantha,Branch Offices,4.0
2014,Jalna,Bhokardan,Classified Banks,6.0
2014,Jalna,Bhokardan,Branch Offices,14.0
2014,Jalna,Jaffrabad,Classified Banks,5.0
2014,Jalna,Jaffrabad,Branch Offices,8.0
2014,Jalna,Jalna,Classified Banks,23.0
2014,Jalna,Jalna,Branch Offices,38.0
2014,Jalna,Badnapur,Classified Banks,5.0
2014,Jalna,Badnapur,Branch Offices,9.0
2014,Jalna,Ambad,Classified Banks,6.0
2014,Jalna,Ambad,Branch Offices,13.0
2014,Jalna,Ghansawangi,Classified Banks,4.0
2014,Jalna,Ghansawangi,Branch Offices,8.0
2014,Jalna,Partur,Classified Banks,4.0
2014,Jalna,Partur,Branch Offices,11.0
2014,Jalna,Mantha,Classified Banks,3.0
2014,Jalna,Mantha,Branch Offices,4.0
2015,Jalna,Bhokardan,Classified Banks,6.0
2015,Jalna,Bhokardan,Branch Offices,14.0
2015,Jalna,Jaffrabad,Classified Banks,5.0
2015,Jalna,Jaffrabad,Branch Offices,8.0
2015,Jalna,Jalna,Classified Banks,23.0
2015,Jalna,Jalna,Branch Offices,40.0
2015,Jalna,Badnapur,Classified Banks,5.0
2015,Jalna,Badnapur,Branch Offices,11.0
2015,Jalna,Ambad,Classified Banks,6.0
2015,Jalna,Ambad,Branch Offices,14.0
2015,Jalna,Ghansawangi,Classified Banks,4.0
2015,Jalna,Ghansawangi,Branch Offices,8.0
2015,Jalna,Partur,Classified Banks,4.0
2015,Jalna,Partur,Branch Offices,13.0
2015,Jalna,Mantha,Classified Banks,3.0
2015,Jalna,Mantha,Branch Offices,4.0
2016,Jalna,Bhokardan,Classified Banks,13.0
2016,Jalna,Bhokardan,Branch Offices,31.0
2016,Jalna,Jaffrabad,Classified Banks,7.0
2016,Jalna,Jaffrabad,Branch Offices,16.0
2016,Jalna,Jalna,Classified Banks,36.0
2016,Jalna,Jalna,Branch Offices,62.0
2016,Jalna,Badnapur,Classified Banks,9.0
2016,Jalna,Badnapur,Branch Offices,17.0
2016,Jalna,Ambad,Classified Banks,11.0
2016,Jalna,Ambad,Branch Offices,30.0
2016,Jalna,Ghansawangi,Classified Banks,7.0
2016,Jalna,Ghansawangi,Branch Offices,17.0
2016,Jalna,Partur,Classified Banks,10.0
2016,Jalna,Partur,Branch Offices,21.0
2016,Jalna,Mantha,Classified Banks,6.0
2016,Jalna,Mantha,Branch Offices,10.0
2017,Jalna,Bhokardan,Classified Banks,13.0
2017,Jalna,Bhokardan,Branch Offices,31.0
2017,Jalna,Jaffrabad,Classified Banks,7.0
2017,Jalna,Jaffrabad,Branch Offices,16.0
2017,Jalna,Jalna,Classified Banks,36.0
2017,Jalna,Jalna,Branch Offices,62.0
2017,Jalna,Badnapur,Classified Banks,9.0
2017,Jalna,Badnapur,Branch Offices,17.0
2017,Jalna,Ambad,Classified Banks,11.0
2017,Jalna,Ambad,Branch Offices,30.0
2017,Jalna,Ghansawangi,Classified Banks,7.0
2017,Jalna,Ghansawangi,Branch Offices,17.0
2017,Jalna,Partur,Classified Banks,10.0
2017,Jalna,Partur,Branch Offices,21.0
2017,Jalna,Mantha,Classified Banks,6.0
2017,Jalna,Mantha,Branch Offices,10.0
2018,Jalna,Bhokardan,Classified Banks,7.0
2018,Jalna,Bhokardan,Branch Offices,25.0
2018,Jalna,Jaffrabad,Classified Banks,5.0
2018,Jalna,Jaffrabad,Branch Offices,13.0
2018,Jalna,Jalna,Classified Banks,23.0
2018,Jalna,Jalna,Branch Offices,51.0
2018,Jalna,Badnapur,Classified Banks,7.0
2018,Jalna,Badnapur,Branch Offices,14.0
2018,Jalna,Ambad,Classified Banks,8.0
2018,Jalna,Ambad,Branch Offices,24.0
2018,Jalna,Ghansawangi,Classified Banks,7.0
2018,Jalna,Ghansawangi,Branch Offices,19.0
2018,Jalna,Partur,Classified Banks,7.0
2018,Jalna,Partur,Branch Offices,18.0
2018,Jalna,Mantha,Classified Banks,4.0
2018,Jalna,Mantha,Branch Offices,9.0
2019,Jalna,Bhokardan,Classified Banks,7.0
2019,Jalna,Bhokardan,Branch Offices,27.0
2019,Jalna,Jaffrabad,Classified Banks,5.0
2019,Jalna,Jaffrabad,Branch Offices,14.0
2019,Jalna,Jalna,Classified Banks,23.0
2019,Jalna,Jalna,Branch Offices,48.0
2019,Jalna,Badnapur,Classified Banks,7.0
2019,Jalna,Badnapur,Branch Offices,14.0
2019,Jalna,Ambad,Classified Banks,8.0
2019,Jalna,Ambad,Branch Offices,27.0
2019,Jalna,Ghansawangi,Classified Banks,7.0
2019,Jalna,Ghansawangi,Branch Offices,17.0
2019,Jalna,Partur,Classified Banks,7.0
2019,Jalna,Partur,Branch Offices,17.0
2019,Jalna,Mantha,Classified Banks,4.0
2019,Jalna,Mantha,Branch Offices,10.0
2020,Jalna,Bhokardan,Classified Banks,7.0
2020,Jalna,Bhokardan,Branch Offices,27.0
2020,Jalna,Jaffrabad,Classified Banks,5.0
2020,Jalna,Jaffrabad,Branch Offices,14.0
2020,Jalna,Jalna,Classified Banks,23.0
2020,Jalna,Jalna,Branch Offices,46.0
2020,Jalna,Badnapur,Classified Banks,7.0
2020,Jalna,Badnapur,Branch Offices,14.0
2020,Jalna,Ambad,Classified Banks,8.0
2020,Jalna,Ambad,Branch Offices,27.0
2020,Jalna,Ghansawangi,Classified Banks,7.0
2020,Jalna,Ghansawangi,Branch Offices,17.0
2020,Jalna,Partur,Classified Banks,7.0
2020,Jalna,Partur,Branch Offices,17.0
2020,Jalna,Mantha,Classified Banks,4.0
2020,Jalna,Mantha,Branch Offices,10.0
2021,Jalna,Bhokardan,Classified Banks,7.0
2021,Jalna,Bhokardan,Branch Offices,27.0
2021,Jalna,Jaffrabad,Classified Banks,5.0
2021,Jalna,Jaffrabad,Branch Offices,14.0
2021,Jalna,Jalna,Classified Banks,23.0
2021,Jalna,Jalna,Branch Offices,46.0
2021,Jalna,Badnapur,Classified Banks,7.0
2021,Jalna,Badnapur,Branch Offices,14.0
2021,Jalna,Ambad,Classified Banks,8.0
2021,Jalna,Ambad,Branch Offices,27.0
2021,Jalna,Ghansawangi,Classified Banks,7.0
2021,Jalna,Ghansawangi,Branch Offices,17.0
2021,Jalna,Partur,Classified Banks,7.0
2021,Jalna,Partur,Branch Offices,17.0
2021,Jalna,Mantha,Classified Banks,4.0
2021,Jalna,Mantha,Branch Offices,10.0
2012,Latur,Latur,Classified Banks,21.0
2012,Latur,Latur,Branch Offices,71.0
2012,Latur,Renapur,Classified Banks,6.0
2012,Latur,Renapur,Branch Offices,15.0
2012,Latur,Ahamadpur,Classified Banks,5.0
2012,Latur,Ahamadpur,Branch Offices,19.0
2012,Latur,Jalkot,Classified Banks,3.0
2012,Latur,Jalkot,Branch Offices,7.0
2012,Latur,Chakur,Classified Banks,5.0
2012,Latur,Chakur,Branch Offices,19.0
2012,Latur,Shirur-Anantpal,Classified Banks,5.0
2012,Latur,Shirur-Anantpal,Branch Offices,12.0
2012,Latur,Aosa,Classified Banks,7.0
2012,Latur,Aosa,Branch Offices,27.0
2012,Latur,Nilanga,Classified Banks,6.0
2012,Latur,Nilanga,Branch Offices,27.0
2012,Latur,Devani,Classified Banks,4.0
2012,Latur,Devani,Branch Offices,12.0
2012,Latur,Udgir,Classified Banks,10.0
2012,Latur,Udgir,Branch Offices,30.0
2013,Latur,Latur,Classified Banks,21.0
2013,Latur,Latur,Branch Offices,73.0
2013,Latur,Renapur,Classified Banks,6.0
2013,Latur,Renapur,Branch Offices,15.0
2013,Latur,Ahamadpur,Classified Banks,5.0
2013,Latur,Ahamadpur,Branch Offices,21.0
2013,Latur,Jalkot,Classified Banks,3.0
2013,Latur,Jalkot,Branch Offices,7.0
2013,Latur,Chakur,Classified Banks,5.0
2013,Latur,Chakur,Branch Offices,19.0
2013,Latur,Shirur-Anantpal,Classified Banks,5.0
2013,Latur,Shirur-Anantpal,Branch Offices,12.0
2013,Latur,Aosa,Classified Banks,7.0
2013,Latur,Aosa,Branch Offices,27.0
2013,Latur,Nilanga,Classified Banks,6.0
2013,Latur,Nilanga,Branch Offices,27.0
2013,Latur,Devani,Classified Banks,4.0
2013,Latur,Devani,Branch Offices,12.0
2013,Latur,Udgir,Classified Banks,10.0
2013,Latur,Udgir,Branch Offices,30.0
2014,Latur,Latur,Classified Banks,23.0
2014,Latur,Latur,Branch Offices,81.0
2014,Latur,Renapur,Classified Banks,7.0
2014,Latur,Renapur,Branch Offices,16.0
2014,Latur,Ahamadpur,Classified Banks,7.0
2014,Latur,Ahamadpur,Branch Offices,22.0
2014,Latur,Jalkot,Classified Banks,3.0
2014,Latur,Jalkot,Branch Offices,7.0
2014,Latur,Chakur,Classified Banks,5.0
2014,Latur,Chakur,Branch Offices,19.0
2014,Latur,Shirur-Anantpal,Classified Banks,5.0
2014,Latur,Shirur-Anantpal,Branch Offices,13.0
2014,Latur,Aosa,Classified Banks,7.0
2014,Latur,Aosa,Branch Offices,27.0
2014,Latur,Nilanga,Classified Banks,6.0
2014,Latur,Nilanga,Branch Offices,27.0
2014,Latur,Devani,Classified Banks,4.0
2014,Latur,Devani,Branch Offices,13.0
2014,Latur,Udgir,Classified Banks,15.0
2014,Latur,Udgir,Branch Offices,34.0
2015,Latur,Latur,Classified Banks,24.0
2015,Latur,Latur,Branch Offices,85.0
2015,Latur,Renapur,Classified Banks,7.0
2015,Latur,Renapur,Branch Offices,16.0
2015,Latur,Ahamadpur,Classified Banks,7.0
2015,Latur,Ahamadpur,Branch Offices,22.0
2015,Latur,Jalkot,Classified Banks,5.0
2015,Latur,Jalkot,Branch Offices,7.0
2015,Latur,Chakur,Classified Banks,5.0
2015,Latur,Chakur,Branch Offices,19.0
2015,Latur,Shirur-Anantpal,Classified Banks,5.0
2015,Latur,Shirur-Anantpal,Branch Offices,13.0
2015,Latur,Aosa,Classified Banks,8.0
2015,Latur,Aosa,Branch Offices,28.0
2015,Latur,Nilanga,Classified Banks,6.0
2015,Latur,Nilanga,Branch Offices,27.0
2015,Latur,Devani,Classified Banks,5.0
2015,Latur,Devani,Branch Offices,13.0
2015,Latur,Udgir,Classified Banks,15.0
2015,Latur,Udgir,Branch Offices,36.0
2016,Latur,Latur,Classified Banks,25.0
2016,Latur,Latur,Branch Offices,91.0
2016,Latur,Renapur,Classified Banks,7.0
2016,Latur,Renapur,Branch Offices,16.0
2016,Latur,Ahamadpur,Classified Banks,7.0
2016,Latur,Ahamadpur,Branch Offices,23.0
2016,Latur,Jalkot,Classified Banks,5.0
2016,Latur,Jalkot,Branch Offices,8.0
2016,Latur,Chakur,Classified Banks,5.0
2016,Latur,Chakur,Branch Offices,19.0
2016,Latur,Shirur-Anantpal,Classified Banks,5.0
2016,Latur,Shirur-Anantpal,Branch Offices,13.0
2016,Latur,Aosa,Classified Banks,8.0
2016,Latur,Aosa,Branch Offices,28.0
2016,Latur,Nilanga,Classified Banks,6.0
2016,Latur,Nilanga,Branch Offices,27.0
2016,Latur,Devani,Classified Banks,5.0
2016,Latur,Devani,Branch Offices,13.0
2016,Latur,Udgir,Classified Banks,15.0
2016,Latur,Udgir,Branch Offices,36.0
2017,Latur,Latur,Classified Banks,25.0
2017,Latur,Latur,Branch Offices,91.0
2017,Latur,Renapur,Classified Banks,7.0
2017,Latur,Renapur,Branch Offices,16.0
2017,Latur,Ahamadpur,Classified Banks,7.0
2017,Latur,Ahamadpur,Branch Offices,23.0
2017,Latur,Jalkot,Classified Banks,5.0
2017,Latur,Jalkot,Branch Offices,8.0
2017,Latur,Chakur,Classified Banks,5.0
2017,Latur,Chakur,Branch Offices,19.0
2017,Latur,Shirur-Anantpal,Classified Banks,5.0
2017,Latur,Shirur-Anantpal,Branch Offices,13.0
2017,Latur,Aosa,Classified Banks,8.0
2017,Latur,Aosa,Branch Offices,28.0
2017,Latur,Nilanga,Classified Banks,6.0
2017,Latur,Nilanga,Branch Offices,27.0
2017,Latur,Devani,Classified Banks,5.0
2017,Latur,Devani,Branch Offices,13.0
2017,Latur,Udgir,Classified Banks,15.0
2017,Latur,Udgir,Branch Offices,36.0
2018,Latur,Latur,Classified Banks,23.0
2018,Latur,Latur,Branch Offices,81.0
2018,Latur,Renapur,Classified Banks,7.0
2018,Latur,Renapur,Branch Offices,16.0
2018,Latur,Ahamadpur,Classified Banks,7.0
2018,Latur,Ahamadpur,Branch Offices,22.0
2018,Latur,Jalkot,Classified Banks,3.0
2018,Latur,Jalkot,Branch Offices,7.0
2018,Latur,Chakur,Classified Banks,5.0
2018,Latur,Chakur,Branch Offices,19.0
2018,Latur,Shirur-Anantpal,Classified Banks,5.0
2018,Latur,Shirur-Anantpal,Branch Offices,13.0
2018,Latur,Aosa,Classified Banks,7.0
2018,Latur,Aosa,Branch Offices,27.0
2018,Latur,Nilanga,Classified Banks,6.0
2018,Latur,Nilanga,Branch Offices,27.0
2018,Latur,Devani,Classified Banks,4.0
2018,Latur,Devani,Branch Offices,13.0
2018,Latur,Udgir,Classified Banks,15.0
2018,Latur,Udgir,Branch Offices,34.0
2019,Latur,Latur,Classified Banks,25.0
2019,Latur,Latur,Branch Offices,92.0
2019,Latur,Renapur,Classified Banks,7.0
2019,Latur,Renapur,Branch Offices,16.0
2019,Latur,Ahamadpur,Classified Banks,7.0
2019,Latur,Ahamadpur,Branch Offices,23.0
2019,Latur,Jalkot,Classified Banks,5.0
2019,Latur,Jalkot,Branch Offices,6.0
2019,Latur,Chakur,Classified Banks,5.0
2019,Latur,Chakur,Branch Offices,18.0
2019,Latur,Shirur-Anantpal,Classified Banks,5.0
2019,Latur,Shirur-Anantpal,Branch Offices,12.0
2019,Latur,Aosa,Classified Banks,8.0
2019,Latur,Aosa,Branch Offices,28.0
2019,Latur,Nilanga,Classified Banks,6.0
2019,Latur,Nilanga,Branch Offices,28.0
2019,Latur,Devani,Classified Banks,5.0
2019,Latur,Devani,Branch Offices,13.0
2019,Latur,Udgir,Classified Banks,15.0
2019,Latur,Udgir,Branch Offices,37.0
2020,Latur,Latur,Classified Banks,25.0
2020,Latur,Latur,Branch Offices,92.0
2020,Latur,Renapur,Classified Banks,7.0
2020,Latur,Renapur,Branch Offices,16.0
2020,Latur,Ahamadpur,Classified Banks,7.0
2020,Latur,Ahamadpur,Branch Offices,23.0
2020,Latur,Jalkot,Classified Banks,5.0
2020,Latur,Jalkot,Branch Offices,6.0
2020,Latur,Chakur,Classified Banks,5.0
2020,Latur,Chakur,Branch Offices,18.0
2020,Latur,Shirur-Anantpal,Classified Banks,5.0
2020,Latur,Shirur-Anantpal,Branch Offices,12.0
2020,Latur,Aosa,Classified Banks,8.0
2020,Latur,Aosa,Branch Offices,28.0
2020,Latur,Nilanga,Classified Banks,6.0
2020,Latur,Nilanga,Branch Offices,28.0
2020,Latur,Devani,Classified Banks,5.0
2020,Latur,Devani,Branch Offices,13.0
2020,Latur,Udgir,Classified Banks,15.0
2020,Latur,Udgir,Branch Offices,37.0
2021,Latur,Latur,Classified Banks,21.0
2021,Latur,Latur,Branch Offices,90.0
2021,Latur,Renapur,Classified Banks,6.0
2021,Latur,Renapur,Branch Offices,13.0
2021,Latur,Ahamadpur,Classified Banks,6.0
2021,Latur,Ahamadpur,Branch Offices,19.0
2021,Latur,Jalkot,Classified Banks,4.0
2021,Latur,Jalkot,Branch Offices,10.0
2021,Latur,Chakur,Classified Banks,4.0
2021,Latur,Chakur,Branch Offices,17.0
2021,Latur,Shirur-Anantpal,Classified Banks,4.0
2021,Latur,Shirur-Anantpal,Branch Offices,14.0
2021,Latur,Aosa,Classified Banks,6.0
2021,Latur,Aosa,Branch Offices,28.0
2021,Latur,Nilanga,Classified Banks,4.0
2021,Latur,Nilanga,Branch Offices,31.0
2021,Latur,Devani,Classified Banks,4.0
2021,Latur,Devani,Branch Offices,14.0
2021,Latur,Udgir,Classified Banks,13.0
2021,Latur,Udgir,Branch Offices,34.0
