Year,District,Crops,Livestock,Forestry and Logging,Fishing and aquaculture,Agriculture & Allied Activities,Mining & Quarrying,Primary Sector,Manufacturing,"Electricity, Gas, Water Supply  & Other Utility
Services",Construction,Secondary Sector,Industry,"Trade, Repair, and Hospitality",Railways,Transport (Other than Railways),Storage,Communication and Broadcast Services,Financial Services,"Real Estate, Other Dwellings, and Professional Services",Public Administration and Defence,Other Services,Services/ Tertiary Sector,NDVA,Taxes on products,"Less subsidies on
products",NDDP,Population ('000),Per capita District Domestic Product
2011,Ahilyanagar,60420000000,35130000000,5780000000,140000000,101470000000,1790000000,103260000000,58410000000,5090000000,21700000000,85210000000,87000000000,27700000000,1450000000,10110000000,220000000,3640000000,32760000000,39850000000,7860000000,16500000000,140090000000,328560000000,53760000000,8670000000,373650000000,4565,81842
2012,Ahilyanagar,50230000000,36320000000,5780000000,80000000,92420000000,4180000000,96610000000,61630000000,5180000000,20370000000,87180000000,91360000000,30020000000,1480000000,10940000000,230000000,3740000000,34750000000,42190000000,7830000000,17800000000,148970000000,332760000000,56680000000,10430000000,379010000000,4604,82327
2013,Ahilyanagar,64860000000,42780000000,5550000000,150000000,113340000000,930000000,114270000000,69550000000,3980000000,20810000000,94330000000,95270000000,29300000000,1500000000,11150000000,230000000,3770000000,39430000000,46560000000,7970000000,19630000000,159540000000,368150000000,62250000000,10830000000,419560000000,4642,90392
2014,Ahilyanagar,61300000000,46750000000,5590000000,150000000,113800000000,1700000000,115500000000,72950000000,5270000000,22490000000,100720000000,102420000000,29970000000,1680000000,12410000000,240000000,4320000000,42310000000,52010000000,8180000000,22050000000,173170000000,389380000000,65980000000,10550000000,444810000000,4679,95060
2015,Ahilyanagar,47360000000,48550000000,5620000000,90000000,101610000000,2410000000,104020000000,82230000000,5620000000,23010000000,110860000000,113260000000,29980000000,1790000000,14160000000,240000000,5280000000,44940000000,57470000000,8710000000,24410000000,186990000000,401860000000,67780000000,8440000000,461210000000,4717,97782
2016,Ahilyanagar,54530000000,51730000000,5960000000,90000000,112320000000,910000000,113240000000,89600000000,5990000000,24190000000,119770000000,120690000000,33770000000,2050000000,15480000000,240000000,4910000000,47500000000,63250000000,9440000000,27230000000,203870000000,436880000000,73090000000,7430000000,502540000000,4751,105777
2017,Ahilyanagar,70800000000,54680000000,5930000000,120000000,131530000000,230000000,131760000000,97220000000,6320000000,24500000000,128040000000,128270000000,36120000000,2360000000,16570000000,260000000,4210000000,48800000000,67030000000,10280000000,29250000000,214870000000,474670000000,81270000000,7200000000,548740000000,4783,114733
2018,Ahilyanagar,62640000000,60330000000,6190000000,130000000,129290000000,250000000,129540000000,102550000000,6970000000,24660000000,134180000000,134430000000,39030000000,2270000000,17690000000,260000000,4130000000,50960000000,73440000000,10590000000,31630000000,229990000000,493720000000,87950000000,7540000000,574130000000,4814,119254
2019,Ahilyanagar,56710000000,63030000000,6150000000,190000000,126090000000,3010000000,129100000000,99820000000,7250000000,24660000000,131730000000,134740000000,40780000000,2330000000,18710000000,270000000,4590000000,52210000000,78680000000,12330000000,34520000000,244420000000,505250000000,89360000000,8160000000,586450000000,4846,121024
2011,Akola,17340000000,2340000000,1440000000,130000000,21250000000,750000000,22000000000,23650000000,2060000000,8790000000,34500000000,35250000000,11220000000,590000000,4090000000,90000000,1470000000,13260000000,16140000000,3180000000,6680000000,56730000000,113230000000,18530000000,2990000000,128770000000,1825,70551
2012,Akola,21310000000,2450000000,1400000000,130000000,25300000000,860000000,26160000000,25210000000,2120000000,8330000000,35660000000,36520000000,12280000000,610000000,4470000000,90000000,1530000000,14220000000,17260000000,3200000000,7280000000,60940000000,122760000000,20900000000,3850000000,139820000000,1845,75801
2013,Akola,21790000000,2810000000,1320000000,210000000,26130000000,1450000000,27580000000,27880000000,1590000000,8340000000,37810000000,39260000000,11740000000,600000000,4470000000,90000000,1510000000,15800000000,18660000000,3190000000,7870000000,63940000000,129330000000,21870000000,3810000000,147400000000,1864,79081
2014,Akola,13210000000,2830000000,1370000000,110000000,17520000000,540000000,18060000000,29590000000,2140000000,9120000000,40840000000,41380000000,12160000000,680000000,5030000000,100000000,1750000000,17160000000,21090000000,3320000000,8940000000,70230000000,129130000000,21910000000,3500000000,147540000000,1883,78345
2015,Akola,13770000000,2870000000,1400000000,80000000,18120000000,870000000,18980000000,33330000000,2280000000,9330000000,44940000000,45800000000,12150000000,720000000,5740000000,100000000,2140000000,18220000000,23300000000,3530000000,9890000000,75800000000,139720000000,23590000000,2940000000,160370000000,1902,84299
2016,Akola,23690000000,2760000000,1670000000,120000000,28230000000,3070000000,31300000000,35460000000,2370000000,9570000000,47410000000,50480000000,13370000000,810000000,6130000000,100000000,1940000000,18800000000,25040000000,3740000000,10780000000,80700000000,159410000000,26740000000,2720000000,183430000000,1921,95509
2017,Akola,17660000000,3620000000,1700000000,140000000,23120000000,2090000000,25210000000,38770000000,2520000000,9770000000,51060000000,53160000000,14400000000,940000000,6610000000,100000000,1680000000,19460000000,26730000000,4100000000,11660000000,85690000000,161960000000,27800000000,2460000000,187300000000,1938,96661
2018,Akola,23840000000,2830000000,1660000000,150000000,28490000000,1420000000,29910000000,41160000000,2800000000,9900000000,53850000000,55270000000,15660000000,910000000,7100000000,110000000,1660000000,20450000000,29470000000,4250000000,12690000000,92310000000,176070000000,31410000000,2690000000,204790000000,1955,104759
2019,Akola,23690000000,2880000000,1510000000,150000000,28230000000,860000000,29090000000,40580000000,2950000000,10020000000,53550000000,54410000000,16580000000,950000000,7610000000,110000000,1870000000,21230000000,31990000000,5010000000,14040000000,99370000000,182020000000,32220000000,2940000000,211290000000,1972,107150
2011,Amravati,25320000000,3890000000,4410000000,260000000,33870000000,510000000,34390000000,33760000000,2940000000,12540000000,49240000000,49750000000,16010000000,840000000,5840000000,130000000,2100000000,18930000000,23030000000,4540000000,9530000000,80960000000,164580000000,26930000000,4340000000,187170000000,2906,64415
2012,Amravati,34110000000,4240000000,4320000000,240000000,42900000000,640000000,43550000000,36060000000,3030000000,11920000000,51010000000,51660000000,17570000000,870000000,6400000000,130000000,2190000000,20330000000,24690000000,4580000000,10420000000,87170000000,181730000000,30880000000,5680000000,206930000000,2935,70498
2013,Amravati,35810000000,4030000000,4230000000,280000000,44350000000,910000000,45270000000,40070000000,2290000000,11990000000,54340000000,55260000000,16880000000,870000000,6420000000,130000000,2170000000,22710000000,26820000000,4590000000,11310000000,91910000000,191520000000,32300000000,5620000000,218200000000,2965,73597
2014,Amravati,38620000000,1750000000,4130000000,320000000,44820000000,1810000000,46630000000,42090000000,3040000000,12980000000,58110000000,59920000000,17290000000,970000000,7160000000,140000000,2490000000,24410000000,30010000000,4720000000,12720000000,99920000000,204650000000,34490000000,5520000000,233630000000,2994,78028
2015,Amravati,38570000000,5210000000,4220000000,340000000,48340000000,2330000000,50660000000,47500000000,3250000000,13290000000,64040000000,66360000000,17320000000,1030000000,8180000000,140000000,3050000000,25960000000,33200000000,5030000000,14100000000,108020000000,222720000000,37310000000,4640000000,255390000000,3024,84468
2016,Amravati,53760000000,7680000000,5170000000,200000000,66800000000,5920000000,72720000000,51100000000,3420000000,13790000000,68310000000,74220000000,19260000000,1170000000,8830000000,140000000,2800000000,27090000000,36070000000,5380000000,15530000000,116270000000,257290000000,42420000000,4310000000,295400000000,3051,96824
2017,Amravati,40840000000,6830000000,5150000000,280000000,53100000000,28690000000,81790000000,52950000000,3440000000,13340000000,69730000000,98420000000,19670000000,1290000000,9020000000,140000000,2290000000,26580000000,36500000000,5600000000,15930000000,117020000000,268540000000,42940000000,3810000000,307680000000,3077,99997
2018,Amravati,45610000000,7470000000,5440000000,240000000,58760000000,4940000000,63710000000,58570000000,3980000000,14080000000,76640000000,81580000000,22290000000,1300000000,10100000000,150000000,2360000000,29110000000,41940000000,6050000000,18070000000,131360000000,271700000000,47860000000,4100000000,315460000000,3103,101669
2019,Amravati,39330000000,7730000000,5520000000,270000000,52850000000,10240000000,63090000000,57250000000,4160000000,14140000000,75540000000,85790000000,23390000000,1330000000,10730000000,160000000,2630000000,29940000000,45120000000,7070000000,19800000000,140170000000,278810000000,48000000000,4380000000,322430000000,3129,103055
2011,Beed,28580000000,8540000000,2610000000,270000000,40010000000,970000000,40970000000,25200000000,2200000000,9360000000,36760000000,37720000000,11950000000,620000000,4360000000,100000000,1570000000,14130000000,17190000000,3390000000,7120000000,60430000000,138160000000,22610000000,3640000000,157120000000,2598,60484
2012,Beed,20720000000,8960000000,2590000000,200000000,32460000000,1030000000,33490000000,26870000000,2260000000,8880000000,38020000000,39040000000,13090000000,640000000,4770000000,100000000,1630000000,15150000000,18400000000,3420000000,7760000000,64960000000,136460000000,23230000000,4270000000,155420000000,2619,59334
2013,Beed,29010000000,9630000000,2530000000,40000000,41220000000,1510000000,42730000000,29760000000,1700000000,8900000000,40370000000,41880000000,12540000000,640000000,4770000000,100000000,1610000000,16870000000,19930000000,3410000000,8400000000,68280000000,151370000000,25590000000,4450000000,172510000000,2641,65324
2014,Beed,18370000000,5300000000,2620000000,190000000,26490000000,810000000,27290000000,31510000000,2280000000,9710000000,43500000000,44310000000,12950000000,730000000,5360000000,100000000,1870000000,18270000000,22460000000,3530000000,9520000000,74790000000,145590000000,24690000000,3950000000,166330000000,2662,62476
2015,Beed,13190000000,6530000000,2490000000,160000000,22370000000,1290000000,23660000000,35460000000,2420000000,9920000000,47800000000,49090000000,12930000000,770000000,6110000000,100000000,2280000000,19380000000,24780000000,3760000000,10520000000,80630000000,152090000000,25690000000,3200000000,174580000000,2684,65058
2016,Beed,29020000000,8980000000,2590000000,150000000,40740000000,130000000,40870000000,38810000000,2590000000,10480000000,51880000000,52010000000,14630000000,890000000,6700000000,100000000,2130000000,20580000000,27400000000,4090000000,11790000000,88300000000,181050000000,30290000000,3080000000,208270000000,2703,77052
2017,Beed,23570000000,11350000000,2520000000,300000000,37730000000,130000000,37860000000,42010000000,2730000000,10590000000,55330000000,55460000000,15610000000,1020000000,7160000000,110000000,1820000000,21090000000,28970000000,4440000000,12640000000,92850000000,186040000000,31880000000,2830000000,215100000000,2721,79053
2018,Beed,9710000000,9330000000,2690000000,230000000,21960000000,1210000000,23170000000,44010000000,2990000000,10580000000,57580000000,58790000000,16750000000,970000000,7590000000,110000000,1770000000,21870000000,31510000000,4540000000,13570000000,98700000000,179450000000,32030000000,2750000000,208740000000,2739,76212
2019,Beed,21290000000,9690000000,2620000000,360000000,33960000000,2990000000,36950000000,42440000000,3080000000,10480000000,56000000000,58990000000,17340000000,990000000,7950000000,120000000,1950000000,22200000000,33450000000,5240000000,14680000000,103910000000,196870000000,35050000000,3200000000,228720000000,2757,82968
2011,Bhandara,11020000000,2320000000,4470000000,840000000,18650000000,2860000000,21510000000,12760000000,1110000000,4740000000,18610000000,21470000000,6050000000,320000000,2210000000,50000000,790000000,7150000000,8700000000,1720000000,3600000000,30600000000,70720000000,11570000000,1870000000,80420000000,1206,66676
2012,Bhandara,11810000000,2440000000,4160000000,890000000,19300000000,2290000000,21590000000,13560000000,1140000000,4480000000,19190000000,21480000000,6610000000,330000000,2410000000,50000000,820000000,7650000000,9290000000,1720000000,3920000000,32790000000,73570000000,12670000000,2330000000,83910000000,1216,68998
2013,Bhandara,11690000000,2600000000,4200000000,840000000,19340000000,1960000000,21310000000,15410000000,880000000,4610000000,20900000000,22860000000,6490000000,330000000,2470000000,50000000,830000000,8730000000,10310000000,1760000000,4350000000,35340000000,77550000000,13150000000,2290000000,88410000000,1226,72103
2014,Bhandara,10120000000,3040000000,4440000000,880000000,18480000000,3280000000,21770000000,15820000000,1140000000,4880000000,21840000000,25120000000,6500000000,360000000,2690000000,50000000,940000000,9170000000,11280000000,1770000000,4780000000,37550000000,81150000000,13840000000,2210000000,92780000000,1236,75065
2015,Bhandara,9350000000,2870000000,4440000000,880000000,17550000000,2750000000,20300000000,17160000000,1170000000,4800000000,23130000000,25890000000,6260000000,370000000,2950000000,50000000,1100000000,9380000000,11990000000,1820000000,5090000000,39020000000,82450000000,14580000000,1810000000,95210000000,1246,76427
2016,Bhandara,10740000000,2270000000,5790000000,2200000000,21000000000,3020000000,24030000000,17660000000,1180000000,4770000000,23610000000,26630000000,6660000000,400000000,3050000000,50000000,970000000,9360000000,12470000000,1860000000,5370000000,40180000000,87820000000,15970000000,1620000000,102160000000,1255,81419
2017,Bhandara,6340000000,2840000000,7420000000,840000000,17430000000,580000000,18010000000,20430000000,1330000000,5150000000,26900000000,27480000000,7590000000,500000000,3480000000,50000000,890000000,10250000000,14080000000,2160000000,6150000000,45150000000,90070000000,16470000000,1460000000,105080000000,1263,83195
2018,Bhandara,10590000000,2550000000,7070000000,80000000,20290000000,4440000000,24730000000,19900000000,1350000000,4790000000,26040000000,30480000000,7570000000,440000000,3430000000,50000000,800000000,9890000000,14250000000,2060000000,6140000000,44640000000,95420000000,18520000000,1590000000,112340000000,1271,88368
2019,Bhandara,9090000000,2680000000,6460000000,440000000,18660000000,5140000000,23800000000,21660000000,1570000000,5350000000,28580000000,33730000000,8850000000,500000000,4060000000,60000000,1000000000,11330000000,17070000000,2680000000,7490000000,53040000000,105430000000,18700000000,1710000000,122430000000,1280,95682
2011,Buldhana,23260000000,5500000000,2230000000,340000000,31330000000,500000000,31830000000,21160000000,1840000000,7860000000,30870000000,31360000000,10030000000,520000000,3660000000,80000000,1320000000,11870000000,14440000000,2850000000,5980000000,50750000000,113440000000,18560000000,2990000000,129010000000,2599,49634
2012,Buldhana,22300000000,5760000000,2180000000,170000000,30410000000,310000000,30720000000,22650000000,1900000000,7490000000,32040000000,32340000000,11030000000,540000000,4020000000,80000000,1370000000,12770000000,15500000000,2880000000,6540000000,54740000000,117500000000,19980000000,3680000000,133800000000,2621,51046
2013,Buldhana,31770000000,5170000000,2280000000,340000000,39570000000,370000000,39940000000,25140000000,1440000000,7520000000,34100000000,34470000000,10590000000,540000000,4030000000,80000000,1360000000,14250000000,16830000000,2880000000,7100000000,57680000000,131710000000,22270000000,3880000000,150110000000,2643,56790
2014,Buldhana,13480000000,3870000000,2190000000,320000000,19860000000,500000000,20360000000,26410000000,1910000000,8140000000,36460000000,36960000000,10850000000,610000000,4490000000,90000000,1560000000,15320000000,18830000000,2960000000,7980000000,62690000000,119510000000,20270000000,3240000000,136540000000,2665,51235
2015,Buldhana,13400000000,5530000000,2170000000,300000000,21400000000,970000000,22370000000,29700000000,2030000000,8310000000,40050000000,41020000000,10830000000,650000000,5120000000,90000000,1910000000,16230000000,20760000000,3150000000,8820000000,67550000000,129970000000,21940000000,2730000000,149170000000,2687,55525
2016,Buldhana,28860000000,4840000000,2280000000,300000000,36290000000,3530000000,39820000000,31420000000,2100000000,8480000000,42000000000,45520000000,11840000000,720000000,5430000000,80000000,1720000000,16660000000,22180000000,3310000000,9550000000,71490000000,153300000000,25710000000,2610000000,176400000000,2706,65177
2017,Buldhana,17940000000,5460000000,2500000000,180000000,26080000000,2800000000,28880000000,34330000000,2230000000,8650000000,45210000000,48010000000,12750000000,830000000,5850000000,90000000,1490000000,17230000000,23670000000,3630000000,10330000000,75870000000,149960000000,25740000000,2280000000,173420000000,2725,63640
2018,Buldhana,21510000000,5330000000,2730000000,240000000,29800000000,1380000000,31180000000,36710000000,2500000000,8830000000,48030000000,49410000000,13970000000,810000000,6330000000,90000000,1480000000,18240000000,26290000000,3790000000,11320000000,82330000000,161540000000,28810000000,2470000000,187880000000,2743,68486
2019,Buldhana,26000000000,5440000000,2640000000,130000000,34200000000,1130000000,35330000000,36080000000,2620000000,8910000000,47600000000,48740000000,14740000000,840000000,6760000000,100000000,1660000000,18870000000,28430000000,4460000000,12480000000,88330000000,171270000000,30330000000,2770000000,198830000000,2762,71998
2011,Chandrapur,13150000000,2810000000,6840000000,850000000,23650000000,19510000000,43160000000,26920000000,2350000000,10000000000,39270000000,58770000000,12760000000,670000000,4660000000,100000000,1680000000,15100000000,18360000000,3620000000,7600000000,64560000000,146980000000,24050000000,3880000000,167150000000,2217,75384
2012,Chandrapur,17520000000,3070000000,6870000000,800000000,28270000000,20620000000,48890000000,29030000000,2440000000,9600000000,41070000000,61690000000,14140000000,700000000,5150000000,110000000,1760000000,16370000000,19880000000,3690000000,8390000000,70180000000,160140000000,27070000000,4980000000,182230000000,2240,81361
2013,Chandrapur,14080000000,3480000000,6010000000,580000000,24150000000,19480000000,43620000000,33020000000,1890000000,9880000000,44780000000,64260000000,13910000000,710000000,5290000000,110000000,1790000000,18720000000,22100000000,3780000000,9320000000,75740000000,164150000000,27490000000,4780000000,186850000000,2262,82603
2014,Chandrapur,11580000000,2810000000,6940000000,680000000,22010000000,24190000000,46200000000,34070000000,2460000000,10500000000,47030000000,71220000000,14000000000,790000000,5790000000,110000000,2020000000,19760000000,24290000000,3820000000,10300000000,80860000000,174100000000,29130000000,4660000000,198570000000,2284,86926
2015,Chandrapur,14620000000,2960000000,8010000000,680000000,26280000000,30700000000,56980000000,37120000000,2540000000,10390000000,50050000000,80750000000,13530000000,810000000,6390000000,110000000,2380000000,20290000000,25950000000,3930000000,11020000000,84420000000,191440000000,31970000000,3980000000,219430000000,2307,95136
2016,Chandrapur,19560000000,2690000000,8790000000,1610000000,32650000000,24770000000,57420000000,42500000000,2840000000,11470000000,56810000000,81580000000,16020000000,970000000,7340000000,110000000,2330000000,22530000000,30000000000,4480000000,12910000000,96710000000,210940000000,34980000000,3560000000,242370000000,2327,104145
2017,Chandrapur,11640000000,4240000000,12520000000,810000000,29200000000,26920000000,56120000000,45430000000,2950000000,11450000000,59830000000,86750000000,16880000000,1100000000,7740000000,120000000,1970000000,22800000000,31320000000,4800000000,13670000000,100410000000,216360000000,36970000000,3280000000,250060000000,2347,106550
2018,Chandrapur,15170000000,3500000000,18100000000,650000000,37420000000,24720000000,62140000000,49140000000,3340000000,11820000000,64300000000,89020000000,18700000000,1090000000,8480000000,130000000,1980000000,24420000000,35190000000,5070000000,15160000000,110220000000,236650000000,41980000000,3600000000,275040000000,2366,116224
2019,Chandrapur,15190000000,3590000000,17300000000,730000000,36810000000,16890000000,53700000000,50490000000,3660000000,12470000000,66620000000,83510000000,20620000000,1180000000,9460000000,140000000,2320000000,26410000000,39800000000,6240000000,17460000000,123620000000,243940000000,43020000000,3930000000,283030000000,2386,118624
2011,Chhatrapati Sambhaji Nagar,29050000000,12790000000,4180000000,330000000,46350000000,670000000,47020000000,58780000000,5120000000,21840000000,85740000000,86410000000,27870000000,1460000000,10170000000,230000000,3660000000,32960000000,40100000000,7910000000,16600000000,140960000000,273710000000,44780000000,7220000000,311270000000,3725,83556
2012,Chhatrapati Sambhaji Nagar,18650000000,12240000000,4220000000,200000000,35300000000,1580000000,36880000000,62490000000,5250000000,20660000000,88400000000,89980000000,30440000000,1500000000,11090000000,230000000,3790000000,35230000000,42780000000,7940000000,18050000000,151050000000,276330000000,47050000000,8660000000,314720000000,3767,83557
2013,Chhatrapati Sambhaji Nagar,37100000000,11360000000,4220000000,130000000,52810000000,780000000,53590000000,69680000000,3980000000,20840000000,94500000000,95280000000,29350000000,1510000000,11170000000,230000000,3780000000,39500000000,46650000000,7980000000,19670000000,159830000000,307920000000,52070000000,9060000000,350930000000,3808,92163
2014,Chhatrapati Sambhaji Nagar,18620000000,18140000000,4410000000,220000000,41390000000,630000000,42020000000,73340000000,5300000000,22610000000,101250000000,101880000000,30130000000,1690000000,12470000000,240000000,4340000000,42530000000,52290000000,8220000000,22170000000,174090000000,317360000000,53840000000,8610000000,362580000000,3849,94202
2015,Chhatrapati Sambhaji Nagar,29640000000,12970000000,4380000000,210000000,47200000000,1760000000,48950000000,82500000000,5640000000,23090000000,111230000000,112990000000,30080000000,1790000000,14210000000,240000000,5300000000,45090000000,57670000000,8740000000,24490000000,187610000000,347790000000,58730000000,7310000000,399210000000,3890,102621
2016,Chhatrapati Sambhaji Nagar,35720000000,13230000000,5250000000,170000000,54370000000,830000000,55200000000,89730000000,6000000000,24220000000,119950000000,120790000000,33820000000,2050000000,15500000000,240000000,4920000000,47570000000,63350000000,9450000000,27270000000,204180000000,379330000000,63530000000,6460000000,436400000000,3929,111075
2017,Chhatrapati Sambhaji Nagar,27970000000,17440000000,5770000000,200000000,51380000000,620000000,52000000000,97220000000,6320000000,24500000000,128040000000,128660000000,36120000000,2360000000,16570000000,260000000,4210000000,48800000000,67030000000,10280000000,29250000000,214870000000,394910000000,67740000000,6000000000,456650000000,3966,115145
2018,Chhatrapati Sambhaji Nagar,21650000000,20660000000,6640000000,160000000,49110000000,1950000000,51060000000,102190000000,6950000000,24570000000,133710000000,135660000000,38890000000,2260000000,17630000000,260000000,4110000000,50780000000,73180000000,10550000000,31520000000,229180000000,413940000000,73890000000,6330000000,481500000000,4003,120292
2019,Chhatrapati Sambhaji Nagar,28050000000,22240000000,6610000000,170000000,57080000000,800000000,57880000000,100870000000,7320000000,24920000000,133110000000,133910000000,41210000000,2350000000,18900000000,270000000,4640000000,52760000000,79510000000,12460000000,34890000000,246990000000,437980000000,77430000000,7070000000,508340000000,4040,125836
2011,Dharashiv,34710000000,6740000000,2040000000,150000000,43640000000,1550000000,45180000000,15390000000,1340000000,5720000000,22450000000,24000000000,7300000000,380000000,2660000000,60000000,960000000,8630000000,10500000000,2070000000,4350000000,36910000000,104540000000,17100000000,2760000000,118880000000,1665,71385
2012,Dharashiv,22290000000,7060000000,2020000000,40000000,31410000000,1510000000,32920000000,16410000000,1380000000,5420000000,23210000000,24720000000,7990000000,390000000,2910000000,60000000,1000000000,9250000000,11230000000,2090000000,4740000000,39660000000,95790000000,16320000000,3000000000,109110000000,1679,64995
2013,Dharashiv,34060000000,8570000000,2020000000,110000000,44760000000,710000000,45470000000,18530000000,1060000000,5540000000,25130000000,25840000000,7810000000,400000000,2970000000,60000000,1000000000,10500000000,12400000000,2120000000,5230000000,42500000000,113100000000,19120000000,3330000000,128890000000,1692,76182
2014,Dharashiv,18020000000,3280000000,2050000000,130000000,23470000000,730000000,24210000000,19490000000,1410000000,6010000000,26900000000,27640000000,8010000000,450000000,3310000000,60000000,1150000000,11300000000,13890000000,2180000000,5890000000,46260000000,97360000000,16510000000,2640000000,111230000000,1705,65236
2015,Dharashiv,10830000000,5900000000,2160000000,90000000,18980000000,1300000000,20280000000,21840000000,1490000000,6110000000,29450000000,30750000000,7960000000,470000000,3760000000,60000000,1400000000,11940000000,15270000000,2310000000,6480000000,49670000000,99400000000,16790000000,2090000000,114100000000,1718,66414
2016,Dharashiv,14660000000,8500000000,2400000000,130000000,25690000000,2610000000,28300000000,23300000000,1560000000,6290000000,31150000000,33760000000,8780000000,530000000,4030000000,60000000,1280000000,12360000000,16450000000,2450000000,7080000000,53030000000,112490000000,18860000000,1920000000,129430000000,1730,74820
2017,Dharashiv,16420000000,8850000000,2400000000,170000000,27840000000,2350000000,30190000000,25380000000,1650000000,6400000000,33420000000,35770000000,9430000000,620000000,4330000000,70000000,1100000000,12740000000,17500000000,2680000000,7630000000,56090000000,119700000000,20530000000,1820000000,138420000000,1741,79510
2018,Dharashiv,16820000000,8460000000,2640000000,110000000,28040000000,2140000000,30180000000,26910000000,1830000000,6470000000,35210000000,37350000000,10240000000,600000000,4640000000,70000000,1080000000,13370000000,19270000000,2780000000,8300000000,60340000000,125730000000,22420000000,1920000000,146220000000,1752,83474
2019,Dharashiv,22550000000,8760000000,2600000000,80000000,33990000000,1100000000,35090000000,26650000000,1930000000,6580000000,35170000000,36260000000,10890000000,620000000,4990000000,70000000,1230000000,13940000000,21010000000,3290000000,9220000000,65250000000,135510000000,23990000000,2190000000,157310000000,1763,89253
2011,Dhule,25030000000,4700000000,1960000000,130000000,31820000000,3410000000,35230000000,23910000000,2080000000,8880000000,34870000000,38280000000,11340000000,590000000,4140000000,90000000,1490000000,13410000000,16310000000,3220000000,6750000000,57330000000,127440000000,20850000000,3360000000,144930000000,2062,70284
2012,Dhule,24890000000,4890000000,1960000000,120000000,31860000000,2170000000,34030000000,25820000000,2170000000,8540000000,36530000000,38700000000,12580000000,620000000,4580000000,90000000,1570000000,14560000000,17680000000,3280000000,7460000000,62420000000,132990000000,22670000000,4170000000,151490000000,2081,72791
2013,Dhule,30020000000,4690000000,1900000000,130000000,36740000000,560000000,37300000000,29240000000,1670000000,8750000000,39660000000,40210000000,12320000000,630000000,4690000000,100000000,1580000000,16580000000,19580000000,3350000000,8250000000,67080000000,144030000000,24350000000,4240000000,164150000000,2100,78163
2014,Dhule,35660000000,2900000000,1880000000,130000000,40570000000,210000000,40780000000,30850000000,2230000000,9510000000,42600000000,42800000000,12680000000,710000000,5250000000,100000000,1830000000,17890000000,22000000000,3460000000,9330000000,73240000000,156610000000,26540000000,4240000000,178910000000,2119,84430
2015,Dhule,27930000000,3860000000,1860000000,130000000,33780000000,2150000000,35930000000,34270000000,2340000000,9590000000,46200000000,48350000000,12490000000,740000000,5900000000,100000000,2200000000,18730000000,23950000000,3630000000,10170000000,77920000000,160050000000,27030000000,3360000000,183720000000,2138,85938
2016,Dhule,28770000000,5420000000,2030000000,140000000,36370000000,5680000000,42050000000,36100000000,2410000000,9750000000,48260000000,53940000000,13610000000,830000000,6240000000,100000000,1980000000,19140000000,25490000000,3800000000,10970000000,82150000000,172460000000,28960000000,2940000000,198480000000,2155,92090
2017,Dhule,33200000000,6000000000,2040000000,150000000,41380000000,320000000,41710000000,40860000000,2660000000,10300000000,53820000000,54140000000,15180000000,990000000,6960000000,110000000,1770000000,20510000000,28170000000,4320000000,12290000000,90320000000,185840000000,31840000000,2820000000,214860000000,2172,98942
2018,Dhule,23060000000,7020000000,2060000000,130000000,32270000000,310000000,32580000000,43120000000,2930000000,10370000000,56420000000,56730000000,16410000000,950000000,7440000000,110000000,1740000000,21430000000,30880000000,4450000000,13300000000,96710000000,185710000000,33120000000,2840000000,215990000000,2188,98721
2019,Dhule,26560000000,7350000000,2030000000,150000000,36090000000,180000000,36260000000,42490000000,3080000000,10490000000,56070000000,56240000000,17360000000,990000000,7960000000,120000000,1950000000,22220000000,33490000000,5250000000,14690000000,104030000000,196360000000,34660000000,3170000000,227860000000,2204,103378
2011,Gadchiroli,5070000000,2010000000,10690000000,310000000,18080000000,660000000,18740000000,8590000000,750000000,3190000000,12530000000,13190000000,4070000000,210000000,1490000000,30000000,540000000,4820000000,5860000000,1160000000,2430000000,20600000000,51860000000,8490000000,1370000000,58980000000,1078,54737
2012,Gadchiroli,6250000000,2230000000,10360000000,300000000,19150000000,640000000,19790000000,9170000000,770000000,3030000000,12970000000,13610000000,4470000000,220000000,1630000000,30000000,560000000,5170000000,6270000000,1170000000,2650000000,22160000000,54910000000,9350000000,1720000000,62540000000,1085,57616
2013,Gadchiroli,5930000000,1720000000,7240000000,190000000,15090000000,0,15090000000,10300000000,590000000,3080000000,13970000000,13970000000,4340000000,220000000,1650000000,30000000,560000000,5840000000,6900000000,1180000000,2910000000,23630000000,52690000000,8960000000,1560000000,60090000000,1093,54964
2014,Gadchiroli,6140000000,1250000000,6020000000,220000000,13620000000,0,13620000000,10830000000,780000000,3340000000,14960000000,14960000000,4450000000,250000000,1840000000,40000000,640000000,6280000000,7720000000,1210000000,3270000000,25720000000,54300000000,9260000000,1480000000,62080000000,1101,56381
2015,Gadchiroli,4090000000,1540000000,8210000000,220000000,14060000000,0,14060000000,12050000000,820000000,3370000000,16250000000,16250000000,4390000000,260000000,2080000000,40000000,770000000,6590000000,8430000000,1280000000,3580000000,27410000000,57720000000,9910000000,1230000000,66400000000,1109,59889
2016,Gadchiroli,5500000000,2520000000,4360000000,590000000,12970000000,0,12970000000,12520000000,840000000,3380000000,16740000000,16740000000,4720000000,290000000,2160000000,30000000,690000000,6640000000,8840000000,1320000000,3800000000,28490000000,58200000000,10250000000,1040000000,67410000000,1116,60433
