Year,District,Birth Place,Population,Male,Female,Rural Population,Rural Male,Rural Female,Urban Population,Urban Male,Urban Female,Unnamed: 12
2011,Gadchiroli,Jharkhand,140,79,61,112,65,47,28,14,14,
2011,Gadchiroli,Odisha,213,102,111,176,81,95,37,21,16,
2011,Gadchiroli,Chhattisgarh,13372,3936,9436,12801,3750,9051,571,186,385,
2011,Gadchiroli,Madhya Pradesh,1996,745,1251,1279,477,802,717,268,449,
2011,Gadchiroli,Gujarat,398,177,221,145,69,76,253,108,145,
2011,Gadchiroli,Daman & Diu,0,0,0,0,0,0,0,0,0,
2011,Gadchiroli,Dadra & Nagar Haveli,1,0,1,0,0,0,1,0,1,
2011,Gadchiroli,Maharashtra,0,0,0,0,0,0,0,0,0,
2011,Gadchiroli,Andhra Pradesh,11092,2486,8606,9297,2069,7228,1795,417,1378,
2011,Gadchiroli,Karnataka,192,75,117,164,63,101,28,12,16,
2011,Gadchiroli,Goa,9,4,5,9,4,5,0,0,0,
2011,Gadchiroli,Lakshadweep,18,12,6,18,12,6,0,0,0,
2011,Gadchiroli,Kerala,118,48,70,80,31,49,38,17,21,
2011,Gadchiroli,Tamil Nadu,120,64,56,87,46,41,33,18,15,
2011,Gadchiroli,Puducherry,0,0,0,0,0,0,0,0,0,
2011,Gadchiroli,Andaman & Nicobar Islands,6,3,3,5,2,3,1,1,0,
2011,Chandrapur,Jammu & Kashmir,108,56,52,47,27,20,61,29,32,
2011,Chandrapur,Himachal Pradesh,138,64,74,29,13,16,109,51,58,
2011,Chandrapur,Punjab,1242,626,616,210,108,102,1032,518,514,
2011,Chandrapur,Chandigarh,21,10,11,4,1,3,17,9,8,
2011,Chandrapur,Uttarakhand,167,72,95,29,13,16,138,59,79,
2011,Chandrapur,Haryana,907,499,408,97,55,42,810,444,366,
2011,Chandrapur,NCT of Delhi,89,45,44,7,3,4,82,42,40,
2011,Chandrapur,Rajasthan,2574,1463,1111,633,385,248,1941,1078,863,
2011,Chandrapur,Uttar Pradesh,19408,10193,9215,2169,1300,869,17239,8893,8346,
2011,Chandrapur,Bihar,8737,4907,3830,1821,1118,703,6916,3789,3127,
2011,Chandrapur,Sikkim,0,0,0,0,0,0,0,0,0,
2011,Chandrapur,Arunachal Pradesh,5,1,4,0,0,0,5,1,4,
2011,Chandrapur,Nagaland,5,3,2,2,2,0,3,1,2,
2011,Chandrapur,Manipur,11,6,5,3,1,2,8,5,3,
2011,Chandrapur,Mizoram,0,0,0,0,0,0,0,0,0,
2011,Chandrapur,Tripura,9,6,3,0,0,0,9,6,3,
2011,Chandrapur,Meghalaya,8,4,4,1,1,0,7,3,4,
2011,Chandrapur,Assam,138,72,66,18,10,8,120,62,58,
2011,Chandrapur,West Bengal,3209,1736,1473,557,327,230,2652,1409,1243,
2011,Chandrapur,Jharkhand,1737,1028,709,451,309,142,1286,719,567,
2011,Chandrapur,Odisha,1637,851,786,375,191,184,1262,660,602,
2011,Chandrapur,Chhattisgarh,15730,7902,7828,5923,3071,2852,9807,4831,4976,
2011,Chandrapur,Madhya Pradesh,13281,6363,6918,3645,1867,1778,9636,4496,5140,
2011,Chandrapur,Gujarat,2049,1003,1046,397,206,191,1652,797,855,
2011,Chandrapur,Daman & Diu,3,1,2,0,0,0,3,1,2,
2011,Chandrapur,Dadra & Nagar Haveli,1,0,1,0,0,0,1,0,1,
2011,Chandrapur,Maharashtra,0,0,0,0,0,0,0,0,0,
2011,Chandrapur,Andhra Pradesh,31973,11620,20353,13559,4393,9166,18414,7227,11187,
2011,Chandrapur,Karnataka,922,453,469,300,157,143,622,296,326,
2011,Chandrapur,Goa,28,15,13,3,3,0,25,12,13,
2011,Chandrapur,Lakshadweep,3,1,2,1,1,0,2,0,2,
2011,Chandrapur,Kerala,1739,861,878,296,152,144,1443,709,734,
2011,Chandrapur,Tamil Nadu,1164,613,551,155,79,76,1009,534,475,
2011,Chandrapur,Puducherry,9,3,6,1,0,1,8,3,5,
2011,Chandrapur,Andaman & Nicobar Islands,11,1,10,4,0,4,7,1,6,
2011,Yavatmal,Jammu & Kashmir,69,42,27,31,17,14,38,25,13,
2011,Yavatmal,Himachal Pradesh,49,28,21,43,24,19,6,4,2,
2011,Yavatmal,Punjab,256,133,123,144,77,67,112,56,56,
2011,Yavatmal,Chandigarh,9,3,6,6,1,5,3,2,1,
2011,Yavatmal,Uttarakhand,26,15,11,12,6,6,14,9,5,
2011,Yavatmal,Haryana,192,116,76,115,72,43,77,44,33,
2011,Yavatmal,NCT of Delhi,36,17,19,13,5,8,23,12,11,
2011,Yavatmal,Rajasthan,2039,1149,890,577,352,225,1462,797,665,
2011,Yavatmal,Uttar Pradesh,3945,2137,1808,1394,762,632,2551,1375,1176,
2011,Yavatmal,Bihar,1722,995,727,880,511,369,842,484,358,
2011,Yavatmal,Sikkim,2,1,1,0,0,0,2,1,1,
2011,Yavatmal,Arunachal Pradesh,4,2,2,1,0,1,3,2,1,
2011,Yavatmal,Nagaland,13,7,6,1,0,1,12,7,5,
2011,Yavatmal,Manipur,33,18,15,5,2,3,28,16,12,
2011,Yavatmal,Mizoram,1,0,1,0,0,0,1,0,1,
2011,Yavatmal,Tripura,4,2,2,1,1,0,3,1,2,
2011,Yavatmal,Meghalaya,3,3,0,1,1,0,2,2,0,
2011,Yavatmal,Assam,36,15,21,12,7,5,24,8,16,
2011,Yavatmal,West Bengal,878,515,363,404,243,161,474,272,202,
2011,Yavatmal,Jharkhand,436,305,131,220,155,65,216,150,66,
2011,Yavatmal,Odisha,387,201,186,187,104,83,200,97,103,
2011,Yavatmal,Chhattisgarh,4714,2345,2369,3645,1912,1733,1069,433,636,
2011,Yavatmal,Madhya Pradesh,6827,2760,4067,2835,1337,1498,3992,1423,2569,
2011,Yavatmal,Gujarat,2025,814,1211,549,229,320,1476,585,891,
2011,Yavatmal,Daman & Diu,0,0,0,0,0,0,0,0,0,
2011,Yavatmal,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2011,Yavatmal,Maharashtra,0,0,0,0,0,0,0,0,0,
2011,Yavatmal,Andhra Pradesh,17389,4447,12942,13514,3253,10261,3875,1194,2681,
2011,Yavatmal,Karnataka,366,142,224,116,40,76,250,102,148,
2011,Yavatmal,Goa,23,9,14,7,5,2,16,4,12,
2011,Yavatmal,Lakshadweep,0,0,0,0,0,0,0,0,0,
2011,Yavatmal,Kerala,205,102,103,79,40,39,126,62,64,
2011,Yavatmal,Tamil Nadu,331,188,143,142,75,67,189,113,76,
2011,Yavatmal,Puducherry,1,1,0,0,0,0,1,1,0,
2011,Yavatmal,Andaman & Nicobar Islands,3,1,2,3,1,2,0,0,0,
2011,Nanded,Jammu & Kashmir,61,36,25,22,10,12,39,26,13,
2011,Nanded,Himachal Pradesh,31,16,15,13,9,4,18,7,11,
2011,Nanded,Punjab,1329,780,549,103,80,23,1226,700,526,
2011,Nanded,Chandigarh,3,1,2,0,0,0,3,1,2,
2011,Nanded,Uttarakhand,57,31,26,6,3,3,51,28,23,
2011,Nanded,Haryana,130,64,66,13,9,4,117,55,62,
2011,Nanded,NCT of Delhi,73,40,33,2,2,0,71,38,33,
2011,Nanded,Rajasthan,2222,1218,1004,445,251,194,1777,967,810,
2011,Nanded,Uttar Pradesh,1686,987,699,155,89,66,1531,898,633,
2011,Nanded,Bihar,638,359,279,66,35,31,572,324,248,
2011,Nanded,Sikkim,0,0,0,0,0,0,0,0,0,
2011,Nanded,Arunachal Pradesh,2,1,1,0,0,0,2,1,1,
2011,Nanded,Nagaland,4,1,3,3,1,2,1,0,1,
2011,Nanded,Manipur,1,1,0,0,0,0,1,1,0,
2011,Nanded,Mizoram,1,1,0,0,0,0,1,1,0,
2011,Nanded,Tripura,7,2,5,0,0,0,7,2,5,
2011,Nanded,Meghalaya,6,2,4,0,0,0,6,2,4,
2011,Nanded,Assam,34,12,22,2,2,0,32,10,22,
2011,Nanded,West Bengal,619,396,223,106,66,40,513,330,183,
2011,Nanded,Jharkhand,125,64,61,7,5,2,118,59,59,
2011,Nanded,Odisha,177,92,85,69,38,31,108,54,54,
2011,Nanded,Chhattisgarh,134,53,81,56,30,26,78,23,55,
2011,Nanded,Madhya Pradesh,1591,713,878,367,150,217,1224,563,661,
2011,Nanded,Gujarat,1386,676,710,179,94,85,1207,582,625,
2011,Nanded,Daman & Diu,2,0,2,0,0,0,2,0,2,
2011,Nanded,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2011,Nanded,Maharashtra,0,0,0,0,0,0,0,0,0,
2011,Nanded,Andhra Pradesh,58806,10089,48717,33667,3280,30387,25139,6809,18330,
2011,Nanded,Karnataka,13616,2317,11299,9363,776,8587,4253,1541,2712,
2011,Nanded,Goa,19,7,12,4,1,3,15,6,9,
2011,Nanded,Lakshadweep,8,4,4,7,4,3,1,0,1,
2011,Nanded,Kerala,178,90,88,8,3,5,170,87,83,
2011,Nanded,Tamil Nadu,256,124,132,43,20,23,213,104,109,
2011,Nanded,Puducherry,2,2,0,1,1,0,1,1,0,
2011,Nanded,Andaman & Nicobar Islands,12,3,9,7,0,7,5,3,2,
2011,Hingoli,Jammu & Kashmir,136,94,42,121,82,39,15,12,3,
2011,Hingoli,Himachal Pradesh,37,29,8,32,24,8,5,5,0,
2011,Hingoli,Punjab,24,13,11,8,5,3,16,8,8,
2011,Hingoli,Chandigarh,1,0,1,1,0,1,0,0,0,
2011,Hingoli,Uttarakhand,5,4,1,1,0,1,4,4,0,
2011,Hingoli,Haryana,13,8,5,11,8,3,2,0,2,
2011,Hingoli,NCT of Delhi,7,5,2,3,3,0,4,2,2,
2011,Hingoli,Rajasthan,495,292,203,198,112,86,297,180,117,
2011,Hingoli,Uttar Pradesh,340,186,154,116,57,59,224,129,95,
2011,Hingoli,Bihar,83,50,33,36,22,14,47,28,19,
2011,Hingoli,Sikkim,1,1,0,1,1,0,0,0,0,
2011,Hingoli,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
2011,Hingoli,Nagaland,0,0,0,0,0,0,0,0,0,
2011,Hingoli,Manipur,0,0,0,0,0,0,0,0,0,
2011,Hingoli,Mizoram,1,1,0,0,0,0,1,1,0,
2011,Hingoli,Tripura,0,0,0,0,0,0,0,0,0,
2011,Hingoli,Meghalaya,1,1,0,1,1,0,0,0,0,
2011,Hingoli,Assam,28,7,21,19,4,15,9,3,6,
2011,Hingoli,West Bengal,131,73,58,54,28,26,77,45,32,
2011,Hingoli,Jharkhand,25,13,12,8,2,6,17,11,6,
2011,Hingoli,Odisha,18,8,10,5,2,3,13,6,7,
2011,Hingoli,Chhattisgarh,35,11,24,5,2,3,30,9,21,
2011,Hingoli,Madhya Pradesh,610,211,399,157,60,97,453,151,302,
2011,Hingoli,Gujarat,198,94,104,35,15,20,163,79,84,
2011,Hingoli,Daman & Diu,0,0,0,0,0,0,0,0,0,
2011,Hingoli,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2011,Hingoli,Maharashtra,0,0,0,0,0,0,0,0,0,
2011,Hingoli,Andhra Pradesh,1736,429,1307,539,109,430,1197,320,877,
2011,Hingoli,Karnataka,316,122,194,78,26,52,238,96,142,
2011,Hingoli,Goa,0,0,0,0,0,0,0,0,0,
2011,Hingoli,Lakshadweep,47,37,10,46,36,10,1,1,0,
2011,Hingoli,Kerala,23,12,11,7,6,1,16,6,10,
2011,Hingoli,Tamil Nadu,60,26,34,34,17,17,26,9,17,
2011,Hingoli,Puducherry,0,0,0,0,0,0,0,0,0,
2011,Hingoli,Andaman & Nicobar Islands,1,0,1,1,0,1,0,0,0,
2011,Parbhani,Jammu & Kashmir,210,119,91,120,71,49,90,48,42,
2011,Parbhani,Himachal Pradesh,32,19,13,23,17,6,9,2,7,
2011,Parbhani,Punjab,43,20,23,9,2,7,34,18,16,
2011,Parbhani,Chandigarh,2,0,2,0,0,0,2,0,2,
2011,Parbhani,Uttarakhand,3,1,2,2,1,1,1,0,1,
2011,Parbhani,Haryana,64,41,23,3,1,2,61,40,21,
2011,Parbhani,NCT of Delhi,42,17,25,3,0,3,39,17,22,
2011,Parbhani,Rajasthan,942,546,396,149,90,59,793,456,337,
2011,Parbhani,Uttar Pradesh,526,301,225,58,33,25,468,268,200,
2011,Parbhani,Bihar,196,111,85,28,17,11,168,94,74,
2011,Parbhani,Sikkim,0,0,0,0,0,0,0,0,0,
2011,Parbhani,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
2011,Parbhani,Nagaland,3,2,1,2,1,1,1,1,0,
2011,Parbhani,Manipur,3,3,0,0,0,0,3,3,0,
2011,Parbhani,Mizoram,1,1,0,1,1,0,0,0,0,
2011,Parbhani,Tripura,0,0,0,0,0,0,0,0,0,
2011,Parbhani,Meghalaya,10,10,0,0,0,0,10,10,0,
2011,Parbhani,Assam,5,1,4,2,0,2,3,1,2,
2011,Parbhani,West Bengal,176,107,69,33,19,14,143,88,55,
2011,Parbhani,Jharkhand,57,29,28,4,2,2,53,27,26,
2011,Parbhani,Odisha,20,8,12,7,4,3,13,4,9,
2011,Parbhani,Chhattisgarh,68,27,41,11,4,7,57,23,34,
2011,Parbhani,Madhya Pradesh,504,190,314,72,23,49,432,167,265,
2011,Parbhani,Gujarat,638,292,346,41,13,28,597,279,318,
2011,Parbhani,Daman & Diu,0,0,0,0,0,0,0,0,0,
2011,Parbhani,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2011,Parbhani,Maharashtra,0,0,0,0,0,0,0,0,0,
2011,Parbhani,Andhra Pradesh,3689,1047,2642,546,76,470,3143,971,2172,
2011,Parbhani,Karnataka,1115,364,751,250,47,203,865,317,548,
2011,Parbhani,Goa,11,4,7,4,1,3,7,3,4,
2011,Parbhani,Lakshadweep,12,7,5,8,5,3,4,2,2,
2011,Parbhani,Kerala,77,40,37,5,2,3,72,38,34,
2011,Parbhani,Tamil Nadu,153,75,78,14,8,6,139,67,72,
2011,Parbhani,Puducherry,0,0,0,0,0,0,0,0,0,
2011,Parbhani,Andaman & Nicobar Islands,1,1,0,0,0,0,1,1,0,
2011,Jalna,Jammu & Kashmir,24,14,10,14,10,4,10,4,6,
2011,Jalna,Himachal Pradesh,29,18,11,23,14,9,6,4,2,
2011,Jalna,Punjab,99,54,45,8,4,4,91,50,41,
2011,Jalna,Chandigarh,6,3,3,2,2,0,4,1,3,
2011,Jalna,Uttarakhand,46,23,23,1,0,1,45,23,22,
2011,Jalna,Haryana,105,57,48,17,9,8,88,48,40,
2011,Jalna,NCT of Delhi,3,1,2,0,0,0,3,1,2,
2011,Jalna,Rajasthan,1741,1005,736,616,412,204,1125,593,532,
2011,Jalna,Uttar Pradesh,2255,1395,860,348,224,124,1907,1171,736,
2011,Jalna,Bihar,966,613,353,81,57,24,885,556,329,
2011,Jalna,Sikkim,1,1,0,1,1,0,0,0,0,
2011,Jalna,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
2011,Jalna,Nagaland,2,0,2,2,0,2,0,0,0,
2011,Jalna,Manipur,0,0,0,0,0,0,0,0,0,
2011,Jalna,Mizoram,0,0,0,0,0,0,0,0,0,
2011,Jalna,Tripura,1,0,1,0,0,0,1,0,1,
2011,Jalna,Meghalaya,2,2,0,0,0,0,2,2,0,
2011,Jalna,Assam,11,5,6,3,2,1,8,3,5,
2011,Jalna,West Bengal,237,128,109,110,61,49,127,67,60,
2011,Jalna,Jharkhand,70,31,39,19,7,12,51,24,27,
2011,Jalna,Odisha,124,75,49,32,21,11,92,54,38,
2011,Jalna,Chhattisgarh,104,37,67,11,5,6,93,32,61,
2011,Jalna,Madhya Pradesh,1896,707,1189,612,188,424,1284,519,765,
2011,Jalna,Gujarat,976,429,547,256,120,136,720,309,411,
2011,Jalna,Daman & Diu,1,1,0,0,0,0,1,1,0,
2011,Jalna,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2011,Jalna,Maharashtra,0,0,0,0,0,0,0,0,0,
2011,Jalna,Andhra Pradesh,2441,788,1653,299,91,208,2142,697,1445,
2011,Jalna,Karnataka,633,237,396,163,74,89,470,163,307,
2011,Jalna,Goa,13,7,6,3,2,1,10,5,5,
2011,Jalna,Lakshadweep,0,0,0,0,0,0,0,0,0,
2011,Jalna,Kerala,186,90,96,22,14,8,164,76,88,
2011,Jalna,Tamil Nadu,171,104,67,42,24,18,129,80,49,
2011,Jalna,Puducherry,0,0,0,0,0,0,0,0,0,
2011,Jalna,Andaman & Nicobar Islands,3,2,1,0,0,0,3,2,1,
2011,Chhatrapati Sambhaji Nagar,Jammu & Kashmir,240,125,115,36,23,13,204,102,102,
2011,Chhatrapati Sambhaji Nagar,Himachal Pradesh,158,88,70,23,14,9,135,74,61,
2011,Chhatrapati Sambhaji Nagar,Punjab,1127,599,528,100,60,40,1027,539,488,
2011,Chhatrapati Sambhaji Nagar,Chandigarh,17,3,14,2,0,2,15,3,12,
2011,Chhatrapati Sambhaji Nagar,Uttarakhand,387,185,202,11,6,5,376,179,197,
2011,Chhatrapati Sambhaji Nagar,Haryana,1023,534,489,110,69,41,913,465,448,
2011,Chhatrapati Sambhaji Nagar,NCT of Delhi,322,167,155,11,7,4,311,160,151,
2011,Chhatrapati Sambhaji Nagar,Rajasthan,5920,3437,2483,792,491,301,5128,2946,2182,
2011,Chhatrapati Sambhaji Nagar,Uttar Pradesh,14879,9032,5847,1397,877,520,13482,8155,5327,
2011,Chhatrapati Sambhaji Nagar,Bihar,4476,2625,1851,577,363,214,3899,2262,1637,
2011,Chhatrapati Sambhaji Nagar,Sikkim,7,2,5,0,0,0,7,2,5,
2011,Chhatrapati Sambhaji Nagar,Arunachal Pradesh,23,16,7,0,0,0,23,16,7,
2011,Chhatrapati Sambhaji Nagar,Nagaland,22,15,7,5,2,3,17,13,4,
2011,Chhatrapati Sambhaji Nagar,Manipur,7,6,1,0,0,0,7,6,1,
2011,Chhatrapati Sambhaji Nagar,Mizoram,6,6,0,0,0,0,6,6,0,
2011,Chhatrapati Sambhaji Nagar,Tripura,18,8,10,0,0,0,18,8,10,
2011,Chhatrapati Sambhaji Nagar,Meghalaya,25,18,7,1,1,0,24,17,7,
2011,Chhatrapati Sambhaji Nagar,Assam,241,133,108,53,41,12,188,92,96,
2011,Chhatrapati Sambhaji Nagar,West Bengal,2215,1281,934,302,177,125,1913,1104,809,
2011,Chhatrapati Sambhaji Nagar,Jharkhand,517,315,202,78,60,18,439,255,184,
2011,Chhatrapati Sambhaji Nagar,Odisha,707,379,328,54,25,29,653,354,299,
2011,Chhatrapati Sambhaji Nagar,Chhattisgarh,496,192,304,25,8,17,471,184,287,
2011,Chhatrapati Sambhaji Nagar,Madhya Pradesh,10444,4658,5786,2462,1005,1457,7982,3653,4329,
2011,Chhatrapati Sambhaji Nagar,Gujarat,5007,2257,2750,843,317,526,4164,1940,2224,
2011,Chhatrapati Sambhaji Nagar,Daman & Diu,7,6,1,0,0,0,7,6,1,
2011,Chhatrapati Sambhaji Nagar,Dadra & Nagar Haveli,7,4,3,4,2,2,3,2,1,
2011,Chhatrapati Sambhaji Nagar,Maharashtra,0,0,0,0,0,0,0,0,0,
2011,Chhatrapati Sambhaji Nagar,Andhra Pradesh,9279,3762,5517,411,157,254,8868,3605,5263,
2011,Chhatrapati Sambhaji Nagar,Karnataka,5854,2740,3114,368,172,196,5486,2568,2918,
2011,Chhatrapati Sambhaji Nagar,Goa,131,52,79,5,3,2,126,49,77,
2011,Chhatrapati Sambhaji Nagar,Lakshadweep,3,1,2,1,0,1,2,1,1,
2011,Chhatrapati Sambhaji Nagar,Kerala,1934,982,952,79,41,38,1855,941,914,
2011,Chhatrapati Sambhaji Nagar,Tamil Nadu,1162,622,540,100,55,45,1062,567,495,
2011,Chhatrapati Sambhaji Nagar,Puducherry,7,1,6,1,0,1,6,1,5,
2011,Chhatrapati Sambhaji Nagar,Andaman & Nicobar Islands,6,2,4,0,0,0,6,2,4,
2011,Nashik,Jammu & Kashmir,605,303,302,75,37,38,530,266,264,
2011,Nashik,Himachal Pradesh,646,306,340,39,29,10,607,277,330,
2011,Nashik,Punjab,3377,1723,1654,195,122,73,3182,1601,1581,
2011,Nashik,Chandigarh,87,40,47,5,1,4,82,39,43,
2011,Nashik,Uttarakhand,1115,571,544,74,48,26,1041,523,518,
2011,Nashik,Haryana,2451,1125,1326,151,91,60,2300,1034,1266,
2011,Nashik,NCT of Delhi,1288,632,656,75,42,33,1213,590,623,
2011,Nashik,Rajasthan,12820,7474,5346,2009,1381,628,10811,6093,4718,
2011,Nashik,Uttar Pradesh,60525,36720,23805,5036,3407,1629,55489,33313,22176,
2011,Nashik,Bihar,27975,18545,9430,2649,1930,719,25326,16615,8711,
2011,Nashik,Sikkim,20,13,7,3,3,0,17,10,7,
2011,Nashik,Arunachal Pradesh,28,18,10,0,0,0,28,18,10,
2011,Nashik,Nagaland,28,14,14,9,3,6,19,11,8,
2011,Nashik,Manipur,93,36,57,15,10,5,78,26,52,
2011,Nashik,Mizoram,18,11,7,15,10,5,3,1,2,
2011,Nashik,Tripura,52,32,20,0,0,0,52,32,20,
2011,Nashik,Meghalaya,36,16,20,1,1,0,35,15,20,
2011,Nashik,Assam,1287,896,391,111,89,22,1176,807,369,
2011,Nashik,West Bengal,6726,3798,2928,745,527,218,5981,3271,2710,
2011,Nashik,Jharkhand,2164,1339,825,425,347,78,1739,992,747,
2011,Nashik,Odisha,2424,1360,1064,186,129,57,2238,1231,1007,
2011,Nashik,Chhattisgarh,1632,791,841,105,74,31,1527,717,810,
2011,Nashik,Madhya Pradesh,25565,12360,13205,4814,2473,2341,20751,9887,10864,
2011,Nashik,Gujarat,40511,15054,25457,16427,4104,12323,24084,10950,13134,
2011,Nashik,Daman & Diu,31,14,17,10,5,5,21,9,12,
2011,Nashik,Dadra & Nagar Haveli,67,33,34,38,15,23,29,18,11,
2011,Nashik,Maharashtra,0,0,0,0,0,0,0,0,0,
2011,Nashik,Andhra Pradesh,5376,2412,2964,429,207,222,4947,2205,2742,
2011,Nashik,Karnataka,9142,4415,4727,492,219,273,8650,4196,4454,
2011,Nashik,Goa,395,174,221,19,9,10,376,165,211,
2011,Nashik,Lakshadweep,6,3,3,3,2,1,3,1,2,
2011,Nashik,Kerala,6630,3390,3240,198,127,71,6432,3263,3169,
2011,Nashik,Tamil Nadu,2913,1546,1367,164,100,64,2749,1446,1303,
2011,Nashik,Puducherry,22,13,9,4,2,2,18,11,7,
2011,Nashik,Andaman & Nicobar Islands,19,11,8,3,1,2,16,10,6,
2011,Thane,Jammu & Kashmir,3095,1706,1389,140,85,55,2955,1621,1334,
2011,Thane,Himachal Pradesh,4060,2223,1837,122,70,52,3938,2153,1785,
2011,Thane,Punjab,18168,9463,8705,638,376,262,17530,9087,8443,
2011,Thane,Chandigarh,406,204,202,15,9,6,391,195,196,
2011,Thane,Uttarakhand,17299,9501,7798,460,260,200,16839,9241,7598,
2011,Thane,Haryana,11811,6412,5399,361,213,148,11450,6199,5251,
2011,Thane,NCT of Delhi,15241,7436,7805,530,286,244,14711,7150,7561,
2011,Thane,Rajasthan,181885,102011,79874,6267,3760,2507,175618,98251,77367,
2011,Thane,Uttar Pradesh,1089846,690039,399807,61088,40125,20963,1028758,649914,378844,
2011,Thane,Bihar,208943,140301,68642,23134,16141,6993,185809,124160,61649,
2011,Thane,Sikkim,63,30,33,3,2,1,60,28,32,
2011,Thane,Arunachal Pradesh,104,53,51,5,4,1,99,49,50,
2011,Thane,Nagaland,158,97,61,18,8,10,140,89,51,
2011,Thane,Manipur,350,199,151,7,3,4,343,196,147,
2011,Thane,Mizoram,42,22,20,0,0,0,42,22,20,
2011,Thane,Tripura,425,248,177,41,32,9,384,216,168,
2011,Thane,Meghalaya,326,151,175,9,6,3,317,145,172,
2011,Thane,Assam,6415,4113,2302,528,392,136,5887,3721,2166,
2011,Thane,West Bengal,99444,56368,43076,4803,2899,1904,94641,53469,41172,
2011,Thane,Jharkhand,30236,20543,9693,3491,2613,878,26745,17930,8815,
2011,Thane,Odisha,39723,25410,14313,4014,2783,1231,35709,22627,13082,
2011,Thane,Chhattisgarh,5169,2698,2471,449,283,166,4720,2415,2305,
2011,Thane,Madhya Pradesh,71994,38768,33226,5725,3524,2201,66269,35244,31025,
2011,Thane,Gujarat,259595,127327,132268,14140,5198,8942,245455,122129,123326,
2011,Thane,Daman & Diu,658,265,393,263,91,172,395,174,221,
2011,Thane,Dadra & Nagar Haveli,2137,295,1842,1999,226,1773,138,69,69,
2011,Thane,Maharashtra,0,0,0,0,0,0,0,0,0,
2011,Thane,Andhra Pradesh,76524,38559,37965,2419,1275,1144,74105,37284,36821,
2011,Thane,Karnataka,203710,102056,101654,10567,5427,5140,193143,96629,96514,
2011,Thane,Goa,10491,4541,5950,341,151,190,10150,4390,5760,
2011,Thane,Lakshadweep,56,30,26,1,0,1,55,30,25,
2011,Thane,Kerala,105292,54284,51008,4827,2570,2257,100465,51714,48751,
2011,Thane,Tamil Nadu,59493,30673,28820,2240,1188,1052,57253,29485,27768,
2011,Thane,Puducherry,270,133,137,13,4,9,257,129,128,
2011,Thane,Andaman & Nicobar Islands,176,86,90,5,4,1,171,82,89,
2011,Mumbai Suburban,Jammu & Kashmir,4899,2688,2211,0,0,0,4899,2688,2211,
2011,Mumbai Suburban,Himachal Pradesh,4685,2514,2171,0,0,0,4685,2514,2171,
2011,Mumbai Suburban,Punjab,23425,11695,11730,0,0,0,23425,11695,11730,
2011,Mumbai Suburban,Chandigarh,749,365,384,0,0,0,749,365,384,
2011,Mumbai Suburban,Uttarakhand,16143,9483,6660,0,0,0,16143,9483,6660,
2011,Mumbai Suburban,Haryana,13454,7181,6273,0,0,0,13454,7181,6273,
2011,Mumbai Suburban,NCT of Delhi,29346,14116,15230,0,0,0,29346,14116,15230,
2011,Mumbai Suburban,Rajasthan,175680,99672,76008,0,0,0,175680,99672,76008,
2011,Mumbai Suburban,Uttar Pradesh,1108457,710009,398448,0,0,0,1108457,710009,398448,
2011,Mumbai Suburban,Bihar,155137,107450,47687,0,0,0,155137,107450,47687,
2011,Mumbai Suburban,Sikkim,116,53,63,0,0,0,116,53,63,
2011,Mumbai Suburban,Arunachal Pradesh,101,51,50,0,0,0,101,51,50,
2011,Mumbai Suburban,Nagaland,188,78,110,0,0,0,188,78,110,
2011,Mumbai Suburban,Manipur,900,425,475,0,0,0,900,425,475,
2011,Mumbai Suburban,Mizoram,53,20,33,0,0,0,53,20,33,
2011,Mumbai Suburban,Tripura,299,170,129,0,0,0,299,170,129,
2011,Mumbai Suburban,Meghalaya,438,198,240,0,0,0,438,198,240,
2011,Mumbai Suburban,Assam,6966,4384,2582,0,0,0,6966,4384,2582,
2011,Mumbai Suburban,West Bengal,99784,63685,36099,0,0,0,99784,63685,36099,
2011,Mumbai Suburban,Jharkhand,27259,19755,7504,0,0,0,27259,19755,7504,
2011,Mumbai Suburban,Odisha,38016,25111,12905,0,0,0,38016,25111,12905,
2011,Mumbai Suburban,Chhattisgarh,4923,2617,2306,0,0,0,4923,2617,2306,
2011,Mumbai Suburban,Madhya Pradesh,50988,26755,24233,0,0,0,50988,26755,24233,
2011,Mumbai Suburban,Gujarat,414387,200228,214159,0,0,0,414387,200228,214159,
2011,Mumbai Suburban,Daman & Diu,648,296,352,0,0,0,648,296,352,
2011,Mumbai Suburban,Dadra & Nagar Haveli,85,35,50,0,0,0,85,35,50,
2011,Mumbai Suburban,Maharashtra,0,0,0,0,0,0,0,0,0,
2011,Mumbai Suburban,Andhra Pradesh,76373,38560,37813,0,0,0,76373,38560,37813,
2011,Mumbai Suburban,Karnataka,218522,108225,110297,0,0,0,218522,108225,110297,
2011,Mumbai Suburban,Goa,20572,8528,12044,0,0,0,20572,8528,12044,
2011,Mumbai Suburban,Lakshadweep,123,66,57,0,0,0,123,66,57,
